parameter,value,MCMCprob
alpha,7.4,1.4866915723965112e-105
beta,0,1.4866915723965112e-105
expPragFlip,false,1.4866915723965112e-105
alpha,7.4,0.025065765083888622
beta,0,0.025065765083888622
expPragFlip,true,0.025065765083888622
alpha,7.3,6.634179778623036e-105
beta,0,6.634179778623036e-105
expPragFlip,false,6.634179778623036e-105
alpha,7.3,0.014597074391425824
beta,0,0.014597074391425824
expPragFlip,true,0.014597074391425824
alpha,7.2,2.945909753997609e-104
beta,0,2.945909753997609e-104
expPragFlip,false,2.945909753997609e-104
alpha,7.2,0.007740528772469898
beta,0,0.007740528772469898
expPragFlip,true,0.007740528772469898
alpha,7.1,1.3009792642170645e-103
beta,0,1.3009792642170645e-103
expPragFlip,false,1.3009792642170645e-103
alpha,7.1,0.003723999291039009
beta,0,0.003723999291039009
expPragFlip,true,0.003723999291039009
alpha,7,5.710372154553621e-103
beta,0,5.710372154553621e-103
expPragFlip,false,5.710372154553621e-103
alpha,7,0.001619190529452353
beta,0,0.001619190529452353
expPragFlip,true,0.001619190529452353
alpha,6.9,2.4893968282192743e-102
beta,0,2.4893968282192743e-102
expPragFlip,false,2.4893968282192743e-102
alpha,6.9,0.000633641048327306
beta,0,0.000633641048327306
expPragFlip,true,0.000633641048327306
alpha,6.8,1.0770024283034132e-101
beta,0,1.0770024283034132e-101
expPragFlip,false,1.0770024283034132e-101
alpha,6.8,0.00022219585542027689
beta,0,0.00022219585542027689
expPragFlip,true,0.00022219585542027689
alpha,6.7,4.620082602213226e-101
beta,0,4.620082602213226e-101
expPragFlip,false,4.620082602213226e-101
alpha,6.7,0.00006949258013419407
beta,0,0.00006949258013419407
expPragFlip,true,0.00006949258013419407
alpha,6.6,1.963211115248401e-100
beta,0,1.963211115248401e-100
expPragFlip,false,1.963211115248401e-100
alpha,6.6,0.000019287411526893278
beta,0,0.000019287411526893278
expPragFlip,true,0.000019287411526893278
alpha,6.5,8.254546002861995e-100
beta,0,8.254546002861995e-100
expPragFlip,false,8.254546002861995e-100
alpha,6.5,0.000004725129117308525
beta,0,0.000004725129117308525
expPragFlip,true,0.000004725129117308525
alpha,6.4,3.4300344440055024e-99
beta,0,3.4300344440055024e-99
expPragFlip,false,3.4300344440055024e-99
alpha,6.4,0.0000010159280770577962
beta,0,0.0000010159280770577962
expPragFlip,true,0.0000010159280770577962
alpha,6.3,1.4066703471742109e-98
beta,0,1.4066703471742109e-98
expPragFlip,false,1.4066703471742109e-98
alpha,6.3,1.9052241581631502e-7
beta,0,1.9052241581631502e-7
expPragFlip,true,1.9052241581631502e-7
alpha,6.2,5.684818963155549e-98
beta,0,5.684818963155549e-98
expPragFlip,false,5.684818963155549e-98
alpha,6.2,3.0959198096590214e-8
beta,0,3.0959198096590214e-8
expPragFlip,true,3.0959198096590214e-8
alpha,6.1,2.2601544746593755e-97
beta,0,2.2601544746593755e-97
expPragFlip,false,2.2601544746593755e-97
alpha,6.1,4.328175148958532e-9
beta,0,4.328175148958532e-9
expPragFlip,true,4.328175148958532e-9
alpha,6,8.823480161881787e-97
beta,0,8.823480161881787e-97
expPragFlip,false,8.823480161881787e-97
alpha,6,5.166151205781308e-10
beta,0,5.166151205781308e-10
expPragFlip,true,5.166151205781308e-10
alpha,5.9,3.3752987432907057e-96
beta,0,3.3752987432907057e-96
expPragFlip,false,3.3752987432907057e-96
alpha,5.9,5.2215033898586595e-11
beta,0,5.2215033898586595e-11
expPragFlip,true,5.2215033898586595e-11
alpha,5.8,1.2622401766104296e-95
beta,0,1.2622401766104296e-95
expPragFlip,false,1.2622401766104296e-95
alpha,5.8,4.429242473689104e-12
beta,0,4.429242473689104e-12
expPragFlip,true,4.429242473689104e-12
alpha,5.7,4.602582435493835e-95
beta,0,4.602582435493835e-95
expPragFlip,false,4.602582435493835e-95
alpha,5.7,3.1232264360777253e-13
beta,0,3.1232264360777253e-13
expPragFlip,true,3.1232264360777253e-13
alpha,5.6,1.6316838959671173e-94
beta,0,1.6316838959671173e-94
expPragFlip,false,1.6316838959671173e-94
alpha,5.6,1.811844923445704e-14
beta,0,1.811844923445704e-14
expPragFlip,true,1.811844923445704e-14
alpha,5.5,5.605951317739062e-94
beta,0,5.605951317739062e-94
expPragFlip,false,5.605951317739062e-94
alpha,5.5,8.551174410032419e-16
beta,0,8.551174410032419e-16
expPragFlip,true,8.551174410032419e-16
alpha,5.4,1.8598976387133546e-93
beta,0,1.8598976387133546e-93
expPragFlip,false,1.8598976387133546e-93
alpha,5.4,3.2439292794448324e-17
beta,0,3.2439292794448324e-17
expPragFlip,true,3.2439292794448324e-17
alpha,5.3,5.93512142704303e-93
beta,0,5.93512142704303e-93
expPragFlip,false,5.93512142704303e-93
alpha,5.3,9.763145694629273e-19
beta,0,9.763145694629273e-19
expPragFlip,true,9.763145694629273e-19
alpha,5.2,1.813651640058172e-92
beta,0,1.813651640058172e-92
expPragFlip,false,1.813651640058172e-92
alpha,5.2,2.298570955304781e-20
beta,0,2.298570955304781e-20
expPragFlip,true,2.298570955304781e-20
alpha,5.1,5.2812046353539676e-92
beta,0,5.2812046353539676e-92
expPragFlip,false,5.2812046353539676e-92
alpha,5.1,4.1693052270320417e-22
beta,0,4.1693052270320417e-22
expPragFlip,true,4.1693052270320417e-22
alpha,5,1.4574862781587038e-91
beta,0,1.4574862781587038e-91
expPragFlip,false,1.4574862781587038e-91
alpha,5,5.731538808597019e-24
beta,0,5.731538808597019e-24
expPragFlip,true,5.731538808597019e-24
alpha,4.9,3.7892062170105556e-91
beta,0,3.7892062170105556e-91
expPragFlip,false,3.7892062170105556e-91
alpha,4.9,5.866600706677707e-26
beta,0,5.866600706677707e-26
expPragFlip,true,5.866600706677707e-26
alpha,4.8,9.218510139246233e-91
beta,0,9.218510139246233e-91
expPragFlip,false,9.218510139246233e-91
alpha,4.8,4.386560450643485e-28
beta,0,4.386560450643485e-28
expPragFlip,true,4.386560450643485e-28
alpha,4.7,2.083180548613686e-90
beta,0,2.083180548613686e-90
expPragFlip,false,2.083180548613686e-90
alpha,4.7,2.347341623405017e-30
beta,0,2.347341623405017e-30
expPragFlip,true,2.347341623405017e-30
alpha,4.6,4.337006716963963e-90
beta,0,4.337006716963963e-90
expPragFlip,false,4.337006716963963e-90
alpha,4.6,8.793997747697e-33
beta,0,8.793997747697e-33
expPragFlip,true,8.793997747697e-33
alpha,4.5,8.243654317955767e-90
beta,0,8.243654317955767e-90
expPragFlip,false,8.243654317955767e-90
alpha,4.5,2.2528273604602832e-35
beta,0,2.2528273604602832e-35
expPragFlip,true,2.2528273604602832e-35
alpha,4.4,1.4163719105594774e-89
beta,0,1.4163719105594774e-89
expPragFlip,false,1.4163719105594774e-89
alpha,4.4,3.848514971033327e-38
beta,0,3.848514971033327e-38
expPragFlip,true,3.848514971033327e-38
alpha,4.3,2.175603424872192e-89
beta,0,2.175603424872192e-89
expPragFlip,false,2.175603424872192e-89
alpha,4.3,4.2686760082416227e-41
beta,0,4.2686760082416227e-41
expPragFlip,true,4.2686760082416227e-41
alpha,4.2,2.9516297292697436e-89
beta,0,2.9516297292697436e-89
expPragFlip,false,2.9516297292697436e-89
alpha,4.2,2.988644844412859e-44
beta,0,2.988644844412859e-44
expPragFlip,true,2.988644844412859e-44
alpha,4.1,3.49009340981376e-89
beta,0,3.49009340981376e-89
expPragFlip,false,3.49009340981376e-89
alpha,4.1,1.2822002173081515e-47
beta,0,1.2822002173081515e-47
expPragFlip,true,1.2822002173081515e-47
alpha,4,3.544515522025417e-89
beta,0,3.544515522025417e-89
expPragFlip,false,3.544515522025417e-89
alpha,4,3.268096597046552e-51
beta,0,3.268096597046552e-51
expPragFlip,true,3.268096597046552e-51
alpha,3.9,3.042781807157796e-89
beta,0,3.042781807157796e-89
expPragFlip,false,3.042781807157796e-89
alpha,3.9,4.792756206108297e-55
beta,0,4.792756206108297e-55
expPragFlip,true,4.792756206108297e-55
alpha,3.8,2.169632211028554e-89
beta,0,2.169632211028554e-89
expPragFlip,false,2.169632211028554e-89
alpha,3.8,3.9138089093939843e-59
beta,0,3.9138089093939843e-59
expPragFlip,true,3.9138089093939843e-59
alpha,3.7,1.2607516128046029e-89
beta,0,1.2607516128046029e-89
expPragFlip,false,1.2607516128046029e-89
alpha,3.7,1.7217988308636328e-63
beta,0,1.7217988308636328e-63
expPragFlip,true,1.7217988308636328e-63
alpha,3.6,5.848058067586166e-90
beta,0,5.848058067586166e-90
expPragFlip,false,5.848058067586166e-90
alpha,3.6,3.949182724975734e-68
beta,0,3.949182724975734e-68
expPragFlip,true,3.949182724975734e-68
alpha,3.5,2.117366446386193e-90
beta,0,2.117366446386193e-90
expPragFlip,false,2.117366446386193e-90
alpha,3.5,4.5751711485068977e-73
beta,0,4.5751711485068977e-73
expPragFlip,true,4.5751711485068977e-73
alpha,3.4,5.840825874306853e-91
beta,0,5.840825874306853e-91
expPragFlip,false,5.840825874306853e-91
alpha,3.4,2.598921378716915e-78
beta,0,2.598921378716915e-78
expPragFlip,true,2.598921378716915e-78
alpha,3.3,1.1960526688130166e-91
beta,0,1.1960526688130166e-91
expPragFlip,false,1.1960526688130166e-91
alpha,3.3,7.049654436828082e-84
beta,0,7.049654436828082e-84
expPragFlip,true,7.049654436828082e-84
alpha,3.2,1.7682177952220085e-92
beta,0,1.7682177952220085e-92
expPragFlip,false,1.7682177952220085e-92
alpha,3.2,8.934127343855603e-90
beta,0,8.934127343855603e-90
expPragFlip,true,8.934127343855603e-90
alpha,3.1,1.8321442609897268e-93
beta,0,1.8321442609897268e-93
expPragFlip,false,1.8321442609897268e-93
alpha,3.1,5.208658592865105e-96
beta,0,5.208658592865105e-96
expPragFlip,true,5.208658592865105e-96
alpha,3,1.2894249340793683e-94
beta,0,1.2894249340793683e-94
expPragFlip,false,1.2894249340793683e-94
alpha,3,1.3870417368990818e-102
beta,0,1.3870417368990818e-102
expPragFlip,true,1.3870417368990818e-102
alpha,2.9,5.963659730719826e-96
beta,0,5.963659730719826e-96
expPragFlip,false,5.963659730719826e-96
alpha,2.9,1.6929386632185087e-109
beta,0,1.6929386632185087e-109
expPragFlip,true,1.6929386632185087e-109
alpha,2.8,1.7512408802590217e-97
beta,0,1.7512408802590217e-97
expPragFlip,false,1.7512408802590217e-97
alpha,2.8,9.62840890012548e-117
beta,0,9.62840890012548e-117
expPragFlip,true,9.62840890012548e-117
alpha,2.7,3.150663232595832e-99
beta,0,3.150663232595832e-99
expPragFlip,false,3.150663232595832e-99
alpha,2.7,2.635281656356931e-124
beta,0,2.635281656356931e-124
expPragFlip,true,2.635281656356931e-124
alpha,2.6,3.3480705696540913e-101
beta,0,3.3480705696540913e-101
expPragFlip,false,3.3480705696540913e-101
alpha,2.6,3.651339187951389e-132
beta,0,3.651339187951389e-132
expPragFlip,true,3.651339187951389e-132
alpha,2.5,2.0249541124921115e-103
beta,0,2.0249541124921115e-103
expPragFlip,false,2.0249541124921115e-103
alpha,2.5,2.7513374409980065e-140
beta,0,2.7513374409980065e-140
expPragFlip,true,2.7513374409980065e-140
alpha,2.4,6.716493034977049e-106
beta,0,6.716493034977049e-106
expPragFlip,false,6.716493034977049e-106
alpha,2.4,1.2397066861881184e-148
beta,0,1.2397066861881184e-148
expPragFlip,true,1.2397066861881184e-148
alpha,2.3,1.1778540960724814e-108
beta,0,1.1778540960724814e-108
expPragFlip,false,1.1778540960724814e-108
alpha,2.3,3.765447411666375e-157
beta,0,3.765447411666375e-157
expPragFlip,true,3.765447411666375e-157
alpha,2.2,1.054143382450145e-111
beta,0,1.054143382450145e-111
expPragFlip,false,1.054143382450145e-111
alpha,2.2,8.91683541417202e-166
beta,0,8.91683541417202e-166
expPragFlip,true,8.91683541417202e-166
alpha,2.1,4.6564051133779955e-115
beta,0,4.6564051133779955e-115
expPragFlip,false,4.6564051133779955e-115
alpha,2.1,1.9523494645685755e-174
beta,0,1.9523494645685755e-174
expPragFlip,true,1.9523494645685755e-174
alpha,2,9.845274767875126e-119
beta,0,9.845274767875126e-119
expPragFlip,false,9.845274767875126e-119
alpha,2,4.795342899250013e-183
beta,0,4.795342899250013e-183
expPragFlip,true,4.795342899250013e-183
alpha,1.9,9.698171899364713e-123
beta,0,9.698171899364713e-123
expPragFlip,false,9.698171899364713e-123
alpha,1.9,1.6331793401483714e-191
beta,0,1.6331793401483714e-191
expPragFlip,true,1.6331793401483714e-191
alpha,1.8,4.351706625822961e-127
beta,0,4.351706625822961e-127
expPragFlip,false,4.351706625822961e-127
alpha,1.8,9.650358653303419e-200
beta,0,9.650358653303419e-200
expPragFlip,true,9.650358653303419e-200
alpha,1.7,8.743984896490699e-132
beta,0,8.743984896490699e-132
expPragFlip,false,8.743984896490699e-132
alpha,1.7,1.2425339399099891e-207
beta,0,1.2425339399099891e-207
expPragFlip,true,1.2425339399099891e-207
alpha,1.6,7.782666916346369e-137
beta,0,7.782666916346369e-137
expPragFlip,false,7.782666916346369e-137
alpha,1.6,4.3494225022833103e-215
beta,0,4.3494225022833103e-215
expPragFlip,true,4.3494225022833103e-215
alpha,1.5,3.0567019828543264e-142
beta,0,3.0567019828543264e-142
expPragFlip,false,3.0567019828543264e-142
alpha,1.5,5.072126069868231e-222
beta,0,5.072126069868231e-222
expPragFlip,true,5.072126069868231e-222
alpha,1.4,5.3179120701729136e-148
beta,0,5.3179120701729136e-148
expPragFlip,false,5.3179120701729136e-148
alpha,1.4,2.3442041042247235e-228
beta,0,2.3442041042247235e-228
expPragFlip,true,2.3442041042247235e-228
alpha,1.3,4.147356327564979e-154
beta,0,4.147356327564979e-154
expPragFlip,false,4.147356327564979e-154
alpha,1.3,4.9070416897752667e-234
beta,0,4.9070416897752667e-234
expPragFlip,true,4.9070416897752667e-234
alpha,1.2,1.4796240290865247e-160
beta,0,1.4796240290865247e-160
expPragFlip,false,1.4796240290865247e-160
alpha,1.2,5.065656151188036e-239
beta,0,5.065656151188036e-239
expPragFlip,true,5.065656151188036e-239
alpha,1.1,2.4849689999486786e-167
beta,0,2.4849689999486786e-167
expPragFlip,false,2.4849689999486786e-167
alpha,1.1,2.662822068746947e-243
beta,0,2.662822068746947e-243
expPragFlip,true,2.662822068746947e-243
alpha,1,2.038176694955824e-174
beta,0,2.038176694955824e-174
expPragFlip,false,2.038176694955824e-174
alpha,1,6.973604931678294e-247
beta,0,6.973604931678294e-247
expPragFlip,true,6.973604931678294e-247
alpha,0.9,8.534376959720684e-182
beta,0,8.534376959720684e-182
expPragFlip,false,8.534376959720684e-182
alpha,0.9,8.464644533799215e-250
beta,0,8.464644533799215e-250
expPragFlip,true,8.464644533799215e-250
alpha,0.8,1.920118434030971e-189
beta,0,1.920118434030971e-189
expPragFlip,false,1.920118434030971e-189
alpha,0.8,4.2421515279148916e-252
beta,0,4.2421515279148916e-252
expPragFlip,true,4.2421515279148916e-252
alpha,0.7,2.4572512592105767e-197
beta,0,2.4572512592105767e-197
expPragFlip,false,2.4572512592105767e-197
alpha,0.7,7.559974484647015e-254
beta,0,7.559974484647015e-254
expPragFlip,true,7.559974484647015e-254
alpha,0.6,1.9022948837064435e-205
beta,0,1.9022948837064435e-205
expPragFlip,false,1.9022948837064435e-205
alpha,0.6,4.0331252810817013e-255
beta,0,4.0331252810817013e-255
expPragFlip,true,4.0331252810817013e-255
alpha,0.5,9.50552920778654e-214
beta,0,9.50552920778654e-214
expPragFlip,false,9.50552920778654e-214
alpha,0.5,5.358960189229242e-256
beta,0,5.358960189229242e-256
expPragFlip,true,5.358960189229242e-256
alpha,0.4,3.277298554426929e-222
beta,0,3.277298554426929e-222
expPragFlip,false,3.277298554426929e-222
alpha,0.4,1.473192128081589e-256
beta,0,1.473192128081589e-256
expPragFlip,true,1.473192128081589e-256
alpha,0.3,8.337851704936212e-231
beta,0,8.337851704936212e-231
expPragFlip,false,8.337851704936212e-231
alpha,0.3,7.007661234198319e-257
beta,0,7.007661234198319e-257
expPragFlip,true,7.007661234198319e-257
alpha,0.2,1.6723711655304702e-239
beta,0,1.6723711655304702e-239
expPragFlip,false,1.6723711655304702e-239
alpha,0.2,4.8887806278750884e-257
beta,0,4.8887806278750884e-257
expPragFlip,true,4.8887806278750884e-257
alpha,0.1,2.819169072960323e-248
beta,0,2.819169072960323e-248
expPragFlip,false,2.819169072960323e-248
alpha,0.1,4.31542837091903e-257
beta,0,4.31542837091903e-257
expPragFlip,true,4.31542837091903e-257
alpha,0,4.243507344987601e-257
beta,0,4.243507344987601e-257
expPragFlip,false,4.243507344987601e-257
alpha,0,4.243507344987601e-257
beta,0,4.243507344987601e-257
expPragFlip,true,4.243507344987601e-257
