parameter,value,MCMCprob
beta,0,1.1815407886324648e-220
expPragFlip,true,1.1815407886324648e-220
alpha,14.5,1.6000428697029168e-119
beta,1,1.6000428697029168e-119
expPragFlip,false,1.6000428697029168e-119
alpha,14.5,1.8770594655619592e-205
beta,1,1.8770594655619592e-205
expPragFlip,true,1.8770594655619592e-205
alpha,14.5,5.890949799683447e-108
beta,0.95,5.890949799683447e-108
expPragFlip,false,5.890949799683447e-108
alpha,14.5,2.1684936546492238e-190
beta,0.95,2.1684936546492238e-190
expPragFlip,true,2.1684936546492238e-190
alpha,14.5,3.0953626278569604e-97
beta,0.9,3.0953626278569604e-97
expPragFlip,false,3.0953626278569604e-97
alpha,14.5,4.881749467947704e-177
beta,0.9,4.881749467947704e-177
expPragFlip,true,4.881749467947704e-177
alpha,14.5,2.5835155187275886e-87
beta,0.85,2.5835155187275886e-87
expPragFlip,false,2.5835155187275886e-87
alpha,14.5,3.91974418514763e-164
beta,0.85,3.91974418514763e-164
expPragFlip,true,3.91974418514763e-164
alpha,14.5,3.9258423942172155e-78
beta,0.8,3.9258423942172155e-78
expPragFlip,false,3.9258423942172155e-78
alpha,14.5,2.6004338801289497e-151
beta,0.8,2.6004338801289497e-151
expPragFlip,true,2.6004338801289497e-151
alpha,14.5,1.253567343289825e-69
beta,0.75,1.253567343289825e-69
expPragFlip,false,1.253567343289825e-69
alpha,14.5,7.142956963430659e-141
beta,0.75,7.142956963430659e-141
expPragFlip,true,7.142956963430659e-141
alpha,14.5,9.60399172462065e-62
beta,0.7,9.60399172462065e-62
expPragFlip,false,9.60399172462065e-62
alpha,14.5,8.241898246419841e-137
beta,0.7,8.241898246419841e-137
expPragFlip,true,8.241898246419841e-137
alpha,14.5,1.9728007563841387e-54
beta,0.65,1.9728007563841387e-54
expPragFlip,false,1.9728007563841387e-54
alpha,14.5,2.5926778278625597e-138
beta,0.65,2.5926778278625597e-138
expPragFlip,true,2.5926778278625597e-138
alpha,14.5,1.1818890759955192e-47
beta,0.6,1.1818890759955192e-47
expPragFlip,false,1.1818890759955192e-47
alpha,14.5,1.990838258577791e-142
beta,0.6,1.990838258577791e-142
expPragFlip,true,1.990838258577791e-142
alpha,14.5,2.1803854183928523e-41
beta,0.55,2.1803854183928523e-41
expPragFlip,false,2.1803854183928523e-41
alpha,14.5,7.328923085939389e-147
beta,0.55,7.328923085939389e-147
expPragFlip,true,7.328923085939389e-147
alpha,14.5,1.265969101450583e-35
beta,0.5,1.265969101450583e-35
expPragFlip,false,1.265969101450583e-35
alpha,14.5,1.5596954254544502e-150
beta,0.5,1.5596954254544502e-150
expPragFlip,true,1.5596954254544502e-150
alpha,14.5,2.2785767178507886e-30
beta,0.45,2.2785767178507886e-30
expPragFlip,false,2.2785767178507886e-30
alpha,14.5,8.413670250157245e-155
beta,0.45,8.413670250157245e-155
expPragFlip,true,8.413670250157245e-155
alpha,14.5,1.1980645395793974e-25
beta,0.4,1.1980645395793974e-25
expPragFlip,false,1.1980645395793974e-25
alpha,14.5,5.391350562549227e-164
beta,0.4,5.391350562549227e-164
expPragFlip,true,5.391350562549227e-164
alpha,14.5,1.6415872455238812e-21
beta,0.35,1.6415872455238812e-21
expPragFlip,false,1.6415872455238812e-21
alpha,14.5,4.588115949134157e-176
beta,0.35,4.588115949134157e-176
expPragFlip,true,4.588115949134157e-176
alpha,14.5,4.880100250478416e-18
beta,0.3,4.880100250478416e-18
expPragFlip,false,4.880100250478416e-18
alpha,14.5,2.461656110467832e-186
beta,0.3,2.461656110467832e-186
expPragFlip,true,2.461656110467832e-186
alpha,14.5,2.4064362446221656e-15
beta,0.25,2.4064362446221656e-15
expPragFlip,false,2.4064362446221656e-15
alpha,14.5,1.0043665721570596e-193
beta,0.25,1.0043665721570596e-193
expPragFlip,true,1.0043665721570596e-193
alpha,14.5,1.36268475673485e-13
beta,0.2,1.36268475673485e-13
expPragFlip,false,1.36268475673485e-13
alpha,14.5,1.8377948992257955e-198
beta,0.2,1.8377948992257955e-198
expPragFlip,true,1.8377948992257955e-198
alpha,14.5,5.538157402186813e-13
beta,0.15,5.538157402186813e-13
expPragFlip,false,5.538157402186813e-13
alpha,14.5,3.238051073193369e-201
beta,0.15,3.238051073193369e-201
expPragFlip,true,3.238051073193369e-201
alpha,14.5,9.31174225529554e-14
beta,0.1,9.31174225529554e-14
expPragFlip,false,9.31174225529554e-14
alpha,14.5,3.731984506863364e-203
beta,0.1,3.731984506863364e-203
expPragFlip,true,3.731984506863364e-203
alpha,14.5,3.648736509662237e-16
beta,0.05,3.648736509662237e-16
expPragFlip,false,3.648736509662237e-16
alpha,14.5,2.1718983747185873e-206
beta,0.05,2.1718983747185873e-206
expPragFlip,true,2.1718983747185873e-206
alpha,14.5,2.007618022054705e-20
beta,0,2.007618022054705e-20
expPragFlip,false,2.007618022054705e-20
alpha,14.5,3.932207024213869e-214
beta,0,3.932207024213869e-214
expPragFlip,true,3.932207024213869e-214
alpha,14.25,2.99690025446751e-117
beta,1,2.99690025446751e-117
expPragFlip,false,2.99690025446751e-117
alpha,14.25,4.1148399143520174e-198
beta,1,4.1148399143520174e-198
expPragFlip,true,4.1148399143520174e-198
alpha,14.25,7.398884368937737e-106
beta,0.95,7.398884368937737e-106
expPragFlip,false,7.398884368937737e-106
alpha,14.25,2.6006011597930452e-183
beta,0.95,2.6006011597930452e-183
expPragFlip,true,2.6006011597930452e-183
alpha,14.25,2.7334569932471898e-95
beta,0.9,2.7334569932471898e-95
expPragFlip,false,2.7334569932471898e-95
alpha,14.25,3.2117351973856763e-170
beta,0.9,3.2117351973856763e-170
expPragFlip,true,3.2117351973856763e-170
alpha,14.25,1.6715114499099689e-85
beta,0.85,1.6715114499099689e-85
expPragFlip,false,1.6715114499099689e-85
alpha,14.25,1.1430998135570072e-157
beta,0.85,1.1430998135570072e-157
expPragFlip,true,1.1430998135570072e-157
alpha,14.25,1.924267193958507e-76
beta,0.8,1.924267193958507e-76
expPragFlip,false,1.924267193958507e-76
alpha,14.25,2.33653786544845e-145
beta,0.8,2.33653786544845e-145
expPragFlip,true,2.33653786544845e-145
alpha,14.25,4.7772894739524374e-68
beta,0.75,4.7772894739524374e-68
expPragFlip,false,4.7772894739524374e-68
alpha,14.25,1.928250577464218e-135
beta,0.75,1.928250577464218e-135
expPragFlip,true,1.928250577464218e-135
alpha,14.25,2.901750668603014e-60
beta,0.7,2.901750668603014e-60
expPragFlip,false,2.901750668603014e-60
alpha,14.25,1.5601394225031602e-131
beta,0.7,1.5601394225031602e-131
expPragFlip,true,1.5601394225031602e-131
alpha,14.25,4.794116463974125e-53
beta,0.65,4.794116463974125e-53
expPragFlip,false,4.794116463974125e-53
alpha,14.25,6.491929516059782e-133
beta,0.65,6.491929516059782e-133
expPragFlip,true,6.491929516059782e-133
alpha,14.25,2.3340103352970707e-46
beta,0.6,2.3340103352970707e-46
expPragFlip,false,2.3340103352970707e-46
alpha,14.25,8.262300958708897e-137
beta,0.6,8.262300958708897e-137
expPragFlip,true,8.262300958708897e-137
alpha,14.25,3.5238477970612488e-40
beta,0.55,3.5238477970612488e-40
expPragFlip,false,3.5238477970612488e-40
alpha,14.25,4.5949082475237734e-141
beta,0.55,4.5949082475237734e-141
expPragFlip,true,4.5949082475237734e-141
alpha,14.25,1.6815930214945354e-34
beta,0.5,1.6815930214945354e-34
expPragFlip,false,1.6815930214945354e-34
alpha,14.25,1.178117298240641e-144
beta,0.5,1.178117298240641e-144
expPragFlip,true,1.178117298240641e-144
alpha,14.25,2.4924067082478772e-29
beta,0.45,2.4924067082478772e-29
expPragFlip,false,2.4924067082478772e-29
alpha,14.25,8.037133429537223e-149
beta,0.45,8.037133429537223e-149
expPragFlip,true,8.037133429537223e-149
alpha,14.25,1.0793662566559177e-24
beta,0.4,1.0793662566559177e-24
expPragFlip,false,1.0793662566559177e-24
alpha,14.25,1.4229307647211392e-157
beta,0.4,1.4229307647211392e-157
expPragFlip,true,1.4229307647211392e-157
alpha,14.25,1.2173603687552975e-20
beta,0.35,1.2173603687552975e-20
expPragFlip,false,1.2173603687552975e-20
alpha,14.25,3.106588658765677e-169
beta,0.35,3.106588658765677e-169
expPragFlip,true,3.106588658765677e-169
alpha,14.25,2.9799725061613487e-17
beta,0.3,2.9799725061613487e-17
expPragFlip,false,2.9799725061613487e-17
alpha,14.25,2.569034989450848e-179
beta,0.3,2.569034989450848e-179
expPragFlip,true,2.569034989450848e-179
alpha,14.25,1.2153448771609926e-14
beta,0.25,1.2153448771609926e-14
expPragFlip,false,1.2153448771609926e-14
alpha,14.25,1.155422001952372e-186
beta,0.25,1.155422001952372e-186
expPragFlip,true,1.155422001952372e-186
alpha,14.25,5.767451543205652e-13
beta,0.2,5.767451543205652e-13
expPragFlip,false,5.767451543205652e-13
alpha,14.25,1.8380234850480592e-191
beta,0.2,1.8380234850480592e-191
expPragFlip,true,1.8380234850480592e-191
alpha,14.25,2.0207390132307983e-12
beta,0.15,2.0207390132307983e-12
expPragFlip,false,2.0207390132307983e-12
alpha,14.25,2.3162951067764757e-194
beta,0.15,2.3162951067764757e-194
expPragFlip,true,2.3162951067764757e-194
alpha,14.25,3.0796571057040387e-13
beta,0.1,3.0796571057040387e-13
expPragFlip,false,3.0796571057040387e-13
alpha,14.25,1.655884578421786e-196
beta,0.1,1.655884578421786e-196
expPragFlip,true,1.655884578421786e-196
alpha,14.25,1.180067481391493e-15
beta,0.05,1.180067481391493e-15
expPragFlip,false,1.180067481391493e-15
alpha,14.25,6.320615772523732e-200
beta,0.05,6.320615772523732e-200
expPragFlip,true,6.320615772523732e-200
alpha,14.25,7.011358681527845e-20
beta,0,7.011358681527845e-20
expPragFlip,false,7.011358681527845e-20
alpha,14.25,1.3648378796539098e-207
beta,0,1.3648378796539098e-207
expPragFlip,true,1.3648378796539098e-207
alpha,14,5.233511674077617e-115
beta,1,5.233511674077617e-115
expPragFlip,false,5.233511674077617e-115
alpha,14,7.36835750520378e-191
beta,1,7.36835750520378e-191
expPragFlip,true,7.36835750520378e-191
alpha,14,8.657971609168263e-104
beta,0.95,8.657971609168263e-104
expPragFlip,false,8.657971609168263e-104
alpha,14,2.5394378507174882e-176
beta,0.95,2.5394378507174882e-176
expPragFlip,true,2.5394378507174882e-176
alpha,14,2.2463242533287777e-93
beta,0.9,2.2463242533287777e-93
expPragFlip,false,2.2463242533287777e-93
alpha,14,1.7045691884651652e-163
beta,0.9,1.7045691884651652e-163
expPragFlip,true,1.7045691884651652e-163
alpha,14,1.0049631328407526e-83
beta,0.85,1.0049631328407526e-83
expPragFlip,false,1.0049631328407526e-83
alpha,14,2.6806922217757253e-151
beta,0.85,2.6806922217757253e-151
expPragFlip,true,2.6806922217757253e-151
alpha,14,8.752027717119277e-75
beta,0.8,8.752027717119277e-75
expPragFlip,false,8.752027717119277e-75
alpha,14,1.725176474216977e-139
beta,0.8,1.725176474216977e-139
expPragFlip,true,1.725176474216977e-139
alpha,14,1.687084145399594e-66
beta,0.75,1.687084145399594e-66
expPragFlip,false,1.687084145399594e-66
alpha,14,4.504573588380284e-130
beta,0.75,4.504573588380284e-130
expPragFlip,true,4.504573588380284e-130
alpha,14,8.11440009935839e-59
beta,0.7,8.11440009935839e-59
expPragFlip,false,8.11440009935839e-59
alpha,14,2.633653438681334e-126
beta,0.7,2.633653438681334e-126
expPragFlip,true,2.633653438681334e-126
alpha,14,1.0770337398720459e-51
beta,0.65,1.0770337398720459e-51
expPragFlip,false,1.0770337398720459e-51
alpha,14,1.4787719972464434e-127
beta,0.65,1.4787719972464434e-127
expPragFlip,true,1.4787719972464434e-127
alpha,14,4.25642294245565e-45
beta,0.6,4.25642294245565e-45
expPragFlip,false,4.25642294245565e-45
alpha,14,3.1392039640235017e-131
beta,0.6,3.1392039640235017e-131
expPragFlip,true,3.1392039640235017e-131
alpha,14,5.253212715383271e-39
beta,0.55,5.253212715383271e-39
expPragFlip,false,5.253212715383271e-39
alpha,14,2.6608443400042633e-135
beta,0.55,2.6608443400042633e-135
expPragFlip,true,2.6608443400042633e-135
alpha,14,2.0578933727172914e-33
beta,0.5,2.0578933727172914e-33
expPragFlip,false,2.0578933727172914e-33
alpha,14,8.344732745097218e-139
beta,0.5,8.344732745097218e-139
expPragFlip,true,8.344732745097218e-139
alpha,14,2.5086036858983073e-28
beta,0.45,2.5086036858983073e-28
expPragFlip,false,2.5086036858983073e-28
alpha,14,7.2288037950875695e-143
beta,0.45,7.2288037950875695e-143
expPragFlip,true,7.2288037950875695e-143
alpha,14,8.936465453522362e-24
beta,0.4,8.936465453522362e-24
expPragFlip,false,8.936465453522362e-24
alpha,14,3.4249464758835716e-151
beta,0.4,3.4249464758835716e-151
expPragFlip,true,3.4249464758835716e-151
alpha,14,8.286658269093893e-20
beta,0.35,8.286658269093893e-20
expPragFlip,false,8.286658269093893e-20
alpha,14,1.948185954801031e-162
beta,0.35,1.948185954801031e-162
expPragFlip,true,1.948185954801031e-162
alpha,14,1.6688614305217879e-16
beta,0.3,1.6688614305217879e-16
expPragFlip,false,1.6688614305217879e-16
alpha,14,2.542333021867669e-172
beta,0.3,2.542333021867669e-172
expPragFlip,true,2.542333021867669e-172
alpha,14,5.627080045414327e-14
beta,0.25,5.627080045414327e-14
expPragFlip,false,5.627080045414327e-14
alpha,14,1.2825459396500266e-179
beta,0.25,1.2825459396500266e-179
expPragFlip,true,1.2825459396500266e-179
alpha,14,2.2384756941289215e-12
beta,0.2,2.2384756941289215e-12
expPragFlip,false,2.2384756941289215e-12
alpha,14,1.7958241893318459e-184
beta,0.2,1.7958241893318459e-184
expPragFlip,true,1.7958241893318459e-184
alpha,14,6.767621334968122e-12
beta,0.15,6.767621334968122e-12
expPragFlip,false,6.767621334968122e-12
alpha,14,1.6364149692358553e-187
beta,0.15,1.6364149692358553e-187
expPragFlip,true,1.6364149692358553e-187
alpha,14,9.360029051442226e-13
beta,0.1,9.360029051442226e-13
expPragFlip,false,9.360029051442226e-13
alpha,14,7.373387823488993e-190
beta,0.1,7.373387823488993e-190
expPragFlip,true,7.373387823488993e-190
alpha,14,3.5099981547167186e-15
beta,0.05,3.5099981547167186e-15
expPragFlip,false,3.5099981547167186e-15
alpha,14,1.8943443277075639e-193
beta,0.05,1.8943443277075639e-193
expPragFlip,true,1.8943443277075639e-193
alpha,14,2.2509832729980535e-19
beta,0,2.2509832729980535e-19
expPragFlip,false,2.2509832729980535e-19
alpha,14,4.938040489336304e-201
beta,0,4.938040489336304e-201
expPragFlip,true,4.938040489336304e-201
alpha,13.75,8.492641460112466e-113
beta,1,8.492641460112466e-113
expPragFlip,false,8.492641460112466e-113
alpha,13.75,1.0680602986410185e-183
beta,1,1.0680602986410185e-183
expPragFlip,true,1.0680602986410185e-183
alpha,13.75,9.40700345961382e-102
beta,0.95,9.40700345961382e-102
expPragFlip,false,9.40700345961382e-102
alpha,13.75,1.9997845246792627e-169
beta,0.95,1.9997845246792627e-169
expPragFlip,true,1.9997845246792627e-169
alpha,13.75,1.7118703495971074e-91
beta,0.9,1.7118703495971074e-91
expPragFlip,false,1.7118703495971074e-91
alpha,13.75,7.235881192499e-157
beta,0.9,7.235881192499e-157
expPragFlip,true,7.235881192499e-157
alpha,13.75,5.594568162341386e-82
beta,0.85,5.594568162341386e-82
expPragFlip,false,5.594568162341386e-82
alpha,13.75,5.0239054940639295e-145
beta,0.85,5.0239054940639295e-145
expPragFlip,true,5.0239054940639295e-145
alpha,13.75,3.679944550030509e-73
beta,0.8,3.679944550030509e-73
expPragFlip,false,3.679944550030509e-73
alpha,13.75,1.04380140359642e-133
beta,0.8,1.04380140359642e-133
expPragFlip,true,1.04380140359642e-133
alpha,13.75,5.499576812755627e-65
beta,0.75,5.499576812755627e-65
expPragFlip,false,5.499576812755627e-65
alpha,13.75,9.095768987682292e-125
beta,0.75,9.095768987682292e-125
expPragFlip,true,9.095768987682292e-125
alpha,13.75,2.0916509666900395e-57
beta,0.7,2.0916509666900395e-57
expPragFlip,false,2.0916509666900395e-57
alpha,13.75,3.95742818598822e-121
beta,0.7,3.95742818598822e-121
expPragFlip,true,3.95742818598822e-121
alpha,13.75,2.2275307258712843e-50
beta,0.65,2.2275307258712843e-50
expPragFlip,false,2.2275307258712843e-50
alpha,13.75,3.052092426113147e-122
beta,0.65,3.052092426113147e-122
expPragFlip,true,3.052092426113147e-122
alpha,13.75,7.136909139735853e-44
beta,0.6,7.136909139735853e-44
expPragFlip,false,7.136909139735853e-44
alpha,13.75,1.0871603023372718e-125
beta,0.6,1.0871603023372718e-125
expPragFlip,true,1.0871603023372718e-125
alpha,13.75,7.191082139911586e-38
beta,0.55,7.191082139911586e-38
expPragFlip,false,7.191082139911586e-38
alpha,13.75,1.4168844490605758e-129
beta,0.55,1.4168844490605758e-129
expPragFlip,true,1.4168844490605758e-129
alpha,13.75,2.3093986918828673e-32
beta,0.5,2.3093986918828673e-32
expPragFlip,false,2.3093986918828673e-32
alpha,13.75,5.5199446939395955e-133
beta,0.5,5.5199446939395955e-133
expPragFlip,true,5.5199446939395955e-133
alpha,13.75,2.312117871670563e-27
beta,0.45,2.312117871670563e-27
expPragFlip,false,2.312117871670563e-27
alpha,13.75,6.104822951173134e-137
beta,0.45,6.104822951173134e-137
expPragFlip,true,6.104822951173134e-137
alpha,13.75,6.765846328256209e-23
beta,0.4,6.765846328256209e-23
expPragFlip,false,6.765846328256209e-23
alpha,13.75,7.498816348707251e-145
beta,0.4,7.498816348707251e-145
expPragFlip,true,7.498816348707251e-145
alpha,13.75,5.151695046581325e-19
beta,0.35,5.151695046581325e-19
expPragFlip,false,5.151695046581325e-19
alpha,13.75,1.1265049312075528e-155
beta,0.35,1.1265049312075528e-155
expPragFlip,true,1.1265049312075528e-155
alpha,13.75,8.527556395929213e-16
beta,0.3,8.527556395929213e-16
expPragFlip,false,8.527556395929213e-16
alpha,13.75,2.376427870254195e-165
beta,0.3,2.376427870254195e-165
expPragFlip,true,2.376427870254195e-165
alpha,13.75,2.3761570399816416e-13
beta,0.25,2.3761570399816416e-13
expPragFlip,false,2.3761570399816416e-13
alpha,13.75,1.3691514587494324e-172
beta,0.25,1.3691514587494324e-172
expPragFlip,true,1.3691514587494324e-172
alpha,13.75,7.925690721933924e-12
beta,0.2,7.925690721933924e-12
