parameter,value,MCMCprob
beta,0.5,1.795269982603991e-16
modelType,pragmatic,1.795269982603991e-16
alpha,8,1.907082419803699e-17
beta,0.4,1.907082419803699e-17
modelType,pragmatic,1.907082419803699e-17
alpha,8,1.0107389357890032e-21
beta,0.3,1.0107389357890032e-21
modelType,pragmatic,1.0107389357890032e-21
alpha,8,3.858014838327777e-28
beta,0.2,3.858014838327777e-28
modelType,pragmatic,3.858014838327777e-28
alpha,8,1.967412026703611e-35
beta,0.1,1.967412026703611e-35
modelType,pragmatic,1.967412026703611e-35
alpha,8,3.8682670235043335e-44
beta,0,3.8682670235043335e-44
modelType,pragmatic,3.8682670235043335e-44
alpha,7.75,3.290265056953202e-51
beta,1,3.290265056953202e-51
modelType,pragmatic,3.290265056953202e-51
alpha,7.75,2.4396787834662745e-37
beta,0.9,2.4396787834662745e-37
modelType,pragmatic,2.4396787834662745e-37
alpha,7.75,5.8784478670044296e-27
beta,0.8,5.8784478670044296e-27
modelType,pragmatic,5.8784478670044296e-27
alpha,7.75,1.252417148502031e-19
beta,0.7,1.252417148502031e-19
modelType,pragmatic,1.252417148502031e-19
alpha,7.75,3.6462928080967246e-15
beta,0.6,3.6462928080967246e-15
modelType,pragmatic,3.6462928080967246e-15
alpha,7.75,3.662181195432548e-13
beta,0.5,3.662181195432548e-13
modelType,pragmatic,3.662181195432548e-13
alpha,7.75,1.1267601586309525e-13
beta,0.4,1.1267601586309525e-13
modelType,pragmatic,1.1267601586309525e-13
alpha,7.75,2.556959086878043e-17
beta,0.3,2.556959086878043e-17
modelType,pragmatic,2.556959086878043e-17
alpha,7.75,3.3195575088319135e-23
beta,0.2,3.3195575088319135e-23
modelType,pragmatic,3.3195575088319135e-23
alpha,7.75,3.355906276342712e-30
beta,0.1,3.355906276342712e-30
modelType,pragmatic,3.355906276342712e-30
alpha,7.75,1.2007665607934729e-38
beta,0,1.2007665607934729e-38
modelType,pragmatic,1.2007665607934729e-38
alpha,7.5,3.1944372385612187e-48
beta,1,3.1944372385612187e-48
modelType,pragmatic,3.1944372385612187e-48
alpha,7.5,8.52229972415313e-35
beta,0.9,8.52229972415313e-35
modelType,pragmatic,8.52229972415313e-35
alpha,7.5,1.2588913459544291e-24
beta,0.8,1.2588913459544291e-24
modelType,pragmatic,1.2588913459544291e-24
alpha,7.5,2.7560222436726926e-17
beta,0.7,2.7560222436726926e-17
modelType,pragmatic,2.7560222436726926e-17
alpha,7.5,1.4348934190242892e-12
beta,0.6,1.4348934190242892e-12
modelType,pragmatic,1.4348934190242892e-12
alpha,7.5,3.4131206765607656e-10
beta,0.5,3.4131206765607656e-10
modelType,pragmatic,3.4131206765607656e-10
alpha,7.5,2.9512479268877296e-10
beta,0.4,2.9512479268877296e-10
modelType,pragmatic,2.9512479268877296e-10
alpha,7.5,2.7221549898169897e-13
beta,0.3,2.7221549898169897e-13
modelType,pragmatic,2.7221549898169897e-13
alpha,7.5,1.2261995115273886e-18
beta,0.2,1.2261995115273886e-18
modelType,pragmatic,1.2261995115273886e-18
alpha,7.5,2.6210983443236637e-25
beta,0.1,2.6210983443236637e-25
modelType,pragmatic,2.6210983443236637e-25
alpha,7.5,1.7271343596285765e-33
beta,0,1.7271343596285765e-33
modelType,pragmatic,1.7271343596285765e-33
alpha,7.25,1.3204500405091841e-45
beta,1,1.3204500405091841e-45
modelType,pragmatic,1.3204500405091841e-45
alpha,7.25,1.3114375943760027e-32
beta,0.9,1.3114375943760027e-32
modelType,pragmatic,1.3114375943760027e-32
alpha,7.25,1.2223646320273143e-22
beta,0.8,1.2223646320273143e-22
modelType,pragmatic,1.2223646320273143e-22
alpha,7.25,2.7427521116739158e-15
beta,0.7,2.7427521116739158e-15
modelType,pragmatic,2.7427521116739158e-15
alpha,7.25,2.407666666257598e-10
beta,0.6,2.407666666257598e-10
modelType,pragmatic,2.407666666257598e-10
alpha,7.25,1.2784607419508788e-7
beta,0.5,1.2784607419508788e-7
modelType,pragmatic,1.2784607419508788e-7
alpha,7.25,2.9775171372434806e-7
beta,0.4,2.9775171372434806e-7
modelType,pragmatic,2.9775171372434806e-7
alpha,7.25,1.0489733019416906e-9
beta,0.3,1.0489733019416906e-9
modelType,pragmatic,1.0489733019416906e-9
alpha,7.25,1.645196915373845e-14
beta,0.2,1.645196915373845e-14
modelType,pragmatic,1.645196915373845e-14
alpha,7.25,7.84069476260816e-21
beta,0.1,7.84069476260816e-21
modelType,pragmatic,7.84069476260816e-21
alpha,7.25,9.580162599180933e-29
beta,0,9.580162599180933e-29
modelType,pragmatic,9.580162599180933e-29
alpha,7,2.0821937033780855e-43
beta,1,2.0821937033780855e-43
modelType,pragmatic,2.0821937033780855e-43
alpha,7,7.922549720966613e-31
beta,0.9,7.922549720966613e-31
modelType,pragmatic,7.922549720966613e-31
alpha,7,4.7504015537290256e-21
beta,0.8,4.7504015537290256e-21
modelType,pragmatic,4.7504015537290256e-21
alpha,7,1.0793483007758721e-13
beta,0.7,1.0793483007758721e-13
modelType,pragmatic,1.0793483007758721e-13
alpha,7,1.495298092482214e-8
beta,0.6,1.495298092482214e-8
modelType,pragmatic,1.495298092482214e-8
alpha,7,0.000016495923969075903
beta,0.5,0.000016495923969075903
modelType,pragmatic,0.000016495923969075903
alpha,7,0.00009772087188932938
beta,0.4,0.00009772087188932938
modelType,pragmatic,0.00009772087188932938
alpha,7,0.000001220136913550506
beta,0.3,0.000001220136913550506
modelType,pragmatic,0.000001220136913550506
alpha,7,6.556452292616686e-11
beta,0.2,6.556452292616686e-11
modelType,pragmatic,6.556452292616686e-11
alpha,7,7.236757515306428e-17
beta,0.1,7.236757515306428e-17
modelType,pragmatic,7.236757515306428e-17
alpha,7,1.6413966655184603e-24
beta,0,1.6413966655184603e-24
modelType,pragmatic,1.6413966655184603e-24
alpha,6.75,1.1006876544361531e-41
beta,1,1.1006876544361531e-41
modelType,pragmatic,1.1006876544361531e-41
alpha,6.75,1.636405349000166e-29
beta,0.9,1.636405349000166e-29
modelType,pragmatic,1.636405349000166e-29
alpha,6.75,6.35532553790935e-20
beta,0.8,6.35532553790935e-20
modelType,pragmatic,6.35532553790935e-20
alpha,6.75,1.4274848182019309e-12
beta,0.7,1.4274848182019309e-12
modelType,pragmatic,1.4274848182019309e-12
alpha,6.75,2.895193087552818e-7
beta,0.6,2.895193087552818e-7
modelType,pragmatic,2.895193087552818e-7
alpha,6.75,0.0006089837396320312
beta,0.5,0.0006089837396320312
modelType,pragmatic,0.0006089837396320312
alpha,6.75,0.008516759265107157
beta,0.4,0.008516759265107157
modelType,pragmatic,0.008516759265107157
alpha,6.75,0.0003443709120763025
beta,0.3,0.0003443709120763025
modelType,pragmatic,0.0003443709120763025
alpha,6.75,6.098687714925814e-8
beta,0.2,6.098687714925814e-8
modelType,pragmatic,6.098687714925814e-8
alpha,6.75,1.589662012863813e-13
beta,0.1,1.589662012863813e-13
modelType,pragmatic,1.589662012863813e-13
alpha,6.75,6.657740863196853e-21
beta,0,6.657740863196853e-21
modelType,pragmatic,6.657740863196853e-21
alpha,6.5,1.67574807826701e-40
beta,1,1.67574807826701e-40
modelType,pragmatic,1.67574807826701e-40
alpha,6.5,9.799636772277404e-29
beta,0.9,9.799636772277404e-29
modelType,pragmatic,9.799636772277404e-29
alpha,6.5,2.4422098774018057e-19
beta,0.8,2.4422098774018057e-19
modelType,pragmatic,2.4422098774018057e-19
alpha,6.5,5.213990921667737e-12
beta,0.7,5.213990921667737e-12
modelType,pragmatic,5.213990921667737e-12
alpha,6.5,0.0000014198862440064695
beta,0.6,0.0000014198862440064695
modelType,pragmatic,0.0000014198862440064695
alpha,6.5,0.005145642085727982
beta,0.5,0.005145642085727982
modelType,pragmatic,0.005145642085727982
alpha,6.5,0.1545913940709682
beta,0.4,0.1545913940709682
modelType,pragmatic,0.1545913940709682
alpha,6.5,0.018161207025998383
beta,0.3,0.018161207025998383
modelType,pragmatic,0.018161207025998383
alpha,6.5,0.000009939482819227974
beta,0.2,0.000009939482819227974
modelType,pragmatic,0.000009939482819227974
alpha,6.5,6.10282192474547e-11
beta,0.1,6.10282192474547e-11
modelType,pragmatic,6.10282192474547e-11
alpha,6.5,4.663127279100772e-18
beta,0,4.663127279100772e-18
modelType,pragmatic,4.663127279100772e-18
alpha,6.25,6.147741969374857e-40
beta,1,6.147741969374857e-40
modelType,pragmatic,6.147741969374857e-40
alpha,6.25,1.3986838434424123e-28
beta,0.9,1.3986838434424123e-28
modelType,pragmatic,1.3986838434424123e-28
alpha,6.25,2.1710169750341454e-19
beta,0.8,2.1710169750341454e-19
modelType,pragmatic,2.1710169750341454e-19
alpha,6.25,4.15548174518611e-12
beta,0.7,4.15548174518611e-12
modelType,pragmatic,4.15548174518611e-12
alpha,6.25,0.0000013734430304264757
beta,0.6,0.0000013734430304264757
modelType,pragmatic,0.0000013734430304264757
alpha,6.25,0.007615552928660573
beta,0.5,0.007615552928660573
modelType,pragmatic,0.007615552928660573
alpha,6.25,0.4374926724648989
beta,0.4,0.4374926724648989
modelType,pragmatic,0.4374926724648989
alpha,6.25,0.13119172490081227
beta,0.3,0.13119172490081227
modelType,pragmatic,0.13119172490081227
alpha,6.25,0.00020237672771467757
beta,0.2,0.00020237672771467757
modelType,pragmatic,0.00020237672771467757
alpha,6.25,2.848281538902448e-9
beta,0.1,2.848281538902448e-9
modelType,pragmatic,2.848281538902448e-9
alpha,6.25,3.897075730973926e-16
beta,0,3.897075730973926e-16
modelType,pragmatic,3.897075730973926e-16
alpha,6,4.4073456301580605e-40
beta,1,4.4073456301580605e-40
modelType,pragmatic,4.4073456301580605e-40
alpha,6,3.7723235277794866e-29
beta,0.9,3.7723235277794866e-29
modelType,pragmatic,3.7723235277794866e-29
alpha,6,3.4514982591042256e-20
beta,0.8,3.4514982591042256e-20
modelType,pragmatic,3.4514982591042256e-20
alpha,6,5.455848204546029e-13
beta,0.7,5.455848204546029e-13
modelType,pragmatic,5.455848204546029e-13
alpha,6,1.9424795514755007e-7
beta,0.6,1.9424795514755007e-7
modelType,pragmatic,1.9424795514755007e-7
alpha,6,0.0014354413247276076
beta,0.5,0.0014354413247276076
modelType,pragmatic,0.0014354413247276076
alpha,6,0.1370538912850205
beta,0.4,0.1370538912850205
modelType,pragmatic,0.1370538912850205
alpha,6,0.09007161109579445
beta,0.3,0.09007161109579445
modelType,pragmatic,0.09007161109579445
alpha,6,0.00034705144466485997
beta,0.2,0.00034705144466485997
modelType,pragmatic,0.00034705144466485997
alpha,6,1.0612343580711142e-8
beta,0.1,1.0612343580711142e-8
modelType,pragmatic,1.0612343580711142e-8
alpha,6,2.537035991402145e-15
beta,0,2.537035991402145e-15
modelType,pragmatic,2.537035991402145e-15
alpha,5.75,4.824511574727756e-41
beta,1,4.824511574727756e-41
modelType,pragmatic,4.824511574727756e-41
alpha,5.75,1.4613526536377106e-30
beta,0.9,1.4613526536377106e-30
modelType,pragmatic,1.4613526536377106e-30
alpha,5.75,7.238303630420918e-22
beta,0.8,7.238303630420918e-22
modelType,pragmatic,7.238303630420918e-22
alpha,5.75,8.46087952640329e-15
beta,0.7,8.46087952640329e-15
modelType,pragmatic,8.46087952640329e-15
alpha,5.75,2.8168829240491687e-9
beta,0.6,2.8168829240491687e-9
modelType,pragmatic,2.8168829240491687e-9
alpha,5.75,0.000023653583132166427
beta,0.5,0.000023653583132166427
modelType,pragmatic,0.000023653583132166427
alpha,5.75,0.003182996545848538
beta,0.4,0.003182996545848538
modelType,pragmatic,0.003182996545848538
alpha,5.75,0.0038437838446835925
beta,0.3,0.0038437838446835925
modelType,pragmatic,0.0038437838446835925
alpha,5.75,0.000031869839066158245
beta,0.2,0.000031869839066158245
modelType,pragmatic,0.000031869839066158245
alpha,5.75,1.9555861901788746e-9
beta,0.1,1.9555861901788746e-9
modelType,pragmatic,1.9555861901788746e-9
alpha,5.75,7.939098043649674e-16
beta,0,7.939098043649674e-16
modelType,pragmatic,7.939098043649674e-16
alpha,5.5,6.026803973368958e-43
beta,1,6.026803973368958e-43
modelType,pragmatic,6.026803973368958e-43
alpha,5.5,5.8844071378390475e-33
beta,0.9,5.8844071378390475e-33
modelType,pragmatic,5.8844071378390475e-33
alpha,5.5,1.400074737178339e-24
beta,0.8,1.400074737178339e-24
modelType,pragmatic,1.400074737178339e-24
alpha,5.5,1.0491148649426932e-17
beta,0.7,1.0491148649426932e-17
modelType,pragmatic,1.0491148649426932e-17
alpha,5.5,2.763345290355648e-12
beta,0.6,2.763345290355648e-12
modelType,pragmatic,2.763345290355648e-12
alpha,5.5,2.1976017809120434e-8
beta,0.5,2.1976017809120434e-8
modelType,pragmatic,2.1976017809120434e-8
alpha,5.5,0.000003450000302754742
beta,0.4,0.000003450000302754742
modelType,pragmatic,0.000003450000302754742
alpha,5.5,0.0000062751875349060105
beta,0.3,0.0000062751875349060105
modelType,pragmatic,0.0000062751875349060105
alpha,5.5,9.405227054080796e-8
beta,0.2,9.405227054080796e-8
modelType,pragmatic,9.405227054080796e-8
alpha,5.5,1.0454682216764597e-11
beta,0.1,1.0454682216764597e-11
modelType,pragmatic,1.0454682216764597e-11
alpha,5.5,6.99993884085779e-18
beta,0,6.99993884085779e-18
modelType,pragmatic,6.99993884085779e-18
alpha,5.25,6.086459571724237e-46
beta,1,6.086459571724237e-46
modelType,pragmatic,6.086459571724237e-46
alpha,5.25,1.68361785990878e-36
beta,0.9,1.68361785990878e-36
modelType,pragmatic,1.68361785990878e-36
alpha,5.25,1.6447712833466374e-28
beta,0.8,1.6447712833466374e-28
modelType,pragmatic,1.6447712833466374e-28
alpha,5.25,6.614470292031818e-22
beta,0.7,6.614470292031818e-22
modelType,pragmatic,6.614470292031818e-22
alpha,5.25,1.1343541755470986e-16
beta,0.6,1.1343541755470986e-16
modelType,pragmatic,1.1343541755470986e-16
alpha,5.25,6.961171970775809e-13
beta,0.5,6.961171970775809e-13
modelType,pragmatic,6.961171970775809e-13
alpha,5.25,1.0327379675699137e-10
beta,0.4,1.0327379675699137e-10
modelType,pragmatic,1.0327379675699137e-10
alpha,5.25,2.2763614150262815e-10
beta,0.3,2.2763614150262815e-10
modelType,pragmatic,2.2763614150262815e-10
alpha,5.25,5.083340803053674e-12
beta,0.2,5.083340803053674e-12
modelType,pragmatic,5.083340803053674e-12
alpha,5.25,9.091595438646693e-16
beta,0.1,9.091595438646693e-16
modelType,pragmatic,9.091595438646693e-16
alpha,5.25,9.792847129713072e-22
beta,0,9.792847129713072e-22
modelType,pragmatic,9.792847129713072e-22
alpha,5,3.3005736210951335e-50
beta,1,3.3005736210951335e-50
modelType,pragmatic,3.3005736210951335e-50
alpha,5,2.1914382526381563e-41
beta,0.9,2.1914382526381563e-41
modelType,pragmatic,2.1914382526381563e-41
alpha,5,7.235714119132825e-34
beta,0.8,7.235714119132825e-34
modelType,pragmatic,7.235714119132825e-34
alpha,5,1.263090010507561e-27
beta,0.7,1.263090010507561e-27
modelType,pragmatic,1.263090010507561e-27
alpha,5,1.1299277363680212e-22
beta,0.6,1.1299277363680212e-22
modelType,pragmatic,1.1299277363680212e-22
alpha,5,4.2728757315633157e-19
beta,0.5,4.2728757315633157e-19
modelType,pragmatic,4.2728757315633157e-19
alpha,5,4.77471573438482e-17
beta,0.4,4.77471573438482e-17
modelType,pragmatic,4.77471573438482e-17
alpha,5,1.0147973166290501e-16
beta,0.3,1.0147973166290501e-16
modelType,pragmatic,1.0147973166290501e-16
alpha,5,2.758613727594471e-18
beta,0.2,2.758613727594471e-18
modelType,pragmatic,2.758613727594471e-18
alpha,5,7.012068275708059e-22
beta,0.1,7.012068275708059e-22
modelType,pragmatic,7.012068275708059e-22
alpha,5,1.1987386533866918e-27
beta,0,1.1987386533866918e-27
modelType,pragmatic,1.1987386533866918e-27
alpha,4.75,5.914176760294994e-56
beta,1,5.914176760294994e-56
modelType,pragmatic,5.914176760294994e-56
alpha,4.75,7.719605314364687e-48
beta,0.9,7.719605314364687e-48
modelType,pragmatic,7.719605314364687e-48
alpha,4.75,6.856353462213669e-41
beta,0.8,6.856353462213669e-41
modelType,pragmatic,6.856353462213669e-41
alpha,4.75,4.079336282937001e-35
beta,0.7,4.079336282937001e-35
modelType,pragmatic,4.079336282937001e-35
alpha,4.75,1.4923201072860951e-30
beta,0.6,1.4923201072860951e-30
modelType,pragmatic,1.4923201072860951e-30
alpha,4.75,2.7396371131272732e-27
beta,0.5,2.7396371131272732e-27
modelType,pragmatic,2.7396371131272732e-27
alpha,4.75,1.8254218341953602e-25
beta,0.4,1.8254218341953602e-25
modelType,pragmatic,1.8254218341953602e-25
alpha,4.75,2.979362705007472e-25
beta,0.3,2.979362705007472e-25
modelType,pragmatic,2.979362705007472e-25
alpha,4.75,8.105475058136954e-27
beta,0.2,8.105475058136954e-27
modelType,pragmatic,8.105475058136954e-27
alpha,4.75,2.6113909639909428e-30
beta,0.1,2.6113909639909428e-30
modelType,pragmatic,2.6113909639909428e-30
alpha,4.75,7.131130829580423e-36
beta,0,7.131130829580423e-36
modelType,pragmatic,7.131130829580423e-36
alpha,4.5,1.9761447206970553e-63
beta,1,1.9761447206970553e-63
modelType,pragmatic,1.9761447206970553e-63
alpha,4.5,4.0492366508850086e-56
beta,0.9,4.0492366508850086e-56
modelType,pragmatic,4.0492366508850086e-56
alpha,4.5,7.520669211443097e-50
beta,0.8,7.520669211443097e-50
modelType,pragmatic,7.520669211443097e-50
alpha,4.5,1.1754423788159346e-44
beta,0.7,1.1754423788159346e-44
modelType,pragmatic,1.1754423788159346e-44
alpha,4.5,1.363932643450674e-40
beta,0.6,1.363932643450674e-40
modelType,pragmatic,1.363932643450674e-40
alpha,4.5,9.560497375321319e-38
beta,0.5,9.560497375321319e-38
modelType,pragmatic,9.560497375321319e-38
alpha,4.5,3.0298595730577675e-36
beta,0.4,3.0298595730577675e-36
modelType,pragmatic,3.0298595730577675e-36
alpha,4.5,3.08000241293001e-36
beta,0.3,3.08000241293001e-36
modelType,pragmatic,3.08000241293001e-36
alpha,4.5,7.075336699680144e-38
beta,0.2,7.075336699680144e-38
modelType,pragmatic,7.075336699680144e-38
alpha,4.5,2.6499394403065023e-41
beta,0.1,2.6499394403065023e-41
modelType,pragmatic,2.6499394403065023e-41
alpha,4.5,1.1976659214348292e-46
beta,0,1.1976659214348292e-46
modelType,pragmatic,1.1976659214348292e-46
alpha,4.25,6.361407078053738e-73
beta,1,6.361407078053738e-73
modelType,pragmatic,6.361407078053738e-73
alpha,4.25,1.618237806674553e-66
beta,0.9,1.618237806674553e-66
modelType,pragmatic,1.618237806674553e-66
alpha,4.25,4.857957187621436e-61
beta,0.8,4.857957187621436e-61
modelType,pragmatic,4.857957187621436e-61
alpha,4.25,1.5373704339962167e-56
beta,0.7,1.5373704339962167e-56
modelType,pragmatic,1.5373704339962167e-56
alpha,4.25,4.42307368318616e-53
beta,0.6,4.42307368318616e-53
modelType,pragmatic,4.42307368318616e-53
alpha,4.25,9.470177990254362e-51
beta,0.5,9.470177990254362e-51
modelType,pragmatic,9.470177990254362e-51
alpha,4.25,1.1710964695576996e-49
beta,0.4,1.1710964695576996e-49
modelType,pragmatic,1.1710964695576996e-49
alpha,4.25,6.262085948898729e-50
beta,0.3,6.262085948898729e-50
modelType,pragmatic,6.262085948898729e-50
alpha,4.25,1.0761570866756706e-51
beta,0.2,1.0761570866756706e-51
modelType,pragmatic,1.0761570866756706e-51
alpha,4.25,4.505457077243693e-55
beta,0.1,4.505457077243693e-55
modelType,pragmatic,4.505457077243693e-55
alpha,4.25,3.620600402711072e-60
beta,0,3.620600402711072e-60
modelType,pragmatic,3.620600402711072e-60
alpha,4,9.5129342979268e-85
beta,1,9.5129342979268e-85
modelType,pragmatic,9.5129342979268e-85
alpha,4,2.4101296202409324e-79
beta,0.9,2.4101296202409324e-79
modelType,pragmatic,2.4101296202409324e-79
alpha,4,9.22793526323329e-75
beta,0.8,9.22793526323329e-75
modelType,pragmatic,9.22793526323329e-75
alpha,4,4.684037788959729e-71
beta,0.7,4.684037788959729e-71
modelType,pragmatic,4.684037788959729e-71
alpha,4,2.7040489293903505e-68
beta,0.6,2.7040489293903505e-68
modelType,pragmatic,2.7040489293903505e-68
alpha,4,1.4776636993088956e-66
beta,0.5,1.4776636993088956e-66
modelType,pragmatic,1.4776636993088956e-66
alpha,4,6.177388003317275e-66
beta,0.4,6.177388003317275e-66
modelType,pragmatic,6.177388003317275e-66
alpha,4,1.567617327260127e-66
beta,0.3,1.567617327260127e-66
modelType,pragmatic,1.567617327260127e-66
alpha,4,1.9174635809911483e-68
beta,0.2,1.9174635809911483e-68
modelType,pragmatic,1.9174635809911483e-68
alpha,4,9.185183725964327e-72
beta,0.1,9.185183725964327e-72
modelType,pragmatic,9.185183725964327e-72
alpha,4,1.4650620433373183e-76
beta,0,1.4650620433373183e-76
modelType,pragmatic,1.4650620433373183e-76
alpha,3.75,3.158437456456145e-99
beta,1,3.158437456456145e-99
modelType,pragmatic,3.158437456456145e-99
alpha,3.75,6.705538645380642e-95
beta,0.9,6.705538645380642e-95
modelType,pragmatic,6.705538645380642e-95
alpha,3.75,2.7334544287043284e-91
beta,0.8,2.7334544287043284e-91
modelType,pragmatic,2.7334544287043284e-91
alpha,3.75,1.878606152653552e-88
beta,0.7,1.878606152653552e-88
modelType,pragmatic,1.878606152653552e-88
alpha,3.75,1.8887499881723487e-86
beta,0.6,1.8887499881723487e-86
modelType,pragmatic,1.8887499881723487e-86
alpha,3.75,2.3767383471355796e-85
beta,0.5,2.3767383471355796e-85
modelType,pragmatic,2.3767383471355796e-85
alpha,3.75,3.1661038933902213e-85
beta,0.4,3.1661038933902213e-85
modelType,pragmatic,3.1661038933902213e-85
alpha,3.75,3.764127005689072e-86
beta,0.3,3.764127005689072e-86
modelType,pragmatic,3.764127005689072e-86
alpha,3.75,3.401013531405613e-88
beta,0.2,3.401013531405613e-88
modelType,pragmatic,3.401013531405613e-88
alpha,3.75,2.042396308912589e-91
beta,0.1,2.042396308912589e-91
modelType,pragmatic,2.042396308912589e-91
alpha,3.75,7.455893358199113e-96
beta,0,7.455893358199113e-96
modelType,pragmatic,7.455893358199113e-96
alpha,3.5,1.2532532137368673e-116
beta,1,1.2532532137368673e-116
modelType,pragmatic,1.2532532137368673e-116
alpha,3.5,2.053820566551046e-113
beta,0.9,2.053820566551046e-113
modelType,pragmatic,2.053820566551046e-113
alpha,3.5,8.22544491094999e-111
beta,0.8,8.22544491094999e-111
modelType,pragmatic,8.22544491094999e-111
alpha,3.5,7.18956226044591e-109
beta,0.7,7.18956226044591e-109
modelType,pragmatic,7.18956226044591e-109
alpha,3.5,1.2201635025654698e-107
beta,0.6,1.2201635025654698e-107
modelType,pragmatic,1.2201635025654698e-107
alpha,3.5,3.566757317811848e-107
beta,0.5,3.566757317811848e-107
modelType,pragmatic,3.566757317811848e-107
alpha,3.5,1.5939225711227796e-107
beta,0.4,1.5939225711227796e-107
modelType,pragmatic,1.5939225711227796e-107
alpha,3.5,9.730951740574348e-109
beta,0.3,9.730951740574348e-109
modelType,pragmatic,9.730951740574348e-109
alpha,3.5,7.367551945699515e-111
beta,0.2,7.367551945699515e-111
modelType,pragmatic,7.367551945699515e-111
alpha,3.5,6.4487346462934265e-114
beta,0.1,6.4487346462934265e-114
