parameter,value,MCMCprob
alpha,9.1,2.0874176170421977e-24
beta,1,2.0874176170421977e-24
modelType,pragmatic,2.0874176170421977e-24
alpha,9.1,2.315515614285825e-9
beta,0.75,2.315515614285825e-9
modelType,pragmatic,2.315515614285825e-9
alpha,9.1,0.0037631858400068562
beta,0.5,0.0037631858400068562
modelType,pragmatic,0.0037631858400068562
alpha,9.1,1.4687197935055967e-7
beta,0.25,1.4687197935055967e-7
modelType,pragmatic,1.4687197935055967e-7
alpha,9.1,2.513307181929936e-24
beta,0,2.513307181929936e-24
modelType,pragmatic,2.513307181929936e-24
alpha,9,5.588698317171215e-24
beta,1,5.588698317171215e-24
modelType,pragmatic,5.588698317171215e-24
alpha,9,4.762396981694003e-9
beta,0.75,4.762396981694003e-9
modelType,pragmatic,4.762396981694003e-9
alpha,9,0.006593708544403638
beta,0.5,0.006593708544403638
modelType,pragmatic,0.006593708544403638
alpha,9,2.500474918393906e-7
beta,0.25,2.500474918393906e-7
modelType,pragmatic,2.500474918393906e-7
alpha,9,4.794543427013044e-24
beta,0,4.794543427013044e-24
modelType,pragmatic,4.794543427013044e-24
alpha,8.9,1.4454746842404207e-23
beta,1,1.4454746842404207e-23
modelType,pragmatic,1.4454746842404207e-23
alpha,8.9,9.406386005430072e-9
beta,0.75,9.406386005430072e-9
modelType,pragmatic,9.406386005430072e-9
alpha,8.9,0.01102474733946029
beta,0.5,0.01102474733946029
modelType,pragmatic,0.01102474733946029
alpha,8.9,4.0413057324602116e-7
beta,0.25,4.0413057324602116e-7
modelType,pragmatic,4.0413057324602116e-7
alpha,8.9,8.668203377406225e-24
beta,0,8.668203377406225e-24
modelType,pragmatic,8.668203377406225e-24
alpha,8.8,3.60766265951299e-23
beta,1,3.60766265951299e-23
modelType,pragmatic,3.60766265951299e-23
alpha,8.8,1.78163128803934e-8
beta,0.75,1.78163128803934e-8
modelType,pragmatic,1.78163128803934e-8
alpha,8.8,0.017561863535175925
beta,0.5,0.017561863535175925
modelType,pragmatic,0.017561863535175925
alpha,8.8,6.190350537042803e-7
beta,0.25,6.190350537042803e-7
modelType,pragmatic,6.190350537042803e-7
alpha,8.8,1.482856182641445e-23
beta,0,1.482856182641445e-23
modelType,pragmatic,1.482856182641445e-23
alpha,8.7,8.678553575754877e-23
beta,1,8.678553575754877e-23
modelType,pragmatic,8.678553575754877e-23
alpha,8.7,3.231155574257927e-8
beta,0.75,3.231155574257927e-8
modelType,pragmatic,3.231155574257927e-8
alpha,8.7,0.026607335999569347
beta,0.5,0.026607335999569347
modelType,pragmatic,0.026607335999569347
alpha,8.7,8.971213595625123e-7
beta,0.25,8.971213595625123e-7
modelType,pragmatic,8.971213595625123e-7
alpha,8.7,2.3962762441032405e-23
beta,0,2.3962762441032405e-23
modelType,pragmatic,2.3962762441032405e-23
alpha,8.6,2.0097234738048115e-22
beta,1,2.0097234738048115e-22
modelType,pragmatic,2.0097234738048115e-22
alpha,8.6,5.602174095228945e-8
beta,0.75,5.602174095228945e-8
modelType,pragmatic,5.602174095228945e-8
alpha,8.6,0.038272985130980146
beta,0.5,0.038272985130980146
modelType,pragmatic,0.038272985130980146
alpha,8.6,0.0000012278494950650127
beta,0.25,0.0000012278494950650127
modelType,pragmatic,0.0000012278494950650127
alpha,8.6,3.651677999559743e-23
beta,0,3.651677999559743e-23
modelType,pragmatic,3.651677999559743e-23
alpha,8.5,4.474279740470598e-22
beta,1,4.474279740470598e-22
modelType,pragmatic,4.474279740470598e-22
alpha,8.5,9.270259850315765e-8
beta,0.75,9.270259850315765e-8
modelType,pragmatic,9.270259850315765e-8
alpha,8.5,0.05217206616267584
beta,0.5,0.05217206616267584
modelType,pragmatic,0.05217206616267584
alpha,8.5,0.0000015840832404699817
beta,0.25,0.0000015840832404699817
modelType,pragmatic,0.0000015840832404699817
alpha,8.5,5.2382193121957697e-23
beta,0,5.2382193121957697e-23
modelType,pragmatic,5.2382193121957697e-23
alpha,8.4,9.563226380082748e-22
beta,1,9.563226380082748e-22
modelType,pragmatic,9.563226380082748e-22
alpha,8.4,1.46151518937215e-7
beta,0.75,1.46151518937215e-7
modelType,pragmatic,1.46151518937215e-7
alpha,8.4,0.06726575349663717
beta,0.5,0.06726575349663717
modelType,pragmatic,0.06726575349663717
alpha,8.4,0.0000019226215631697467
beta,0.25,0.0000019226215631697467
modelType,pragmatic,0.0000019226215631697467
alpha,8.4,7.059829571939516e-23
beta,0,7.059829571939516e-23
modelType,pragmatic,7.059829571939516e-23
alpha,8.3,1.9594775195577095e-21
beta,1,1.9594775195577095e-21
modelType,pragmatic,1.9594775195577095e-21
alpha,8.3,2.191236912719952e-7
beta,0.75,2.191236912719952e-7
modelType,pragmatic,2.191236912719952e-7
alpha,8.3,0.08186044145702041
beta,0.5,0.08186044145702041
modelType,pragmatic,0.08186044145702041
alpha,8.3,0.0000021907719269376226
beta,0.25,0.0000021907719269376226
modelType,pragmatic,0.0000021907719269376226
alpha,8.3,8.922186707268907e-23
beta,0,8.922186707268907e-23
modelType,pragmatic,8.922186707268907e-23
alpha,8.2,3.842829951651487e-21
beta,1,3.842829951651487e-21
modelType,pragmatic,3.842829951651487e-21
alpha,8.2,3.11820234573095e-7
beta,0.75,3.11820234573095e-7
modelType,pragmatic,3.11820234573095e-7
alpha,8.2,0.09383125715489717
beta,0.5,0.09383125715489717
modelType,pragmatic,0.09383125715489717
alpha,8.2,0.0000023385707912775646
beta,0.25,0.0000023385707912775646
modelType,pragmatic,0.0000023385707912775646
alpha,8.2,1.0551714911034594e-22
beta,0,1.0551714911034594e-22
modelType,pragmatic,1.0551714911034594e-22
alpha,8.1,7.201361991850353e-21
beta,1,7.201361991850353e-21
modelType,pragmatic,7.201361991850353e-21
alpha,8.1,4.2029599599493724e-7
beta,0.75,4.2029599599493724e-7
modelType,pragmatic,4.2029599599493724e-7
alpha,8.1,0.10107320311156345
beta,0.5,0.10107320311156345
modelType,pragmatic,0.10107320311156345
alpha,8.1,0.0000023333031636197993
beta,0.25,0.0000023333031636197993
modelType,pragmatic,0.0000023333031636197993
alpha,8.1,1.1652405496361004e-22
beta,0,1.1652405496361004e-22
modelType,pragmatic,1.1652405496361004e-22
alpha,8,1.2872463988011e-20
beta,1,1.2872463988011e-20
modelType,pragmatic,1.2872463988011e-20
alpha,8,5.354246537870327e-7
beta,0.75,5.354246537870327e-7
modelType,pragmatic,5.354246537870327e-7
alpha,8,0.10207284616190034
beta,0.5,0.10207284616190034
modelType,pragmatic,0.10207284616190034
alpha,8,0.000002170840866076759
beta,0.25,0.000002170840866076759
modelType,pragmatic,0.000002170840866076759
alpha,8,1.1988642478558914e-22
beta,0,1.1988642478558914e-22
modelType,pragmatic,1.1988642478558914e-22
alpha,7.9,2.1906483858452197e-20
beta,1,2.1906483858452197e-20
modelType,pragmatic,2.1906483858452197e-20
alpha,7.9,6.431836766501467e-7
beta,0.75,6.431836766501467e-7
modelType,pragmatic,6.431836766501467e-7
alpha,7.9,0.09640201159730329
beta,0.5,0.09640201159730329
modelType,pragmatic,0.09640201159730329
alpha,7.9,0.0000018786152189630032
beta,0.25,0.0000018786152189630032
modelType,pragmatic,0.0000018786152189630032
alpha,7.9,1.1464600050356316e-22
beta,0,1.1464600050356316e-22
modelType,pragmatic,1.1464600050356316e-22
alpha,7.8,3.542199376139108e-20
beta,1,3.542199376139108e-20
modelType,pragmatic,3.542199376139108e-20
alpha,7.8,7.267877196128437e-7
beta,0.75,7.267877196128437e-7
modelType,pragmatic,7.267877196128437e-7
alpha,7.8,0.08492213469394669
beta,0.5,0.08492213469394669
modelType,pragmatic,0.08492213469394669
alpha,7.8,0.0000015082093102628857
beta,0.25,0.0000015082093102628857
modelType,pragmatic,0.0000015082093102628857
alpha,7.8,1.0164889652339912e-22
beta,0,1.0164889652339912e-22
modelType,pragmatic,1.0164889652339912e-22
alpha,7.7,5.430355291202651e-20
beta,1,5.430355291202651e-20
modelType,pragmatic,5.430355291202651e-20
alpha,7.7,7.705393251609596e-7
beta,0.75,7.705393251609596e-7
modelType,pragmatic,7.705393251609596e-7
alpha,7.7,0.06958390084641101
beta,0.5,0.06958390084641101
modelType,pragmatic,0.06958390084641101
alpha,7.7,0.000001120211321938187
beta,0.25,0.000001120211321938187
modelType,pragmatic,0.000001120211321938187
alpha,7.7,8.334227292045736e-23
beta,0,8.334227292045736e-23
modelType,pragmatic,8.334227292045736e-23
alpha,7.6,7.874788377586805e-20
beta,1,7.874788377586805e-20
modelType,pragmatic,7.874788377586805e-20
alpha,7.6,7.643754651105943e-7
beta,0.75,7.643754651105943e-7
modelType,pragmatic,7.643754651105943e-7
alpha,7.6,0.05287810265115936
beta,0.5,0.05287810265115936
modelType,pragmatic,0.05287810265115936
alpha,7.6,7.675178006366223e-7
beta,0.25,7.675178006366223e-7
modelType,pragmatic,7.675178006366223e-7
alpha,7.6,6.30158996550288e-23
beta,0,6.30158996550288e-23
modelType,pragmatic,6.30158996550288e-23
alpha,7.5,1.0775428194831505e-19
beta,1,1.0775428194831505e-19
modelType,pragmatic,1.0775428194831505e-19
alpha,7.5,7.074229800345866e-7
beta,0.75,7.074229800345866e-7
modelType,pragmatic,7.074229800345866e-7
alpha,7.5,0.03715138977350849
beta,0.5,0.03715138977350849
modelType,pragmatic,0.03715138977350849
alpha,7.5,4.836068781181236e-7
beta,0.25,4.836068781181236e-7
modelType,pragmatic,4.836068781181236e-7
alpha,7.5,4.3812143127979074e-23
beta,0,4.3812143127979074e-23
modelType,pragmatic,4.3812143127979074e-23
alpha,7.4,1.3876103163911358e-19
beta,1,1.3876103163911358e-19
modelType,pragmatic,1.3876103163911358e-19
alpha,7.4,6.089302452172503e-7
beta,0.75,6.089302452172503e-7
modelType,pragmatic,6.089302452172503e-7
alpha,7.4,0.02405360414103145
beta,0.5,0.02405360414103145
modelType,pragmatic,0.02405360414103145
alpha,7.4,2.7931957349231194e-7
beta,0.25,2.7931957349231194e-7
modelType,pragmatic,2.7931957349231194e-7
alpha,7.4,2.7923162878074215e-23
beta,0,2.7923162878074215e-23
modelType,pragmatic,2.7923162878074215e-23
alpha,7.3,1.6768952449106185e-19
beta,1,1.6768952449106185e-19
modelType,pragmatic,1.6768952449106185e-19
alpha,7.3,4.858926796097863e-7
beta,0.75,4.858926796097863e-7
modelType,pragmatic,4.858926796097863e-7
alpha,7.3,0.014301428852395631
beta,0.5,0.014301428852395631
modelType,pragmatic,0.014301428852395631
alpha,7.3,1.47374467626357e-7
beta,0.25,1.47374467626357e-7
modelType,pragmatic,1.47374467626357e-7
alpha,7.3,1.6261082971581725e-23
beta,0,1.6261082971581725e-23
modelType,pragmatic,1.6261082971581725e-23
alpha,7.2,1.8959459412709586e-19
beta,1,1.8959459412709586e-19
modelType,pragmatic,1.8959459412709586e-19
alpha,7.2,3.581556119680261e-7
beta,0.75,3.581556119680261e-7
modelType,pragmatic,3.581556119680261e-7
alpha,7.2,0.007779803336667063
beta,0.5,0.007779803336667063
modelType,pragmatic,0.007779803336667063
alpha,7.2,7.077387462412429e-8
beta,0.25,7.077387462412429e-8
modelType,pragmatic,7.077387462412429e-8
alpha,7.2,8.622918349101127e-24
beta,0,8.622918349101127e-24
modelType,pragmatic,8.622918349101127e-24
alpha,7.1,1.998956733285668e-19
beta,1,1.998956733285668e-19
modelType,pragmatic,1.998956733285668e-19
alpha,7.1,2.4295933804173134e-7
beta,0.75,2.4295933804173134e-7
modelType,pragmatic,2.4295933804173134e-7
alpha,7.1,0.0038569427134207144
beta,0.5,0.0038569427134207144
modelType,pragmatic,0.0038569427134207144
alpha,7.1,3.081587851997829e-8
beta,0.25,3.081587851997829e-8
modelType,pragmatic,3.081587851997829e-8
alpha,7.1,4.148520438675512e-24
beta,0,4.148520438675512e-24
modelType,pragmatic,4.148520438675512e-24
alpha,7,1.9584138637743038e-19
beta,1,1.9584138637743038e-19
modelType,pragmatic,1.9584138637743038e-19
alpha,7,1.5107289639720259e-7
beta,0.75,1.5107289639720259e-7
modelType,pragmatic,1.5107289639720259e-7
alpha,7,0.0017353608897576667
beta,0.5,0.0017353608897576667
modelType,pragmatic,0.0017353608897576667
alpha,7,1.2115539610825597e-8
beta,0.25,1.2115539610825597e-8
modelType,pragmatic,1.2115539610825597e-8
alpha,7,1.8037718271611943e-24
beta,0,1.8037718271611943e-24
modelType,pragmatic,1.8037718271611943e-24
alpha,6.9,1.776133525220943e-19
beta,1,1.776133525220943e-19
modelType,pragmatic,1.776133525220943e-19
alpha,6.9,8.573743995044404e-8
beta,0.75,8.573743995044404e-8
modelType,pragmatic,8.573743995044404e-8
alpha,6.9,0.000705467430262572
beta,0.5,0.000705467430262572
modelType,pragmatic,0.000705467430262572
alpha,6.9,4.282317794046648e-9
beta,0.25,4.282317794046648e-9
modelType,pragmatic,4.282317794046648e-9
alpha,6.9,7.058736144484062e-25
beta,0,7.058736144484062e-25
modelType,pragmatic,7.058736144484062e-25
alpha,6.8,1.485019813893625e-19
beta,1,1.485019813893625e-19
modelType,pragmatic,1.485019813893625e-19
alpha,6.8,4.42072881774836e-8
beta,0.75,4.42072881774836e-8
modelType,pragmatic,4.42072881774836e-8
alpha,6.8,0.0002578960511930534
beta,0.5,0.0002578960511930534
modelType,pragmatic,0.0002578960511930534
alpha,6.8,1.3544395392689067e-9
beta,0.25,1.3544395392689067e-9
modelType,pragmatic,1.3544395392689067e-9
alpha,6.8,2.475253015804173e-25
beta,0,2.475253015804173e-25
modelType,pragmatic,2.475253015804173e-25
alpha,6.7,1.13958457100812e-19
beta,1,1.13958457100812e-19
modelType,pragmatic,1.13958457100812e-19
alpha,6.7,2.0607338551764752e-8
beta,0.75,2.0607338551764752e-8
modelType,pragmatic,2.0607338551764752e-8
alpha,6.7,0.00008435156794936707
beta,0.5,0.00008435156794936707
modelType,pragmatic,0.00008435156794936707
alpha,6.7,3.814396665740258e-10
beta,0.25,3.814396665740258e-10
modelType,pragmatic,3.814396665740258e-10
alpha,6.7,7.741445862158928e-26
beta,0,7.741445862158928e-26
modelType,pragmatic,7.741445862158928e-26
alpha,6.6,7.987924524062857e-20
beta,1,7.987924524062857e-20
modelType,pragmatic,7.987924524062857e-20
alpha,6.6,8.639007927498134e-9
beta,0.75,8.639007927498134e-9
modelType,pragmatic,8.639007927498134e-9
alpha,6.6,0.000024551058965451106
beta,0.5,0.000024551058965451106
modelType,pragmatic,0.000024551058965451106
alpha,6.6,9.514160370289306e-11
beta,0.25,9.514160370289306e-11
modelType,pragmatic,9.514160370289306e-11
alpha,6.6,2.1486099935879236e-26
beta,0,2.1486099935879236e-26
modelType,pragmatic,2.1486099935879236e-26
alpha,6.5,5.087895910631369e-20
beta,1,5.087895910631369e-20
modelType,pragmatic,5.087895910631369e-20
alpha,6.5,3.238612083210544e-9
beta,0.75,3.238612083210544e-9
modelType,pragmatic,3.238612083210544e-9
alpha,6.5,0.000006322046759588911
beta,0.5,0.000006322046759588911
modelType,pragmatic,0.000006322046759588911
alpha,6.5,2.0898969997964758e-11
beta,0.25,2.0898969997964758e-11
modelType,pragmatic,2.0898969997964758e-11
alpha,6.5,5.263775094076121e-27
beta,0,5.263775094076121e-27
modelType,pragmatic,5.263775094076121e-27
alpha,6.4,2.9282978128522036e-20
beta,1,2.9282978128522036e-20
modelType,pragmatic,2.9282978128522036e-20
alpha,6.4,1.0790973600246179e-9
beta,0.75,1.0790973600246179e-9
modelType,pragmatic,1.0790973600246179e-9
alpha,6.4,0.0000014313842513113571
beta,0.5,0.0000014313842513113571
modelType,pragmatic,0.0000014313842513113571
alpha,6.4,4.018318114213285e-12
beta,0.25,4.018318114213285e-12
modelType,pragmatic,4.018318114213285e-12
alpha,6.4,1.1317398480818946e-27
beta,0,1.1317398480818946e-27
modelType,pragmatic,1.1317398480818946e-27
alpha,6.3,1.5136139399871204e-20
beta,1,1.5136139399871204e-20
modelType,pragmatic,1.5136139399871204e-20
alpha,6.3,3.1748256526099205e-10
beta,0.75,3.1748256526099205e-10
modelType,pragmatic,3.1748256526099205e-10
alpha,6.3,2.830536433958632e-7
beta,0.5,2.830536433958632e-7
modelType,pragmatic,2.830536433958632e-7
alpha,6.3,6.718798827604398e-13
beta,0.25,6.718798827604398e-13
modelType,pragmatic,6.718798827604398e-13
alpha,6.3,2.122412154969759e-28
beta,0,2.122412154969759e-28
modelType,pragmatic,2.122412154969759e-28
alpha,6.2,6.980113899221656e-21
beta,1,6.980113899221656e-21
modelType,pragmatic,6.980113899221656e-21
alpha,6.2,8.189667928248581e-11
beta,0.75,8.189667928248581e-11
modelType,pragmatic,8.189667928248581e-11
alpha,6.2,4.8538044021227825e-8
beta,0.5,4.8538044021227825e-8
modelType,pragmatic,4.8538044021227825e-8
alpha,6.2,9.701071967289098e-14
beta,0.25,9.701071967289098e-14
modelType,pragmatic,9.701071967289098e-14
alpha,6.2,3.448842387745449e-29
beta,0,3.448842387745449e-29
modelType,pragmatic,3.448842387745449e-29
alpha,6.1,2.8512489124769468e-21
beta,1,2.8512489124769468e-21
modelType,pragmatic,2.8512489124769468e-21
alpha,6.1,1.8381785823925933e-11
beta,0.75,1.8381785823925933e-11
modelType,pragmatic,1.8381785823925933e-11
alpha,6.1,7.162225775102223e-9
beta,0.5,7.162225775102223e-9
modelType,pragmatic,7.162225775102223e-9
alpha,6.1,1.2004724276267605e-14
beta,0.25,1.2004724276267605e-14
modelType,pragmatic,1.2004724276267605e-14
alpha,6.1,4.821569947884771e-30
beta,0,4.821569947884771e-30
modelType,pragmatic,4.821569947884771e-30
alpha,6,1.023623359537781e-21
beta,1,1.023623359537781e-21
modelType,pragmatic,1.023623359537781e-21
alpha,6,3.560473566875052e-12
beta,0.75,3.560473566875052e-12
modelType,pragmatic,3.560473566875052e-12
alpha,6,9.019024674313403e-10
beta,0.5,9.019024674313403e-10
modelType,pragmatic,9.019024674313403e-10
alpha,6,1.2628808371908444e-15
beta,0.25,1.2628808371908444e-15
modelType,pragmatic,1.2628808371908444e-15
alpha,6,5.755071951284423e-31
beta,0,5.755071951284423e-31
modelType,pragmatic,5.755071951284423e-31
