parameter,value,MCMCprob
beta,0,-229.62474871882517
modelType,pragmatic,-229.62474871882517
alpha,3.7,-244.87136319478893
beta,0,-244.87136319478893
modelType,explicit,-244.87136319478893
alpha,3.7,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,3.6,-250.92690119539654
beta,1,-250.92690119539654
modelType,pragmatic,-250.92690119539654
alpha,3.6,-250.38733439803943
beta,1,-250.38733439803943
modelType,explicit,-250.38733439803943
alpha,3.6,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,3.6,-242.4985645109071
beta,0.9,-242.4985645109071
modelType,pragmatic,-242.4985645109071
alpha,3.6,-242.45086756483232
beta,0.9,-242.45086756483232
modelType,explicit,-242.45086756483232
alpha,3.6,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,3.6,-235.57652947407547
beta,0.8,-235.57652947407547
modelType,pragmatic,-235.57652947407547
alpha,3.6,-236.1634643898422
beta,0.8,-236.1634643898422
modelType,explicit,-236.1634643898422
alpha,3.6,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,3.6,-230.28230291229167
beta,0.7,-230.28230291229167
modelType,pragmatic,-230.28230291229167
alpha,3.6,-231.6070082862787
beta,0.7,-231.6070082862787
modelType,explicit,-231.6070082862787
alpha,3.6,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,3.6,-226.74412433707465
beta,0.6,-226.74412433707465
modelType,pragmatic,-226.74412433707465
alpha,3.6,-228.86258615979096
beta,0.6,-228.86258615979096
modelType,explicit,-228.86258615979096
alpha,3.6,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,3.6,-225.097026377717
beta,0.5,-225.097026377717
modelType,pragmatic,-225.097026377717
alpha,3.6,-228.00916178707618
beta,0.5,-228.00916178707618
modelType,explicit,-228.00916178707618
alpha,3.6,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,3.6,-225.4795877506717
beta,0.4,-225.4795877506717
modelType,pragmatic,-225.4795877506717
alpha,3.6,-229.1219453449663
beta,0.4,-229.1219453449663
modelType,explicit,-229.1219453449663
alpha,3.6,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,3.6,-228.02688838825696
beta,0.3,-228.02688838825696
modelType,pragmatic,-228.02688838825696
alpha,3.6,-232.27049282073958
beta,0.3,-232.27049282073958
modelType,explicit,-232.27049282073958
alpha,3.6,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,3.6,-232.85995092514116
beta,0.2,-232.85995092514116
modelType,pragmatic,-232.85995092514116
alpha,3.6,-237.51662997127806
beta,0.2,-237.51662997127806
modelType,explicit,-237.51662997127806
alpha,3.6,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,3.6,-240.07266383035093
beta,0.1,-240.07266383035093
modelType,pragmatic,-240.07266383035093
alpha,3.6,-244.912351325237
beta,0.1,-244.912351325237
modelType,explicit,-244.912351325237
alpha,3.6,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,3.6,-249.71757975669954
beta,0,-249.71757975669954
modelType,pragmatic,-249.71757975669954
alpha,3.6,-254.49787771891246
beta,0,-254.49787771891246
modelType,explicit,-254.49787771891246
alpha,3.6,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,3.5,-267.7905270103417
beta,1,-267.7905270103417
modelType,pragmatic,-267.7905270103417
alpha,3.5,-257.694734442099
beta,1,-257.694734442099
modelType,explicit,-257.694734442099
alpha,3.5,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,3.5,-260.3888127232065
beta,0.9,-260.3888127232065
modelType,pragmatic,-260.3888127232065
alpha,3.5,-250.4459577303109
beta,0.9,-250.4459577303109
modelType,explicit,-250.4459577303109
alpha,3.5,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,3.5,-254.39611189914666
beta,0.8,-254.39611189914666
modelType,pragmatic,-254.39611189914666
alpha,3.5,-244.7760020112566
beta,0.8,-244.7760020112566
modelType,explicit,-244.7760020112566
alpha,3.5,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,3.5,-249.92554381270253
beta,0.7,-249.92554381270253
modelType,pragmatic,-249.92554381270253
alpha,3.5,-240.75961090122595
beta,0.7,-240.75961090122595
modelType,explicit,-240.75961090122595
alpha,3.5,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,3.5,-247.09401904661382
beta,0.6,-247.09401904661382
modelType,pragmatic,-247.09401904661382
alpha,3.5,-238.4702194683943
beta,0.6,-238.4702194683943
modelType,explicit,-238.4702194683943
alpha,3.5,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,3.5,-246.0213470461901
beta,0.5,-246.0213470461901
modelType,pragmatic,-246.0213470461901
alpha,3.5,-237.97874979594457
beta,0.5,-237.97874979594457
modelType,explicit,-237.97874979594457
alpha,3.5,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,3.5,-246.8268059108928
beta,0.4,-246.8268059108928
modelType,pragmatic,-246.8268059108928
alpha,3.5,-239.35218334141365
beta,0.4,-239.35218334141365
modelType,explicit,-239.35218334141365
alpha,3.5,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,3.5,-249.62286239438532
beta,0.3,-249.62286239438532
modelType,pragmatic,-249.62286239438532
alpha,3.5,-242.65194430113146
beta,0.3,-242.65194430113146
modelType,explicit,-242.65194430113146
alpha,3.5,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,3.5,-254.50625880059224
beta,0.2,-254.50625880059224
modelType,pragmatic,-254.50625880059224
alpha,3.5,-247.93217171422776
beta,0.2,-247.93217171422776
modelType,explicit,-247.93217171422776
alpha,3.5,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,3.5,-261.54721563314115
beta,0.1,-261.54721563314115
modelType,pragmatic,-261.54721563314115
alpha,3.5,-255.23799666369752
beta,0.1,-255.23799666369752
modelType,explicit,-255.23799666369752
alpha,3.5,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,3.5,-270.7778929895921
beta,0,-270.7778929895921
modelType,pragmatic,-270.7778929895921
alpha,3.5,-264.60396271256104
beta,0,-264.60396271256104
modelType,explicit,-264.60396271256104
alpha,3.5,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,3.4,-285.7826503451999
beta,1,-285.7826503451999
modelType,pragmatic,-285.7826503451999
alpha,3.4,-265.5764143624767
beta,1,-265.5764143624767
modelType,explicit,-265.5764143624767
alpha,3.4,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,3.4,-279.39884980479434
beta,0.9,-279.39884980479434
modelType,pragmatic,-279.39884980479434
alpha,3.4,-259.0167398401652
beta,0.9,-259.0167398401652
modelType,explicit,-259.0167398401652
alpha,3.4,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,3.4,-274.3251909638514
beta,0.8,-274.3251909638514
modelType,pragmatic,-274.3251909638514
alpha,3.4,-253.96314122918483
beta,0.8,-253.96314122918483
modelType,explicit,-253.96314122918483
alpha,3.4,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,3.4,-270.6646893696458
beta,0.7,-270.6646893696458
modelType,pragmatic,-270.6646893696458
alpha,3.4,-250.48325496693673
beta,0.7,-250.48325496693673
modelType,explicit,-250.48325496693673
alpha,3.4,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,3.4,-268.5216384328481
beta,0.6,-268.5216384328481
modelType,pragmatic,-268.5216384328481
alpha,3.4,-248.64301987889638
beta,0.6,-248.64301987889638
modelType,explicit,-248.64301987889638
alpha,3.4,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,3.4,-268.0000986835875
beta,0.5,-268.0000986835875
modelType,pragmatic,-268.0000986835875
alpha,3.4,-248.5056042668202
beta,0.5,-248.5056042668202
modelType,explicit,-248.5056042668202
alpha,3.4,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,3.4,-269.2004802588138
beta,0.4,-269.2004802588138
modelType,pragmatic,-269.2004802588138
alpha,3.4,-250.13017424573883
beta,0.4,-250.13017424573883
modelType,explicit,-250.13017424573883
alpha,3.4,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,3.4,-272.21404816008277
beta,0.3,-272.21404816008277
modelType,pragmatic,-272.21404816008277
alpha,3.4,-253.57053532927233
beta,0.3,-253.57053532927233
modelType,explicit,-253.57053532927233
alpha,3.4,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,3.4,-277.1155444349532
beta,0.2,-277.1155444349532
modelType,pragmatic,-277.1155444349532
alpha,3.4,-258.8737096194521
beta,0.2,-258.8737096194521
modelType,explicit,-258.8737096194521
alpha,3.4,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,3.4,-283.9545111999984
beta,0.1,-283.9545111999984
modelType,pragmatic,-283.9545111999984
alpha,3.4,-266.07853707817804
beta,0.1,-266.07853707817804
modelType,explicit,-266.07853707817804
alpha,3.4,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,3.4,-292.74623087330446
beta,0,-292.74623087330446
modelType,pragmatic,-292.74623087330446
alpha,3.4,-275.214403414271
beta,0,-275.214403414271
modelType,explicit,-275.214403414271
alpha,3.4,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,3.3,-304.8962437573662
beta,1,-304.8962437573662
modelType,pragmatic,-304.8962437573662
alpha,3.3,-274.07254652723174
beta,1,-274.07254652723174
modelType,explicit,-274.07254652723174
alpha,3.3,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,3.3,-299.51050735383836
beta,0.9,-299.51050735383836
modelType,pragmatic,-299.51050735383836
alpha,3.3,-268.20090996473124
beta,0.9,-268.20090996473124
modelType,explicit,-268.20090996473124
alpha,3.3,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,3.3,-295.33423207693176
beta,0.8,-295.33423207693176
modelType,pragmatic,-295.33423207693176
alpha,3.3,-263.7601703921661
beta,0.8,-263.7601703921661
modelType,explicit,-263.7601703921661
alpha,3.3,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,3.3,-292.4590639491734
beta,0.7,-292.4590639491734
modelType,pragmatic,-292.4590639491734
alpha,3.3,-260.8109591463014
beta,0.7,-260.8109591463014
modelType,explicit,-260.8109591463014
alpha,3.3,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,3.3,-290.9758716651665
beta,0.6,-290.9758716651665
modelType,pragmatic,-290.9758716651665
alpha,3.3,-259.41193684257706
beta,0.6,-259.41193684257706
modelType,explicit,-259.41193684257706
alpha,3.3,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,3.3,-290.9729057857813
beta,0.5,-290.9729057857813
modelType,pragmatic,-290.9729057857813
alpha,3.3,-259.6188554330724
beta,0.5,-259.6188554330724
modelType,explicit,-259.6188554330724
alpha,3.3,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,3.3,-292.5325663747854
beta,0.4,-292.5325663747854
modelType,pragmatic,-292.5325663747854
alpha,3.3,-261.48351168323865
beta,0.4,-261.48351168323865
modelType,explicit,-261.48351168323865
alpha,3.3,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,3.3,-295.72671243024064
beta,0.3,-295.72671243024064
modelType,pragmatic,-295.72671243024064
alpha,3.3,-265.05262030766465
beta,0.3,-265.05262030766465
modelType,explicit,-265.05262030766465
alpha,3.3,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,3.3,-300.61069808189956
beta,0.2,-300.61069808189956
modelType,pragmatic,-300.61069808189956
alpha,3.3,-270.36665566488324
beta,0.2,-270.36665566488324
modelType,explicit,-270.36665566488324
alpha,3.3,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,3.3,-307.21659722109547
beta,0.1,-307.21659722109547
modelType,pragmatic,-307.21659722109547
alpha,3.3,-277.45872817606937
beta,0.1,-277.45872817606937
modelType,explicit,-277.45872817606937
alpha,3.3,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,3.3,-315.54633063239993
beta,0,-315.54633063239993
modelType,pragmatic,-315.54633063239993
alpha,3.3,-286.35357050919237
beta,0,-286.35357050919237
modelType,explicit,-286.35357050919237
alpha,3.3,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,3.2,-325.10345770971577
beta,1,-325.10345770971577
modelType,pragmatic,-325.10345770971577
alpha,3.2,-283.2240688782762
beta,1,-283.2240688782762
modelType,explicit,-283.2240688782762
alpha,3.2,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,3.2,-320.68381701766197
beta,0.9,-320.68381701766197
modelType,pragmatic,-320.68381701766197
alpha,3.2,-278.0365038811757
beta,0.9,-278.0365038811757
modelType,explicit,-278.0365038811757
alpha,3.2,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,3.2,-317.371186209923
beta,0.8,-317.371186209923
modelType,pragmatic,-317.371186209923
alpha,3.2,-274.2023503228335
beta,0.8,-274.2023503228335
modelType,explicit,-274.2023503228335
alpha,3.2,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,3.2,-315.2450699342673
beta,0.7,-315.2450699342673
modelType,pragmatic,-315.2450699342673
alpha,3.2,-271.77540667562545
beta,0.7,-271.77540667562545
modelType,explicit,-271.77540667562545
alpha,3.2,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,3.2,-314.38261814710955
beta,0.6,-314.38261814710955
modelType,pragmatic,-314.38261814710955
alpha,3.2,-270.8073343501027
beta,0.6,-270.8073343501027
modelType,explicit,-270.8073343501027
alpha,3.2,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,3.2,-314.85668995985606
beta,0.5,-314.85668995985606
modelType,pragmatic,-314.85668995985606
alpha,3.2,-271.34685306929754
beta,0.5,-271.34685306929754
modelType,explicit,-271.34685306929754
alpha,3.2,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,3.2,-316.73293988764874
beta,0.4,-316.73293988764874
modelType,pragmatic,-316.73293988764874
alpha,3.2,-273.43886557067987
beta,0.4,-273.43886557067987
modelType,explicit,-273.43886557067987
alpha,3.2,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,3.2,-320.0659283750161
beta,0.3,-320.0659283750161
modelType,pragmatic,-320.0659283750161
alpha,3.2,-277.1235354349731
beta,0.3,-277.1235354349731
modelType,explicit,-277.1235354349731
alpha,3.2,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,3.2,-324.89443013576357
beta,0.2,-324.89443013576357
modelType,pragmatic,-324.89443013576357
alpha,3.2,-282.43535555713265
beta,0.2,-282.43535555713265
modelType,explicit,-282.43535555713265
alpha,3.2,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,3.2,-331.2363029384658
beta,0.1,-331.2363029384658
modelType,pragmatic,-331.2363029384658
alpha,3.2,-289.4022559287511
beta,0.1,-289.4022559287511
modelType,explicit,-289.4022559287511
alpha,3.2,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,3.2,-339.08345588957644
beta,0,-339.08345588957644
modelType,pragmatic,-339.08345588957644
alpha,3.2,-298.0448048931983
beta,0,-298.0448048931983
modelType,explicit,-298.0448048931983
alpha,3.2,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,3.1,-346.3515746630699
beta,1,-346.3515746630699
modelType,pragmatic,-346.3515746630699
alpha,3.1,-293.07191220067585
beta,1,-293.07191220067585
modelType,explicit,-293.07191220067585
alpha,3.1,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,3.1,-342.8533143450838
beta,0.9,-342.8533143450838
modelType,pragmatic,-342.8533143450838
alpha,3.1,-288.5611012884535
beta,0.9,-288.5611012884535
modelType,explicit,-288.5611012884535
alpha,3.1,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,3.1,-340.3581987500709
beta,0.8,-340.3581987500709
modelType,pragmatic,-340.3581987500709
alpha,3.1,-285.324103992106
beta,0.8,-285.324103992106
modelType,explicit,-285.324103992106
alpha,3.1,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,3.1,-338.9333328677026
beta,0.7,-338.9333328677026
modelType,pragmatic,-338.9333328677026
alpha,3.1,-283.40812731961176
beta,0.7,-283.40812731961176
modelType,explicit,-283.40812731961176
alpha,3.1,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,3.1,-338.64236755993596
beta,0.6,-338.64236755993596
modelType,pragmatic,-338.64236755993596
alpha,3.1,-282.85817053449915
beta,0.6,-282.85817053449915
modelType,explicit,-282.85817053449915
alpha,3.1,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,3.1,-339.5436446800141
beta,0.5,-339.5436446800141
modelType,pragmatic,-339.5436446800141
alpha,3.1,-283.71634799175985
beta,0.5,-283.71634799175985
modelType,explicit,-283.71634799175985
alpha,3.1,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,3.1,-341.68768799521416
beta,0.4,-341.68768799521416
modelType,pragmatic,-341.68768799521416
alpha,3.1,-286.0211689873025
beta,0.4,-286.0211689873025
modelType,explicit,-286.0211689873025
alpha,3.1,-Infinity
beta,0.4,-Infinity
modelType,literal,-Infinity
alpha,3.1,-345.1140805657577
beta,0.3,-345.1140805657577
modelType,pragmatic,-345.1140805657577
alpha,3.1,-289.8067939145579
beta,0.3,-289.8067939145579
modelType,explicit,-289.8067939145579
alpha,3.1,-Infinity
beta,0.3,-Infinity
modelType,literal,-Infinity
alpha,3.1,-349.8478836624205
beta,0.2,-349.8478836624205
modelType,pragmatic,-349.8478836624205
alpha,3.1,-295.10229490605633
beta,0.2,-295.10229490605633
modelType,explicit,-295.10229490605633
alpha,3.1,-Infinity
beta,0.2,-Infinity
modelType,literal,-Infinity
alpha,3.1,-355.8958760868109
beta,0.1,-355.8958760868109
modelType,pragmatic,-355.8958760868109
alpha,3.1,-301.9309561845954
beta,0.1,-301.9309561845954
modelType,explicit,-301.9309561845954
alpha,3.1,-Infinity
beta,0.1,-Infinity
modelType,literal,-Infinity
alpha,3.1,-363.24300741071164
beta,0,-363.24300741071164
modelType,pragmatic,-363.24300741071164
alpha,3.1,-310.30965268239737
beta,0,-310.30965268239737
modelType,explicit,-310.30965268239737
alpha,3.1,-Infinity
beta,0,-Infinity
modelType,literal,-Infinity
alpha,3,-368.5592003199276
beta,1,-368.5592003199276
modelType,pragmatic,-368.5592003199276
alpha,3,-303.6559853807981
beta,1,-303.6559853807981
modelType,explicit,-303.6559853807981
alpha,3,-Infinity
beta,1,-Infinity
modelType,literal,-Infinity
alpha,3,-365.92471814667425
beta,0.9,-365.92471814667425
modelType,pragmatic,-365.92471814667425
alpha,3,-299.8108003245399
beta,0.9,-299.8108003245399
modelType,explicit,-299.8108003245399
alpha,3,-Infinity
beta,0.9,-Infinity
modelType,literal,-Infinity
alpha,3,-364.18880786932135
beta,0.8,-364.18880786932135
modelType,pragmatic,-364.18880786932135
alpha,3,-297.15798809857864
beta,0.8,-297.15798809857864
modelType,explicit,-297.15798809857864
alpha,3,-Infinity
beta,0.8,-Infinity
modelType,literal,-Infinity
alpha,3,-363.4064182467178
beta,0.7,-363.4064182467178
modelType,pragmatic,-363.4064182467178
alpha,3,-295.73847189582483
beta,0.7,-295.73847189582483
modelType,explicit,-295.73847189582483
alpha,3,-Infinity
beta,0.7,-Infinity
modelType,literal,-Infinity
alpha,3,-363.6283977338497
beta,0.6,-363.6283977338497
modelType,pragmatic,-363.6283977338497
alpha,3,-295.5909794478118
beta,0.6,-295.5909794478118
modelType,explicit,-295.5909794478118
alpha,3,-Infinity
beta,0.6,-Infinity
modelType,literal,-Infinity
alpha,3,-364.899839230405
beta,0.5,-364.899839230405
modelType,pragmatic,-364.899839230405
alpha,3,-296.7514842183493
beta,0.5,-296.7514842183493
modelType,explicit,-296.7514842183493
alpha,3,-Infinity
beta,0.5,-Infinity
modelType,literal,-Infinity
alpha,3,-367.25801363088755
beta,0.4,-367.25801363088755
modelType,pragmatic,-367.25801363088755
alpha,3,-299.25262303828896
beta,0.4,-299.25262303828896
modelType,explicit,-299.25262303828896
