iterationName,gameid,time,trialNum,trialType,questionNumber,firstRole,cellAskedAbout,sender,underlyingWorld,gridState,answer,timeFromMessage
testing,1199-b4788094-4474-4e99-b3cd-b16398b4e990,1.550528889234e+12,9,random,3,leader,C3,human,"{""A1"":""x"",""A2"":""x"",""A3"":""o"",""B1"":""o"",""B2"":""o"",""B3"":""o"",""C1"":""x"",""C2"":""x"",""C3"":""o""}","{""safe"":[""B2"",""A3"",""B3""],""unsafe"":[""A2""]}","[""C3""]",62334
testing,1199-b4788094-4474-4e99-b3cd-b16398b4e990,1.55052892613e+12,11,pragmatic,1,leader,C2,human,"{""A1"":""o"",""A2"":""o"",""A3"":""o"",""B1"":""x"",""B2"":""x"",""B3"":""o"",""C1"":""o"",""C2"":""o"",""C3"":""o""}","{""safe"":[""C1""],""unsafe"":[]}","[""C2"",""C3""]",12686
testing,1199-b4788094-4474-4e99-b3cd-b16398b4e990,1.550528969877e+12,13,empty,1,leader,B3,human,"{""A1"":""o"",""A2"":""x"",""A3"":""o"",""B1"":""x"",""B2"":""x"",""B3"":""o"",""C1"":""o"",""C2"":""o"",""C3"":""o""}","{""safe"":[],""unsafe"":[]}","[""B3"",""C3""]",17671
testing,1199-b4788094-4474-4e99-b3cd-b16398b4e990,1.550528984745e+12,13,empty,2,leader,C2,human,"{""A1"":""o"",""A2"":""x"",""A3"":""o"",""B1"":""x"",""B2"":""x"",""B3"":""o"",""C1"":""o"",""C2"":""o"",""C3"":""o""}","{""safe"":[""B3"",""C3""],""unsafe"":[]}","[""C1"",""C2""]",32537
testing,3843-3641fd9c-3dda-47c1-9971-e588961f83c8,1.550529934164e+12,1,catch,1,leader,B3,human,"{""A1"":""o"",""A2"":""o"",""A3"":""x"",""B1"":""o"",""B2"":""o"",""B3"":""o"",""C1"":""o"",""C2"":""x"",""C3"":""o""}","{""safe"":[""B1"",""B2""],""unsafe"":[]}","[""B3""]",11525
testing,8961-0df44044-d11d-4921-8feb-2007a13f3b62,1.550530604196e+12,0,catch,1,helper,A1,human,"{""A1"":""o"",""A2"":""o"",""A3"":""o"",""B1"":""x"",""B2"":""o"",""B3"":""o"",""C1"":""o"",""C2"":""x"",""C3"":""o""}","{""safe"":[""A2"",""A3""],""unsafe"":[]}","[""A1""]",9059
testing,8961-0df44044-d11d-4921-8feb-2007a13f3b62,1.550530645942e+12,2,random,1,helper,B1,human,"{""A1"":""o"",""A2"":""x"",""A3"":""x"",""B1"":""o"",""B2"":""o"",""B3"":""o"",""C1"":""o"",""C2"":""o"",""C3"":""x""}","{""safe"":[""A1"",""B2"",""C1""],""unsafe"":[]}","[""B1"",""C2""]",23203
testing,8961-0df44044-d11d-4921-8feb-2007a13f3b62,1.550530698554e+12,4,random,1,helper,C3,human,"{""A1"":""x"",""A2"":""o"",""A3"":""o"",""B1"":""x"",""B2"":""o"",""B3"":""x"",""C1"":""o"",""C2"":""o"",""C3"":""o""}","{""safe"":[""C1"",""C2""],""unsafe"":[]}","[""C3""]",11533
testing,8961-0df44044-d11d-4921-8feb-2007a13f3b62,1.55053074045e+12,6,random,1,helper,A2,human,"{""A1"":""o"",""A2"":""x"",""A3"":""x"",""B1"":""o"",""B2"":""o"",""B3"":""o"",""C1"":""o"",""C2"":""x"",""C3"":""o""}","{""safe"":[""B2"",""B3"",""C1""],""unsafe"":[]}","[""A1"",""A2""]",19288
testing,3208-eaab8ade-519f-4e51-ab38-bbd2ca60db21,1.550531120506e+12,0,catch,1,helper,C3,human,"{""A1"":""x"",""A2"":""o"",""A3"":""x"",""B1"":""x"",""B2"":""o"",""B3"":""x"",""C1"":""o"",""C2"":""o"",""C3"":""o""}","{""safe"":[""C1"",""C2""],""unsafe"":[]}","[""C3""]",34318
testing,3208-eaab8ade-519f-4e51-ab38-bbd2ca60db21,1.55053128646e+12,2,random,1,helper,B3,human,"{""A1"":""o"",""A2"":""o"",""A3"":""o"",""B1"":""o"",""B2"":""x"",""B3"":""o"",""C1"":""x"",""C2"":""o"",""C3"":""o""}","{""safe"":[""A3"",""B1"",""C2"",""C3""],""unsafe"":[]}","[""B2"",""B3""]",32612
testing,3208-eaab8ade-519f-4e51-ab38-bbd2ca60db21,1.550531324519e+12,4,random,1,helper,B1,human,"{""A1"":""o"",""A2"":""x"",""A3"":""o"",""B1"":""o"",""B2"":""o"",""B3"":""o"",""C1"":""o"",""C2"":""x"",""C3"":""o""}","{""safe"":[""B2"",""B3"",""C1"",""C3""],""unsafe"":[]}","[""A3"",""B1""]",18936
testing,3208-eaab8ade-519f-4e51-ab38-bbd2ca60db21,1.550531354899e+12,6,random,1,helper,A3,human,"{""A1"":""o"",""A2"":""o"",""A3"":""o"",""B1"":""o"",""B2"":""x"",""B3"":""x"",""C1"":""o"",""C2"":""o"",""C3"":""o""}","{""safe"":[""A1"",""A2"",""C1""],""unsafe"":[]}","[""A3""]",7456
testing,3208-eaab8ade-519f-4e51-ab38-bbd2ca60db21,1.550531389319e+12,8,pragmatic,1,helper,B3,human,"{""A1"":""x"",""A2"":""o"",""A3"":""o"",""B1"":""o"",""B2"":""o"",""B3"":""o"",""C1"":""x"",""C2"":""o"",""C3"":""o""}","{""safe"":[""A3""],""unsafe"":[]}","[""A2"",""B3""]",13883
testing,3208-eaab8ade-519f-4e51-ab38-bbd2ca60db21,1.550531400698e+12,8,pragmatic,2,helper,C3,human,"{""A1"":""x"",""A2"":""o"",""A3"":""o"",""B1"":""o"",""B2"":""o"",""B3"":""o"",""C1"":""x"",""C2"":""o"",""C3"":""o""}","{""safe"":[""A3"",""B3"",""A2""],""unsafe"":[]}","[""C3""]",25263
testing,1211-25652227-9ee2-46b4-9e58-f2666d6eb8b3,1.550531596677e+12,1,catch,1,leader,C1,human,"{""A1"":""o"",""A2"":""o"",""A3"":""x"",""B1"":""o"",""B2"":""o"",""B3"":""x"",""C1"":""o"",""C2"":""o"",""C3"":""o""}","{""safe"":[""A1"",""B1""],""unsafe"":[]}","[""C1""]",6994
testing,1335-8e87828e-f301-4bdc-95f5-ca6ccbc7e8c9,1.550532092957e+12,0,catch,1,helper,,human,A1,"{""safe"":[""A2"",""A3""],""unsafe"":[]}",[],7097
testing,1335-8e87828e-f301-4bdc-95f5-ca6ccbc7e8c9,1.550532122051e+12,0,catch,2,helper,,human,A1,"{""safe"":[""A2"",""A3""],""unsafe"":[]}",[],36187
testing,3897-30e8cb2d-91db-4cdf-bcc1-81818f421ce8,1.550532273682e+12,0,catch,1,helper,A2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B2"",""C2""],""unsafe"":[]}","[""A2""]",6831
testing,3897-30e8cb2d-91db-4cdf-bcc1-81818f421ce8,1.550532429321e+12,2,random,1,helper,B3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[],""unsafe"":[]}","[""A1"",""B3""]",92160
testing,3897-30e8cb2d-91db-4cdf-bcc1-81818f421ce8,1.550532444278e+12,2,random,2,helper,A2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""unsafe""}","{""safe"":[""A1""],""unsafe"":[""B3""]}","[""A2"",""A3""]",107110
testing,2719-27918d9f-537c-483e-8b18-a7c44519092b,1.550534156859e+12,0,catch,1,helper,C2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""B2""],""unsafe"":[]}","[""C2""]",9847
testing,9551-ad544a4a-a2df-484e-bac4-b6747ed49de1,1.55053432729e+12,0,catch,1,helper,A3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B3"",""C3""],""unsafe"":[]}","[""A3""]",7114
testing,2560-1e972189-9f8d-453a-aded-cd1362b3dc38,1.550534399677e+12,0,catch,1,helper,A3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B3"",""C3""],""unsafe"":[]}","[""A3""]",10881
testing,2944-fa3aae33-1148-4d0a-bf98-eb0ab53e037c,1.550535585074e+12,0,catch,1,helper,A1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B1"",""C1""],""unsafe"":[]}","[""A1""]",122620
testing,9663-b5126cb6-a41e-4dc2-aea1-08a1e9f4a190,1.550535664308e+12,0,catch,1,helper,B1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B2"",""B3""],""unsafe"":[]}","[""B1""]",8380
testing,2316-54b4d8ad-4c67-43f6-8fa4-889ae666b88d,1.550535789224e+12,0,catch,1,helper,A3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B3"",""C3""],""unsafe"":[]}","[""A3""]",6221
testing,6945-bc9dd085-2de2-44c0-a26c-a3b88ff65c6c,1.55053619985e+12,0,catch,1,helper,C1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""A1"",""B1""],""unsafe"":[]}","[""C1""]",10401
testing,1744-c49f1a06-33e2-4293-b59a-4f0da5ff72b8,1.550537750581e+12,0,catch,1,helper,B3,human,"{""A1"":""unsafe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B1"",""B2""],""unsafe"":[]}","[""B3""]",13463
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550645939486e+12,1,catch,1,leader,A3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""A1"",""A2""],""unsafe"":[]}","[""A3""]",38819
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646131872e+12,3,random,1,leader,C2,human,"{""A1"":""unsafe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""A3"",""B1"",""C3""],""unsafe"":[]}","[""B2"",""C2""]",29627
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646141526e+12,3,random,2,leader,B3,human,"{""A1"":""unsafe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""A3"",""B1"",""C3"",""B2""],""unsafe"":[""C2""]}","[""B3""]",39289
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646182727e+12,5,random,1,leader,B3,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B1"",""B2""],""unsafe"":[]}","[""B3"",""C3""]",18977
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646198625e+12,5,random,2,leader,C2,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B1"",""B2"",""C3""],""unsafe"":[""B3""]}","[""C1"",""C2""]",34876
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646244244e+12,7,random,1,leader,B1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""A2"",""B3""],""unsafe"":[]}","[""A1"",""B1""]",14400
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646252217e+12,7,random,2,leader,A3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""A2"",""B3"",""A1""],""unsafe"":[""B1""]}","[""A3""]",22374
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646291427e+12,9,blocked,1,leader,C1,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C3""],""unsafe"":[]}","[""B1"",""C1""]",18718
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.55064630397e+12,9,blocked,2,leader,B2,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C3"",""B1""],""unsafe"":[""C1""]}","[""B2"",""B3""]",31263
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646332278e+12,11,empty,1,leader,C1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[],""unsafe"":[]}","[""C1""]",9611
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646344619e+12,11,empty,2,leader,B1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C1""],""unsafe"":[]}","[""A1"",""B1""]",21954
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646414082e+12,13,random,1,leader,B1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""A1"",""B3"",""C1"",""C3""],""unsafe"":[]}","[""B1""]",10107
testing,8112-e8614ed4-6c30-44bd-949b-e4648bc0b8bd,1.550646446779e+12,15,pragmatic,1,leader,A1,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B1""],""unsafe"":[]}","[""A1"",""A1""]",11679
testing,8656-8a61923e-c781-40d6-a434-a6834697a42f,1.550647396691e+12,0,catch,1,helper,C3,human,"{""A1"":""safe"",""A2"":""unsafe"",""A3"":""safe"",""B1"":""safe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""A3"",""B3""],""unsafe"":[]}","[""C2"",""C3""]",20973
testing,8415-166a6146-1c7c-441c-b002-d6ec3387fb44,1.550647444962e+12,0,catch,1,helper,C3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""safe"",""C1"":""unsafe"",""C2"":""unsafe"",""C3"":""safe""}","{""safe"":[""A3"",""B3""],""unsafe"":[]}","[""C2"",""C3""]",28011
testing,8775-43eef1c2-7fd8-4741-85fe-3e985ed34a11,1.55064764883e+12,0,catch,1,helper,A1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""safe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""unsafe"",""C2"":""safe"",""C3"":""unsafe""}","{""safe"":[""A2"",""A3""],""unsafe"":[]}","[""A1"",""B2""]",12249
testing,8775-43eef1c2-7fd8-4741-85fe-3e985ed34a11,1.550647708943e+12,2,random,1,helper,A2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C2"",""C3""],""unsafe"":[]}","[""A1"",""A2""]",13779
testing,8775-43eef1c2-7fd8-4741-85fe-3e985ed34a11,1.550647732179e+12,2,random,2,helper,B2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C2"",""C3"",""A2"",""A1""],""unsafe"":[]}","[""B1"",""B2""]",37076
testing,8775-43eef1c2-7fd8-4741-85fe-3e985ed34a11,1.550647742114e+12,2,random,3,helper,C1,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""unsafe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C2"",""C3"",""A2"",""A1"",""B1""],""unsafe"":[""B2""]}","[""C1""]",47018
testing,8775-43eef1c2-7fd8-4741-85fe-3e985ed34a11,1.550647777398e+12,4,random,1,helper,B3,human,"{""A1"":""unsafe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""safe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""B1"",""B2"",""C1"",""C2""],""unsafe"":[]}","[""B3"",""C3""]",14139
testing,6568-30ded943-55fb-4086-b68d-91fe3ceda7c2,1.550647900483e+12,1,catch,1,leader,C2,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""unsafe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""A2"",""B2""],""unsafe"":[]}","[""C2""]",7379
testing,6913-06bfdfc8-89df-4779-8b16-60adb7dad33b,1.550648877215e+12,0,catch,1,helper,C3,human,"{""A1"":""safe"",""A2"":""safe"",""A3"":""unsafe"",""B1"":""unsafe"",""B2"":""safe"",""B3"":""safe"",""C1"":""safe"",""C2"":""safe"",""C3"":""safe""}","{""safe"":[""C1"",""C2""],""unsafe"":[]}","[""C3""]",7208
