iterationName,gameid,time,trialNum,trialType,questionNumber,goalResponse,trueGoal,firstRole,cellAskedAbout,gridState
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782106726e+12,3,random,3,rows,rows,leader,C2,"{""safe"":[""A1"",""C1""],""unsafe"":[""A2"",""B1""]}"
full_sample,8904-f7c15c5f-0bca-42bf-ae8d-fd8242bd198e,1.550782107531e+12,10,pragmatic,1,columns,columns,helper,C3,"{""safe"":[""A3""],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782113511e+12,3,random,4,rows,rows,leader,C3,"{""safe"":[""A1"",""C1"",""C2""],""unsafe"":[""A2"",""B1""]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782119719e+12,6,pragmatic,1,rows,rows,helper,B1,"{""safe"":[""B3""],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782126559e+12,2,random,1,rows,columns,helper,A2,"{""safe"":[""A3"",""B2"",""B3"",""C2""],""unsafe"":[]}"
full_sample,7841-2f8d671b-74ac-4760-9fc4-7eecad639d0b,1.550782135249e+12,2,random,1,rows,columns,helper,A3,"{""safe"":[""A2"",""B2"",""B3"",""C1"",""C3""],""unsafe"":[]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782141527e+12,9,empty,1,rows,columns,leader,A1,"{""safe"":[],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782147968e+12,2,random,2,rows,columns,helper,C3,"{""safe"":[""A3"",""B2"",""B3"",""C2""],""unsafe"":[""A2""]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782165114e+12,5,random,1,rows,rows,leader,A2,"{""safe"":[""A3"",""B1"",""C3""],""unsafe"":[]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782165884e+12,9,empty,2,not sure,columns,leader,B2,"{""safe"":[""A1""],""unsafe"":[""B1""]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782180201e+12,9,empty,3,columns,columns,leader,C2,"{""safe"":[""A1"",""B2""],""unsafe"":[""B1""]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782180507e+12,8,empty,1,not sure,columns,helper,B2,"{""safe"":[],""unsafe"":[]}"
full_sample,8904-f7c15c5f-0bca-42bf-ae8d-fd8242bd198e,1.550782181995e+12,12,blocked,1,rows,rows,helper,A2,"{""safe"":[""A3""],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782183779e+12,5,random,2,rows,rows,leader,B2,"{""safe"":[""A3"",""B1"",""C3""],""unsafe"":[""A2"",""C2""]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782186426e+12,9,empty,4,columns,columns,leader,A2,"{""safe"":[""A1"",""B2"",""C2""],""unsafe"":[""B1""]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782198373e+12,8,empty,2,not sure,columns,helper,C3,"{""safe"":[""B2""],""unsafe"":[""C2""]}"
full_sample,8904-f7c15c5f-0bca-42bf-ae8d-fd8242bd198e,1.550782200916e+12,12,blocked,2,rows,rows,helper,B1,"{""safe"":[""A3"",""A2""],""unsafe"":[""A1""]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782206927e+12,4,random,1,rows,rows,helper,A2,"{""safe"":[""A3""],""unsafe"":[]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782214486e+12,8,empty,3,rows,columns,helper,A3,"{""safe"":[""B2"",""C3"",""B3""],""unsafe"":[""C2""]}"
full_sample,8904-f7c15c5f-0bca-42bf-ae8d-fd8242bd198e,1.550782214945e+12,12,blocked,3,rows,rows,helper,B2,"{""safe"":[""A3"",""A2"",""B1"",""B3""],""unsafe"":[""A1""]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782217302e+12,4,random,2,rows,rows,helper,A1,"{""safe"":[""A3"",""A2""],""unsafe"":[]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782219283e+12,11,random,1,rows,rows,leader,A1,"{""safe"":[""A2"",""A3""],""unsafe"":[]}"
full_sample,7841-2f8d671b-74ac-4760-9fc4-7eecad639d0b,1.550782219457e+12,4,random,1,columns,columns,helper,C1,"{""safe"":[""A1"",""B1"",""C3""],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782225378e+12,7,empty,1,columns,columns,leader,C2,"{""safe"":[],""unsafe"":[]}"
full_sample,8904-f7c15c5f-0bca-42bf-ae8d-fd8242bd198e,1.55078224387e+12,14,random,1,rows,columns,helper,A2,"{""safe"":[""A1"",""B1"",""B2"",""C2"",""C3""],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782253376e+12,6,random,1,rows,columns,helper,A2,"{""safe"":[""B2"",""C2""],""unsafe"":[]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782255323e+12,13,random,1,columns,columns,leader,B1,"{""safe"":[""A1"",""B3"",""C1"",""C2""],""unsafe"":[]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782256396e+12,10,random,1,rows,columns,helper,C3,"{""safe"":[""A3"",""B3""],""unsafe"":[]}"
full_sample,7841-2f8d671b-74ac-4760-9fc4-7eecad639d0b,1.550782264089e+12,6,empty,1,columns,rows,helper,A2,"{""safe"":[],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782272079e+12,7,empty,2,columns,columns,leader,A3,"{""safe"":[""C2""],""unsafe"":[""A2""]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782274207e+12,10,random,2,rows,columns,helper,C2,"{""safe"":[""A3"",""B3""],""unsafe"":[""C3"",""A1""]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782276166e+12,13,random,2,columns,columns,leader,C3,"{""safe"":[""A1"",""B3"",""C1"",""C2"",""A3""],""unsafe"":[""B1""]}"
full_sample,7841-2f8d671b-74ac-4760-9fc4-7eecad639d0b,1.550782276448e+12,6,empty,2,rows,rows,helper,C2,"{""safe"":[],""unsafe"":[""A2""]}"
full_sample,8904-f7c15c5f-0bca-42bf-ae8d-fd8242bd198e,1.550782283079e+12,16,random,1,columns,columns,helper,B2,"{""safe"":[""A2"",""B1"",""B3"",""C2""],""unsafe"":[]}"
full_sample,7841-2f8d671b-74ac-4760-9fc4-7eecad639d0b,1.550782284408e+12,6,empty,3,rows,rows,helper,C3,"{""safe"":[""C2""],""unsafe"":[""A2""]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782286418e+12,10,random,3,rows,columns,helper,A2,"{""safe"":[""A3"",""B3"",""C2"",""B2""],""unsafe"":[""C3"",""A1""]}"
full_sample,7841-2f8d671b-74ac-4760-9fc4-7eecad639d0b,1.550782289824e+12,6,empty,4,rows,rows,helper,C1,"{""safe"":[""C2"",""C3""],""unsafe"":[""A2""]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782291486e+12,8,random,1,rows,columns,helper,A1,"{""safe"":[""A2"",""B1"",""B3"",""C1""],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782292809e+12,7,empty,3,columns,columns,leader,B1,"{""safe"":[""C2"",""A1""],""unsafe"":[""A2"",""A3""]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782315312e+12,12,random,1,rows,columns,helper,C1,"{""safe"":[""A2"",""B1""],""unsafe"":[]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782329158e+12,15,blocked,1,columns,columns,leader,C3,"{""safe"":[""B3""],""unsafe"":[]}"
full_sample,8904-f7c15c5f-0bca-42bf-ae8d-fd8242bd198e,1.550782335981e+12,18,random,1,rows,rows,helper,B1,"{""safe"":[""A3"",""B2"",""B3"",""C2""],""unsafe"":[]}"
full_sample,9147-9a217a12-f45e-4cde-b4ef-031b2018f085,1.550782341277e+12,1,practice,1,columns,columns,leader,C3,"{""safe"":[""A3"",""B3""],""unsafe"":[]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782343812e+12,14,random,1,columns,columns,helper,C1,"{""safe"":[""A2"",""B1""],""unsafe"":[]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782347635e+12,1,practice,1,rows,columns,leader,C1,"{""safe"":[""A1"",""B1""],""unsafe"":[]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782349582e+12,15,blocked,2,columns,columns,leader,A2,"{""safe"":[""B3"",""C2""],""unsafe"":[""C3""]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782356364e+12,9,random,1,rows,rows,leader,B2,"{""safe"":[""A3"",""B1""],""unsafe"":[]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782358504e+12,15,blocked,3,columns,columns,leader,B2,"{""safe"":[""B3"",""C2"",""A2""],""unsafe"":[""C3""]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.5507823612e+12,14,random,2,rows,columns,helper,A1,"{""safe"":[""A2"",""B1"",""C1""],""unsafe"":[""C3""]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782374403e+12,14,random,3,rows,columns,helper,B2,"{""safe"":[""A2"",""B1"",""C1"",""C2""],""unsafe"":[""C3"",""A1""]}"
full_sample,5389-de8b97ca-e8af-41c3-af43-ac3c41a40c3e,1.550782378665e+12,1,practice,1,columns,rows,leader,C3,"{""safe"":[""C1"",""C2""],""unsafe"":[]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782390851e+12,17,pragmatic,1,rows,rows,leader,A1,"{""safe"":[""A2""],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782392042e+12,10,empty,1,rows,columns,helper,B3,"{""safe"":[],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782396746e+12,11,random,1,rows,rows,leader,B1,"{""safe"":[""A2"",""B2"",""B3"",""C3""],""unsafe"":[]}"
full_sample,8814-17007d74-465d-423c-8164-e03a1afe90ca,1.550782398617e+12,1,practice,1,not sure,rows,leader,A1,"{""safe"":[""A2"",""A3""],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.55078240371e+12,10,empty,2,columns,columns,helper,C3,"{""safe"":[""B3""],""unsafe"":[]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782406846e+12,16,blocked,1,columns,rows,helper,A1,"{""safe"":[""A2""],""unsafe"":[]}"
full_sample,9147-9a217a12-f45e-4cde-b4ef-031b2018f085,1.550782413817e+12,3,random,1,columns,columns,leader,A2,"{""safe"":[""C2""],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782414816e+12,11,random,2,rows,rows,leader,A3,"{""safe"":[""A2"",""B2"",""B3"",""C3"",""A1""],""unsafe"":[""B1""]}"
full_sample,9147-9a217a12-f45e-4cde-b4ef-031b2018f085,1.550782429917e+12,3,random,2,columns,columns,leader,B2,"{""safe"":[""C2"",""A2""],""unsafe"":[]}"
full_sample,4351-620d9a2b-4cee-4950-8bd0-6f40133c7b80,1.550782437725e+12,19,random,1,rows,rows,leader,B2,"{""safe"":[""B1"",""B3"",""C1""],""unsafe"":[]}"
full_sample,4335-2db78a49-e60e-43c5-b2ea-84877e3699d6,1.550782441155e+12,18,random,1,rows,columns,helper,B2,"{""safe"":[""A2"",""C2""],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782445023e+12,13,random,1,rows,rows,leader,B2,"{""safe"":[""A3"",""B1"",""B3""],""unsafe"":[]}"
full_sample,5389-de8b97ca-e8af-41c3-af43-ac3c41a40c3e,1.550782446358e+12,3,random,1,rows,rows,leader,B2,"{""safe"":[""A3"",""B3"",""C1""],""unsafe"":[]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782449646e+12,3,random,1,rows,rows,leader,C1,"{""safe"":[""A3"",""B2"",""C2""],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782455158e+12,12,random,1,rows,rows,helper,B1,"{""safe"":[""A1"",""B2"",""B3"",""C3""],""unsafe"":[]}"
full_sample,5389-de8b97ca-e8af-41c3-af43-ac3c41a40c3e,1.550782473347e+12,3,random,2,rows,rows,leader,A1,"{""safe"":[""A3"",""B3"",""C1"",""A2""],""unsafe"":[""B2""]}"
full_sample,9147-9a217a12-f45e-4cde-b4ef-031b2018f085,1.550782473747e+12,5,random,1,rows,columns,leader,B2,"{""safe"":[""A1"",""B3"",""C2""],""unsafe"":[]}"
full_sample,8814-17007d74-465d-423c-8164-e03a1afe90ca,1.550782475306e+12,3,random,1,not sure,columns,leader,A2,"{""safe"":[""B2"",""B3"",""C2""],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782476403e+12,15,pragmatic,1,rows,rows,leader,C3,"{""safe"":[""C1""],""unsafe"":[]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782481154e+12,3,random,2,rows,rows,leader,A1,"{""safe"":[""A3"",""B2"",""C2"",""A2""],""unsafe"":[""C1""]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782490405e+12,12,random,2,rows,rows,helper,C2,"{""safe"":[""A1"",""B2"",""B3"",""C3""],""unsafe"":[""B1""]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782500693e+12,12,random,3,rows,rows,helper,A2,"{""safe"":[""A1"",""B2"",""B3"",""C3""],""unsafe"":[""B1"",""C2""]}"
full_sample,8814-17007d74-465d-423c-8164-e03a1afe90ca,1.550782506297e+12,5,random,1,columns,columns,leader,B1,"{""safe"":[""A1"",""B2"",""C1"",""C3""],""unsafe"":[]}"
full_sample,5389-de8b97ca-e8af-41c3-af43-ac3c41a40c3e,1.550782508326e+12,5,random,1,rows,rows,leader,B1,"{""safe"":[""A1"",""A2"",""B2"",""B3"",""C3""],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782509494e+12,12,random,4,rows,rows,helper,A3,"{""safe"":[""A1"",""B2"",""B3"",""C3"",""A2""],""unsafe"":[""B1"",""C2""]}"
full_sample,9147-9a217a12-f45e-4cde-b4ef-031b2018f085,1.550782512675e+12,5,random,2,rows,columns,leader,C1,"{""safe"":[""A1"",""B3"",""C2"",""A2""],""unsafe"":[""B2""]}"
full_sample,0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1,1.550782514619e+12,0,practice,1,columns,rows,helper,C1,"{""safe"":[""C2"",""C3""],""unsafe"":[]}"
full_sample,6135-1b049e2a-565c-47c4-9926-61c37a69d174,1.550782518831e+12,1,practice,1,columns,columns,leader,C3,"{""safe"":[""A3"",""B3""],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782524138e+12,17,random,1,columns,columns,leader,B2,"{""safe"":[""A2"",""C2""],""unsafe"":[]}"
full_sample,3644-23017109-8f57-4c66-b4e3-fe76a7b036cf,1.550782525046e+12,1,practice,1,rows,rows,leader,B3,"{""safe"":[""B1"",""B2""],""unsafe"":[]}"
full_sample,9147-9a217a12-f45e-4cde-b4ef-031b2018f085,1.550782536691e+12,5,random,3,rows,columns,leader,B1,"{""safe"":[""A1"",""B3"",""C2"",""A2"",""C1"",""C3""],""unsafe"":[""B2""]}"
full_sample,5389-de8b97ca-e8af-41c3-af43-ac3c41a40c3e,1.550782540472e+12,7,random,1,rows,rows,leader,A3,"{""safe"":[""A1"",""A2"",""B1""],""unsafe"":[]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782541816e+12,5,random,1,rows,rows,leader,A2,"{""safe"":[""A1"",""B1""],""unsafe"":[]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782550729e+12,5,random,2,rows,rows,leader,A3,"{""safe"":[""A1"",""B1"",""A2""],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782557855e+12,14,blocked,1,rows,rows,helper,A2,"{""safe"":[""A3""],""unsafe"":[]}"
full_sample,3846-8aec7c5f-487e-48c8-ae96-4470d035fb06,1.550782561706e+12,1,practice,1,columns,columns,leader,A1,"{""safe"":[""B1"",""C1""],""unsafe"":[]}"
full_sample,0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1,1.550782565896e+12,2,random,1,rows,rows,helper,C2,"{""safe"":[""A2"",""B3"",""C1"",""C3""],""unsafe"":[]}"
full_sample,3644-23017109-8f57-4c66-b4e3-fe76a7b036cf,1.550782568883e+12,3,random,1,rows,rows,leader,C3,"{""safe"":[""B1"",""C2""],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782570046e+12,14,blocked,2,rows,rows,helper,C2,"{""safe"":[""A3""],""unsafe"":[""A2""]}"
full_sample,5389-de8b97ca-e8af-41c3-af43-ac3c41a40c3e,1.550782570293e+12,9,random,1,columns,columns,leader,B3,"{""safe"":[""A2"",""A3"",""C1"",""C3""],""unsafe"":[]}"
full_sample,8814-17007d74-465d-423c-8164-e03a1afe90ca,1.550782570616e+12,7,blocked,1,rows,rows,leader,A3,"{""safe"":[""A2""],""unsafe"":[]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782584336e+12,7,empty,1,rows,columns,leader,B3,"{""safe"":[],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782584925e+12,14,blocked,3,rows,rows,helper,B2,"{""safe"":[""A3"",""B1""],""unsafe"":[""A2"",""C2""]}"
full_sample,0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1,1.550782589223e+12,2,random,2,columns,rows,helper,B1,"{""safe"":[""A2"",""B3"",""C1"",""C3""],""unsafe"":[""C2""]}"
full_sample,3644-23017109-8f57-4c66-b4e3-fe76a7b036cf,1.550782590437e+12,3,random,2,rows,rows,leader,B2,"{""safe"":[""B1"",""C2"",""B3""],""unsafe"":[""C3""]}"
full_sample,8814-17007d74-465d-423c-8164-e03a1afe90ca,1.550782591147e+12,7,blocked,2,rows,rows,leader,B3,"{""safe"":[""A2"",""B1""],""unsafe"":[""A3""]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782592229e+12,14,blocked,4,rows,rows,helper,B3,"{""safe"":[""A3"",""B1"",""B2""],""unsafe"":[""A2"",""C2""]}"
full_sample,5644-f8312517-bbfa-4e16-96aa-6165a5f58373,1.5507825949e+12,1,practice,1,columns,columns,leader,A3,"{""safe"":[""B3"",""C3""],""unsafe"":[]}"
full_sample,9147-9a217a12-f45e-4cde-b4ef-031b2018f085,1.550782595329e+12,5,random,4,rows,columns,leader,A3,"{""safe"":[""A1"",""B3"",""C2"",""A2"",""C1"",""C3""],""unsafe"":[""B2"",""B1""]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782597319e+12,7,empty,2,columns,columns,leader,A3,"{""safe"":[""B3""],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782600272e+12,19,blocked,1,columns,columns,leader,A3,"{""safe"":[""C3""],""unsafe"":[]}"
full_sample,0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1,1.550782605118e+12,2,random,3,rows,rows,helper,B2,"{""safe"":[""A2"",""B3"",""C1"",""C3"",""B1""],""unsafe"":[""C2""]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782605677e+12,7,empty,3,rows,columns,leader,C3,"{""safe"":[""B3"",""A3""],""unsafe"":[]}"
full_sample,3644-23017109-8f57-4c66-b4e3-fe76a7b036cf,1.550782618703e+12,5,random,1,rows,rows,leader,A2,"{""safe"":[""A1"",""A3"",""C2""],""unsafe"":[]}"
full_sample,5389-de8b97ca-e8af-41c3-af43-ac3c41a40c3e,1.550782620849e+12,11,random,1,not sure,rows,leader,A3,"{""safe"":[""A1"",""B3"",""C2""],""unsafe"":[]}"
full_sample,1176-ee940788-dc30-4bb6-bf8c-d47ec34a5ab9,1.550782621081e+12,19,blocked,2,columns,columns,leader,B1,"{""safe"":[""C3"",""A1""],""unsafe"":[""A3""]}"
full_sample,8814-17007d74-465d-423c-8164-e03a1afe90ca,1.550782627263e+12,9,random,1,rows,rows,leader,C2,"{""safe"":[""C1"",""C3""],""unsafe"":[]}"
full_sample,3846-8aec7c5f-487e-48c8-ae96-4470d035fb06,1.550782629496e+12,3,random,1,columns,rows,leader,C3,"{""safe"":[""A3"",""B3"",""C1"",""C2""],""unsafe"":[]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782634386e+12,9,random,1,rows,rows,leader,A2,"{""safe"":[""A1"",""A3"",""C3""],""unsafe"":[]}"
full_sample,9147-9a217a12-f45e-4cde-b4ef-031b2018f085,1.550782635265e+12,7,empty,1,rows,columns,leader,B2,"{""safe"":[],""unsafe"":[]}"
full_sample,0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1,1.550782639548e+12,4,random,1,rows,rows,helper,C1,"{""safe"":[""A1"",""C2"",""C3""],""unsafe"":[]}"
full_sample,5644-f8312517-bbfa-4e16-96aa-6165a5f58373,1.550782639807e+12,3,random,1,columns,columns,leader,B2,"{""safe"":[""A2"",""B1"",""C1"",""C2""],""unsafe"":[]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782652763e+12,9,random,2,rows,rows,leader,B2,"{""safe"":[""A1"",""A3"",""C3"",""B3""],""unsafe"":[""A2""]}"
full_sample,3990-74bdbbc1-b75f-4a76-a147-99b6e49747fb,1.550782656073e+12,0,practice,1,rows,rows,helper,B3,"{""safe"":[""B1"",""B2""],""unsafe"":[]}"
full_sample,5389-de8b97ca-e8af-41c3-af43-ac3c41a40c3e,1.550782657341e+12,11,random,2,rows,rows,leader,B1,"{""safe"":[""A1"",""B3"",""C2"",""A3""],""unsafe"":[""A2""]}"
full_sample,8814-17007d74-465d-423c-8164-e03a1afe90ca,1.550782658783e+12,11,random,1,not sure,rows,leader,A3,"{""safe"":[""A1"",""A2"",""B3"",""C1""],""unsafe"":[]}"
full_sample,3846-8aec7c5f-487e-48c8-ae96-4470d035fb06,1.55078266015e+12,5,random,1,rows,columns,leader,A1,"{""safe"":[""A3"",""B2"",""C1""],""unsafe"":[]}"
full_sample,9147-9a217a12-f45e-4cde-b4ef-031b2018f085,1.550782661393e+12,7,empty,2,rows,columns,leader,A3,"{""safe"":[""B2"",""B3""],""unsafe"":[]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782668078e+12,9,random,3,rows,rows,leader,C2,"{""safe"":[""A1"",""A3"",""C3"",""B3""],""unsafe"":[""A2"",""B2""]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782670013e+12,16,pragmatic,1,rows,rows,helper,C1,"{""safe"":[""C2""],""unsafe"":[]}"
full_sample,3644-23017109-8f57-4c66-b4e3-fe76a7b036cf,1.550782674272e+12,7,random,1,rows,rows,leader,B3,"{""safe"":[""A1"",""B2""],""unsafe"":[]}"
full_sample,3846-8aec7c5f-487e-48c8-ae96-4470d035fb06,1.550782674871e+12,5,random,2,columns,columns,leader,B1,"{""safe"":[""A3"",""B2"",""C1"",""A1""],""unsafe"":[]}"
full_sample,8814-17007d74-465d-423c-8164-e03a1afe90ca,1.550782676566e+12,11,random,2,rows,rows,leader,C2,"{""safe"":[""A1"",""A2"",""B3"",""C1"",""C3""],""unsafe"":[""A3""]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782677651e+12,9,random,4,rows,rows,leader,C1,"{""safe"":[""A1"",""A3"",""C3"",""B3"",""C2""],""unsafe"":[""A2"",""B2""]}"
full_sample,5389-de8b97ca-e8af-41c3-af43-ac3c41a40c3e,1.550782680204e+12,11,random,3,columns,rows,leader,C1,"{""safe"":[""A1"",""B3"",""C2"",""A3"",""C3""],""unsafe"":[""A2"",""B1""]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782681533e+12,16,pragmatic,2,rows,rows,helper,C3,"{""safe"":[""C2"",""C1""],""unsafe"":[]}"
full_sample,9147-9a217a12-f45e-4cde-b4ef-031b2018f085,1.550782686619e+12,7,empty,3,rows,columns,leader,C3,"{""safe"":[""B2"",""B3"",""A3""],""unsafe"":[""A1""]}"
full_sample,3644-23017109-8f57-4c66-b4e3-fe76a7b036cf,1.550782694449e+12,7,random,2,columns,rows,leader,A3,"{""safe"":[""A1"",""B2"",""C3""],""unsafe"":[""B3""]}"
full_sample,5644-f8312517-bbfa-4e16-96aa-6165a5f58373,1.550782701941e+12,5,random,1,not sure,rows,leader,B3,"{""safe"":[""A1"",""B2"",""C2""],""unsafe"":[]}"
full_sample,0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1,1.550782704539e+12,6,pragmatic,1,rows,columns,helper,A1,"{""safe"":[""B1""],""unsafe"":[]}"
full_sample,5389-de8b97ca-e8af-41c3-af43-ac3c41a40c3e,1.550782712657e+12,13,empty,1,not sure,columns,leader,C1,"{""safe"":[],""unsafe"":[]}"
full_sample,3846-8aec7c5f-487e-48c8-ae96-4470d035fb06,1.55078271359e+12,7,random,1,rows,rows,leader,C1,"{""safe"":[""A1"",""B2"",""B3"",""C2"",""C3""],""unsafe"":[]}"
full_sample,0876-6bf129a0-5ded-42ad-a9ff-2294088c92c1,1.550782713771e+12,6,pragmatic,2,columns,columns,helper,C1,"{""safe"":[""B1"",""A1""],""unsafe"":[]}"
full_sample,4491-0e9b60a2-420a-4821-a4cf-0b379ccac248,1.550782714493e+12,11,pragmatic,1,rows,rows,leader,A3,"{""safe"":[""A2""],""unsafe"":[]}"
full_sample,8814-17007d74-465d-423c-8164-e03a1afe90ca,1.550782715109e+12,13,random,1,columns,columns,leader,B2,"{""safe"":[""A2"",""B3"",""C2""],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782716717e+12,18,random,1,rows,rows,helper,B2,"{""safe"":[""B3"",""C3""],""unsafe"":[]}"
full_sample,3644-23017109-8f57-4c66-b4e3-fe76a7b036cf,1.550782725656e+12,7,random,3,rows,rows,leader,C1,"{""safe"":[""A1"",""B2"",""C3"",""A3"",""C2""],""unsafe"":[""B3""]}"
full_sample,3990-74bdbbc1-b75f-4a76-a147-99b6e49747fb,1.550782727144e+12,2,random,1,columns,columns,helper,A3,"{""safe"":[""B1"",""B3"",""C2"",""C3""],""unsafe"":[]}"
full_sample,6884-6b4feaac-b864-43d6-852f-6ec069a576d8,1.550782728493e+12,18,random,2,rows,rows,helper,C1,"{""safe"":[""B3"",""C3""],""unsafe"":[""B2""]}"
