paramType,parameter,item1,item2,value,prob
predictive,mansion,branching,places,whereIsMansion?,0.9982147544571979,0.0020000000000000044
predictive,mansion,branching,places,whereIsHouse?,0.0010175811580209796,0.0020000000000000044
predictive,mansion,branching,places,whereIsBuilding?,0.0002503732135340323,0.0020000000000000044
predictive,office,branching,places,whereIsPlace?,0.0334845841667253,0.0020000000000000044
predictive,office,branching,places,whereIsMansion?,0.0026900366888840447,0.0020000000000000044
predictive,office,branching,places,whereIsHouse?,0.0026900366888840447,0.0020000000000000044
predictive,office,branching,places,whereIsBuilding?,0.9611353424555068,0.0020000000000000044
predictive,park,branching,places,whereIsPlace?,0.8276946757750595,0.0020000000000000044
predictive,park,branching,places,whereIsMansion?,0.05743510807498032,0.0020000000000000044
predictive,park,branching,places,whereIsHouse?,0.05743510807498032,0.0020000000000000044
predictive,park,branching,places,whereIsBuilding?,0.05743510807498032,0.0020000000000000044
predictive,carrot,branching,plants,whereIsPlant?,0.00008314165359919217,0.0020000000000000044
predictive,carrot,branching,plants,whereIsLiving plant?,0.00012924632918391213,0.0020000000000000044
predictive,carrot,branching,plants,whereIsFood?,0.0020647160617905075,0.0020000000000000044
predictive,carrot,branching,plants,whereIsCarrot?,0.9977228959554271,0.0020000000000000044
predictive,dead flower,branching,plants,whereIsPlant?,0.7386466107320988,0.0020000000000000044
predictive,dead flower,branching,plants,whereIsLiving plant?,0.09251821116366804,0.0020000000000000044
predictive,dead flower,branching,plants,whereIsFood?,0.08959226416792625,0.0020000000000000044
predictive,dead flower,branching,plants,whereIsCarrot?,0.0792429139363076,0.0020000000000000044
predictive,tomatos,branching,plants,whereIsPlant?,0.06579415025354401,0.0020000000000000044
predictive,tomatos,branching,plants,whereIsLiving plant?,0.3194842304314296,0.0020000000000000044
predictive,tomatos,branching,plants,whereIsFood?,0.6132867114129679,0.0020000000000000044
predictive,tomatos,branching,plants,whereIsCarrot?,0.0014349079020588799,0.0020000000000000044
predictive,sunflower,branching,plants,whereIsPlant?,0.46972688960401776,0.0020000000000000044
predictive,sunflower,branching,plants,whereIsLiving plant?,0.496813285455296,0.0020000000000000044
predictive,sunflower,branching,plants,whereIsFood?,0.016729912470342962,0.0020000000000000044
predictive,sunflower,branching,plants,whereIsCarrot?,0.016729912470342962,0.0020000000000000044
predictive,iron skillet,overlapping,artifact,whereIsThing?,0.0002767870291941898,0.0020000000000000044
predictive,iron skillet,overlapping,artifact,whereIsSkillet?,0.9877399633395241,0.0020000000000000044
predictive,iron skillet,overlapping,artifact,whereIsSeat?,0.00001274816571766907,0.0020000000000000044
predictive,iron skillet,overlapping,artifact,whereIsMetal thing?,0.011970501465562753,0.0020000000000000044
predictive,metal chair,overlapping,artifact,whereIsThing?,0.04654398167600371,0.0020000000000000044
predictive,metal chair,overlapping,artifact,whereIsSkillet?,0.005389680964430212,0.0020000000000000044
predictive,metal chair,overlapping,artifact,whereIsSeat?,0.503339498343406,0.0020000000000000044
predictive,metal chair,overlapping,artifact,whereIsMetal thing?,0.44472683901616034,0.0020000000000000044
predictive,wooden chair,overlapping,artifact,whereIsThing?,0.00534603251872816,0.0020000000000000044
predictive,wooden chair,overlapping,artifact,whereIsSkillet?,0.0011959950395215287,0.0020000000000000044
predictive,wooden chair,overlapping,artifact,whereIsSeat?,0.9922619774022288,0.0020000000000000044
predictive,wooden chair,overlapping,artifact,whereIsMetal thing?,0.0011959950395215287,0.0020000000000000044
predictive,wooden ruler,overlapping,artifact,whereIsThing?,0.9685690405028105,0.0020000000000000044
predictive,wooden ruler,overlapping,artifact,whereIsSkillet?,0.010476986499063234,0.0020000000000000044
predictive,wooden ruler,overlapping,artifact,whereIsSeat?,0.010476986499063234,0.0020000000000000044
predictive,wooden ruler,overlapping,artifact,whereIsMetal thing?,0.010476986499063234,0.0020000000000000044
predictive,golden retriever,overlapping,animals,whereIsPet?,0.9132816723219054,0.0020000000000000044
predictive,golden retriever,overlapping,animals,whereIsLion?,0.004472402275883074,0.0020000000000000044
predictive,golden retriever,overlapping,animals,whereIsCat?,0.005069847871793616,0.0020000000000000044
predictive,golden retriever,overlapping,animals,whereIsAnimal?,0.07717607753041782,0.0020000000000000044
predictive,house cat,overlapping,animals,whereIsPet?,0.11122584168861245,0.0020000000000000044
predictive,house cat,overlapping,animals,whereIsLion?,0.0002931397130667633,0.0020000000000000044
predictive,house cat,overlapping,animals,whereIsCat?,0.884620525184642,0.0020000000000000044
predictive,house cat,overlapping,animals,whereIsAnimal?,0.0038604934136786014,0.0020000000000000044
predictive,lion,overlapping,animals,whereIsPet?,0.000012892777019220728,0.0020000000000000044
predictive,lion,overlapping,animals,whereIsLion?,0.9989445840556747,0.0020000000000000044
predictive,lion,overlapping,animals,whereIsCat?,0.0002920148753906404,0.0020000000000000044
predictive,lion,overlapping,animals,whereIsAnimal?,0.000750508291914924,0.0020000000000000044
predictive,whale,overlapping,animals,whereIsPet?,0.11290493024463441,0.0020000000000000044
predictive,whale,overlapping,animals,whereIsLion?,0.11290493024463441,0.0020000000000000044
predictive,whale,overlapping,animals,whereIsCat?,0.11290493024463441,0.0020000000000000044
predictive,whale,overlapping,animals,whereIsAnimal?,0.6612852092660969,0.0020000000000000044
predictive,diner,overlapping,places,whereIsRestaurant?,0.01545595541453336,0.0020000000000000044
predictive,diner,overlapping,places,whereIsPlace?,0.00038561990661685605,0.0020000000000000044
predictive,diner,overlapping,places,whereIsDiner?,0.9841407699347478,0.0020000000000000044
predictive,diner,overlapping,places,whereIsBar?,0.000017654744101319197,0.0020000000000000044
predictive,dive bar,overlapping,places,whereIsRestaurant?,0.018479575856797475,0.0020000000000000044
predictive,dive bar,overlapping,places,whereIsPlace?,0.16515778486647067,0.0020000000000000044
predictive,dive bar,overlapping,places,whereIsDiner?,0.01663153285200411,0.0020000000000000044
predictive,dive bar,overlapping,places,whereIsBar?,0.7997311064247279,0.0020000000000000044
predictive,hotel lobby,overlapping,places,whereIsRestaurant?,0.04661981729915835,0.0020000000000000044
predictive,hotel lobby,overlapping,places,whereIsPlace?,0.009476950299025847,0.0020000000000000044
predictive,hotel lobby,overlapping,places,whereIsDiner?,0.0008135212860776236,0.0020000000000000044
predictive,hotel lobby,overlapping,places,whereIsBar?,0.9430897111157386,0.0020000000000000044
predictive,park,overlapping,places,whereIsRestaurant?,0.039902141736460325,0.0020000000000000044
predictive,park,overlapping,places,whereIsPlace?,0.8802935747906184,0.0020000000000000044
predictive,park,overlapping,places,whereIsDiner?,0.039902141736460325,0.0020000000000000044
predictive,park,overlapping,places,whereIsBar?,0.039902141736460325,0.0020000000000000044
predictive,carrots,overlapping,plants,whereIsPlant?,0.0000736308319347246,0.0020000000000000044
predictive,carrots,overlapping,plants,whereIsLeaves?,0.000012290178344769995,0.0020000000000000044
predictive,carrots,overlapping,plants,whereIsFood?,0.04765941141241796,0.0020000000000000044
predictive,carrots,overlapping,plants,whereIsCarrots?,0.9522546675773028,0.0020000000000000044
predictive,lettuce,overlapping,plants,whereIsPlant?,0.13475594095150698,0.0020000000000000044
predictive,lettuce,overlapping,plants,whereIsLeaves?,0.6024045945616162,0.0020000000000000044
predictive,lettuce,overlapping,plants,whereIsFood?,0.2503116139078984,0.0020000000000000044
predictive,lettuce,overlapping,plants,whereIsCarrots?,0.012527850578977992,0.0020000000000000044
predictive,oak,overlapping,plants,whereIsPlant?,0.03715483839494508,0.0020000000000000044
predictive,oak,overlapping,plants,whereIsLeaves?,0.961651545924637,0.0020000000000000044
predictive,oak,overlapping,plants,whereIsFood?,0.0005968078402089813,0.0020000000000000044
predictive,oak,overlapping,plants,whereIsCarrots?,0.0005968078402089813,0.0020000000000000044
predictive,flower,overlapping,plants,whereIsPlant?,0.8655469400881242,0.0020000000000000044
predictive,flower,overlapping,plants,whereIsLeaves?,0.04481768663729183,0.0020000000000000044
predictive,flower,overlapping,plants,whereIsFood?,0.04481768663729183,0.0020000000000000044
predictive,flower,overlapping,plants,whereIsCarrots?,0.04481768663729183,0.0020000000000000044
predictive,iron skillet,equivocal,artifact,whereIsSeat?,0.01273769260094558,0.0020000000000000044
predictive,iron skillet,equivocal,artifact,whereIsMetal thing?,0.9872623073990547,0.0020000000000000044
predictive,metal chair,equivocal,artifact,whereIsSeat?,0.3484471441837584,0.0020000000000000044
predictive,metal chair,equivocal,artifact,whereIsMetal thing?,0.6515528558162414,0.0020000000000000044
predictive,metal stool,equivocal,artifact,whereIsSeat?,0.3468938749573711,0.0020000000000000044
predictive,metal stool,equivocal,artifact,whereIsMetal thing?,0.653106125042629,0.0020000000000000044
predictive,wooden chair,equivocal,artifact,whereIsSeat?,0.9963485141957134,0.0020000000000000044
predictive,wooden chair,equivocal,artifact,whereIsMetal thing?,0.003651485804286882,0.0020000000000000044
predictive,angler fish,equivocal,animals,whereIsPet?,0.07599555069776538,0.0020000000000000044
predictive,angler fish,equivocal,animals,whereIsFish?,0.9240044493022348,0.0020000000000000044
predictive,betta fish,equivocal,animals,whereIsPet?,0.24727700430623992,0.0020000000000000044
predictive,betta fish,equivocal,animals,whereIsFish?,0.7527229956937602,0.0020000000000000044
predictive,goldfish,equivocal,animals,whereIsPet?,0.04765142207394232,0.0020000000000000044
predictive,goldfish,equivocal,animals,whereIsFish?,0.9523485779260578,0.0020000000000000044
predictive,dalmatian,equivocal,animals,whereIsPet?,0.9986499313408395,0.0020000000000000044
predictive,dalmatian,equivocal,animals,whereIsFish?,0.0013500686591600124,0.0020000000000000044
predictive,ice hotel room,equivocal,places,whereIsOutdoor place?,0.07981397213439842,0.0020000000000000044
predictive,ice hotel room,equivocal,places,whereIsCold place?,0.920186027865602,0.0020000000000000044
predictive,snowy forest,equivocal,places,whereIsOutdoor place?,0.4108204504356268,0.0020000000000000044
predictive,snowy forest,equivocal,places,whereIsCold place?,0.589179549564373,0.0020000000000000044
predictive,snowy mountain,equivocal,places,whereIsOutdoor place?,0.12785996161196,0.0020000000000000044
predictive,snowy mountain,equivocal,places,whereIsCold place?,0.8721400383880398,0.0020000000000000044
predictive,sunny beach,equivocal,places,whereIsOutdoor place?,0.9912113475373677,0.0020000000000000044
predictive,sunny beach,equivocal,places,whereIsCold place?,0.008788652462632177,0.0020000000000000044
predictive,burger,equivocal,plants,whereIsPlant?,0.0022977916091592096,0.0020000000000000044
predictive,burger,equivocal,plants,whereIsFood?,0.997702208390841,0.0020000000000000044
predictive,carrot,equivocal,plants,whereIsPlant?,0.4422915308563225,0.0020000000000000044
predictive,carrot,equivocal,plants,whereIsFood?,0.5577084691436777,0.0020000000000000044
predictive,sunflower,equivocal,plants,whereIsPlant?,0.971091570312862,0.0020000000000000044
predictive,sunflower,equivocal,plants,whereIsFood?,0.02890842968713769,0.0020000000000000044
predictive,tomatos,equivocal,plants,whereIsPlant?,0.9421922206555394,0.0020000000000000044
predictive,tomatos,equivocal,plants,whereIsFood?,0.05780777934446094,0.0020000000000000044
parameter,alpha,global,global,global,10.24780837353319,0.0020000000000000044
parameter,beta,global,global,global,0.4679678534157574,0.0020000000000000044
parameter,expVsPrag,global,global,global,false,0.0020000000000000044
predictive,couch,branching,artifact,whereIsThing?,0.00013577858183045876,0.008000000000000018
predictive,couch,branching,artifact,whereIsSeat?,0.00209596135420764,0.008000000000000018
predictive,couch,branching,artifact,whereIsFurniture?,0.0012220052868670756,0.008000000000000018
predictive,couch,branching,artifact,whereIsCouch?,0.9965462547770952,0.008000000000000018
predictive,chair,branching,artifact,whereIsThing?,0.026313668920163246,0.008000000000000018
predictive,chair,branching,artifact,whereIsSeat?,0.9190498896985034,0.008000000000000018
predictive,chair,branching,artifact,whereIsFurniture?,0.05270347234736952,0.008000000000000018
predictive,chair,branching,artifact,whereIsCouch?,0.0019329690339639296,0.008000000000000018
predictive,table,branching,artifact,whereIsThing?,0.32078500115619957,0.008000000000000018
predictive,table,branching,artifact,whereIsSeat?,0.021285626319321203,0.008000000000000018
predictive,table,branching,artifact,whereIsFurniture?,0.636643746205158,0.008000000000000018
predictive,table,branching,artifact,whereIsCouch?,0.021285626319321203,0.008000000000000018
predictive,lawnmower,branching,artifact,whereIsThing?,0.9226309588490053,0.008000000000000018
predictive,lawnmower,branching,artifact,whereIsSeat?,0.025789680383665033,0.008000000000000018
predictive,lawnmower,branching,artifact,whereIsFurniture?,0.025789680383665033,0.008000000000000018
predictive,lawnmower,branching,artifact,whereIsCouch?,0.025789680383665033,0.008000000000000018
predictive,dalmatian,branching,animals,whereIsPet?,0.0006877506782462533,0.008000000000000018
predictive,dalmatian,branching,animals,whereIsDog?,0.006708501163047787,0.008000000000000018
predictive,dalmatian,branching,animals,whereIsDalmatian?,0.9923282067211606,0.008000000000000018
predictive,dalmatian,branching,animals,whereIsAnimal?,0.0002755414375441011,0.008000000000000018
predictive,poodle,branching,animals,whereIsPet?,0.15949400536288813,0.008000000000000018
predictive,poodle,branching,animals,whereIsDog?,0.7711842850954455,0.008000000000000018
predictive,poodle,branching,animals,whereIsDalmatian?,0.005213487471631131,0.008000000000000018
predictive,poodle,branching,animals,whereIsAnimal?,0.06410822207003566,0.008000000000000018
predictive,siamese cat,branching,animals,whereIsPet?,0.7069110441027951,0.008000000000000018
predictive,siamese cat,branching,animals,whereIsDog?,0.014988441878328592,0.008000000000000018
predictive,siamese cat,branching,animals,whereIsDalmatian?,0.014988441878328592,0.008000000000000018
predictive,siamese cat,branching,animals,whereIsAnimal?,0.2631120721405478,0.008000000000000018
predictive,whale,branching,animals,whereIsPet?,0.05080282613984567,0.008000000000000018
predictive,whale,branching,animals,whereIsDog?,0.05080282613984567,0.008000000000000018
predictive,whale,branching,animals,whereIsDalmatian?,0.05080282613984567,0.008000000000000018
predictive,whale,branching,animals,whereIsAnimal?,0.8475915215804632,0.008000000000000018
predictive,cottage,branching,places,whereIsPlace?,0.028555000448462705,0.008000000000000018
predictive,cottage,branching,places,whereIsMansion?,0.002027554379418181,0.008000000000000018
predictive,cottage,branching,places,whereIsHouse?,0.917901809448336,0.008000000000000018
predictive,cottage,branching,places,whereIsBuilding?,0.051515635723783024,0.008000000000000018
predictive,mansion,branching,places,whereIsPlace?,0.00030137353862783864,0.008000000000000018
predictive,mansion,branching,places,whereIsMansion?,0.9970910714658932,0.008000000000000018
predictive,mansion,branching,places,whereIsHouse?,0.0022024756328179206,0.008000000000000018
predictive,mansion,branching,places,whereIsBuilding?,0.0004050793626608986,0.008000000000000018
predictive,office,branching,places,whereIsPlace?,0.1309544840524969,0.008000000000000018
predictive,office,branching,places,whereIsMansion?,0.00878900917710127,0.008000000000000018
predictive,office,branching,places,whereIsHouse?,0.00878900917710127,0.008000000000000018
predictive,office,branching,places,whereIsBuilding?,0.8514674975933008,0.008000000000000018
predictive,park,branching,places,whereIsPlace?,0.8401420054765059,0.008000000000000018
predictive,park,branching,places,whereIsMansion?,0.05328599817449819,0.008000000000000018
predictive,park,branching,places,whereIsHouse?,0.05328599817449819,0.008000000000000018
predictive,park,branching,places,whereIsBuilding?,0.05328599817449819,0.008000000000000018
predictive,carrot,branching,plants,whereIsPlant?,0.00014874799457274392,0.008000000000000018
predictive,carrot,branching,plants,whereIsLiving plant?,0.000313724089119443,0.008000000000000018
predictive,carrot,branching,plants,whereIsFood?,0.0028936648446982217,0.008000000000000018
predictive,carrot,branching,plants,whereIsCarrot?,0.9966438630716099,0.008000000000000018
predictive,dead flower,branching,plants,whereIsPlant?,0.8107662509786712,0.008000000000000018
predictive,dead flower,branching,plants,whereIsLiving plant?,0.06459333374199594,0.008000000000000018
predictive,dead flower,branching,plants,whereIsFood?,0.06379678952365692,0.008000000000000018
predictive,dead flower,branching,plants,whereIsCarrot?,0.060843625755676464,0.008000000000000018
predictive,tomatos,branching,plants,whereIsPlant?,0.056689078725739896,0.008000000000000018
predictive,tomatos,branching,plants,whereIsLiving plant?,0.18560600826206403,0.008000000000000018
predictive,tomatos,branching,plants,whereIsFood?,0.7554052089937329,0.008000000000000018
predictive,tomatos,branching,plants,whereIsCarrot?,0.0022997040184634613,0.008000000000000018
predictive,sunflower,branching,plants,whereIsPlant?,0.34296667460352315,0.008000000000000018
predictive,sunflower,branching,plants,whereIsLiving plant?,0.6234053228428124,0.008000000000000018
predictive,sunflower,branching,plants,whereIsFood?,0.016814001276832448,0.008000000000000018
predictive,sunflower,branching,plants,whereIsCarrot?,0.016814001276832448,0.008000000000000018
predictive,iron skillet,overlapping,artifact,whereIsThing?,0.00023696188838575474,0.008000000000000018
predictive,iron skillet,overlapping,artifact,whereIsSkillet?,0.9940393689345719,0.008000000000000018
predictive,iron skillet,overlapping,artifact,whereIsSeat?,0.000012829468357462006,0.008000000000000018
predictive,iron skillet,overlapping,artifact,whereIsMetal thing?,0.00571083970868601,0.008000000000000018
predictive,metal chair,overlapping,artifact,whereIsThing?,0.034912719004786937,0.008000000000000018
predictive,metal chair,overlapping,artifact,whereIsSkillet?,0.0026984397091366842,0.008000000000000018
predictive,metal chair,overlapping,artifact,whereIsSeat?,0.492693412521293,0.008000000000000018
predictive,metal chair,overlapping,artifact,whereIsMetal thing?,0.46969542876478315,0.008000000000000018
predictive,wooden chair,overlapping,artifact,whereIsThing?,0.022991566951683872,0.008000000000000018
predictive,wooden chair,overlapping,artifact,whereIsSkillet?,0.002291529193288318,0.008000000000000018
predictive,wooden chair,overlapping,artifact,whereIsSeat?,0.9724253746617395,0.008000000000000018
predictive,wooden chair,overlapping,artifact,whereIsMetal thing?,0.002291529193288318,0.008000000000000018
predictive,wooden ruler,overlapping,artifact,whereIsThing?,0.9150514776333178,0.008000000000000018
predictive,wooden ruler,overlapping,artifact,whereIsSkillet?,0.02831617412222744,0.008000000000000018
predictive,wooden ruler,overlapping,artifact,whereIsSeat?,0.02831617412222744,0.008000000000000018
predictive,wooden ruler,overlapping,artifact,whereIsMetal thing?,0.02831617412222744,0.008000000000000018
predictive,golden retriever,overlapping,animals,whereIsPet?,0.9287316132135159,0.008000000000000018
predictive,golden retriever,overlapping,animals,whereIsLion?,0.003760434191009921,0.008000000000000018
predictive,golden retriever,overlapping,animals,whereIsCat?,0.003946966511401946,0.008000000000000018
predictive,golden retriever,overlapping,animals,whereIsAnimal?,0.0635609860840728,0.008000000000000018
predictive,house cat,overlapping,animals,whereIsPet?,0.30499896263544385,0.008000000000000018
predictive,house cat,overlapping,animals,whereIsLion?,0.0009722001264682877,0.008000000000000018
predictive,house cat,overlapping,animals,whereIsCat?,0.6792245075937371,0.008000000000000018
predictive,house cat,overlapping,animals,whereIsAnimal?,0.014804329644350016,0.008000000000000018
predictive,lion,overlapping,animals,whereIsPet?,0.000012884167515515172,0.008000000000000018
predictive,lion,overlapping,animals,whereIsLion?,0.9982775115479248,0.008000000000000018
predictive,lion,overlapping,animals,whereIsCat?,0.001361344887069468,0.008000000000000018
predictive,lion,overlapping,animals,whereIsAnimal?,0.0003482593974912009,0.008000000000000018
predictive,whale,overlapping,animals,whereIsPet?,0.07073706914659139,0.008000000000000018
predictive,whale,overlapping,animals,whereIsLion?,0.07073706914659139,0.008000000000000018
predictive,whale,overlapping,animals,whereIsCat?,0.07073706914659139,0.008000000000000018
predictive,whale,overlapping,animals,whereIsAnimal?,0.7877887925602257,0.008000000000000018
predictive,diner,overlapping,places,whereIsRestaurant?,0.006307952147547031,0.008000000000000018
predictive,diner,overlapping,places,whereIsPlace?,0.00026953820139853565,0.008000000000000018
predictive,diner,overlapping,places,whereIsDiner?,0.9934079501465556,0.008000000000000018
predictive,diner,overlapping,places,whereIsBar?,0.000014559504498467615,0.008000000000000018
predictive,dive bar,overlapping,places,whereIsRestaurant?,0.006633893820915091,0.008000000000000018
predictive,dive bar,overlapping,places,whereIsPlace?,0.08697513261574755,0.008000000000000018
predictive,dive bar,overlapping,places,whereIsDiner?,0.006369422705921708,0.008000000000000018
predictive,dive bar,overlapping,places,whereIsBar?,0.900021550857416,0.008000000000000018
predictive,hotel lobby,overlapping,places,whereIsRestaurant?,0.23276964227242844,0.008000000000000018
predictive,hotel lobby,overlapping,places,whereIsPlace?,0.022357381650307456,0.008000000000000018
predictive,hotel lobby,overlapping,places,whereIsDiner?,0.0015394143915194725,0.008000000000000018
predictive,hotel lobby,overlapping,places,whereIsBar?,0.7433335616857453,0.008000000000000018
predictive,park,overlapping,places,whereIsRestaurant?,0.04632990962358495,0.008000000000000018
predictive,park,overlapping,places,whereIsPlace?,0.8610102711292447,0.008000000000000018
predictive,park,overlapping,places,whereIsDiner?,0.04632990962358495,0.008000000000000018
predictive,park,overlapping,places,whereIsBar?,0.04632990962358495,0.008000000000000018
predictive,carrots,overlapping,plants,whereIsPlant?,0.000143549217200738,0.008000000000000018
predictive,carrots,overlapping,plants,whereIsLeaves?,0.000012777452878248183,0.008000000000000018
predictive,carrots,overlapping,plants,whereIsFood?,0.009834513028465669,0.008000000000000018
predictive,carrots,overlapping,plants,whereIsCarrots?,0.9900091603014555,0.008000000000000018
predictive,lettuce,overlapping,plants,whereIsPlant?,0.05478627525402028,0.008000000000000018
predictive,lettuce,overlapping,plants,whereIsLeaves?,0.5497049868126066,0.008000000000000018
predictive,lettuce,overlapping,plants,whereIsFood?,0.39161849394840753,0.008000000000000018
predictive,lettuce,overlapping,plants,whereIsCarrots?,0.0038902439849657165,0.008000000000000018
predictive,oak,overlapping,plants,whereIsPlant?,0.047987644803176285,0.008000000000000018
predictive,oak,overlapping,plants,whereIsLeaves?,0.9485525685993578,0.008000000000000018
predictive,oak,overlapping,plants,whereIsFood?,0.0017298932987329294,0.008000000000000018
predictive,oak,overlapping,plants,whereIsCarrots?,0.0017298932987329294,0.008000000000000018
predictive,flower,overlapping,plants,whereIsPlant?,0.8547468859173184,0.008000000000000018
predictive,flower,overlapping,plants,whereIsLeaves?,0.04841770469422707,0.008000000000000018
predictive,flower,overlapping,plants,whereIsFood?,0.04841770469422707,0.008000000000000018
predictive,flower,overlapping,plants,whereIsCarrots?,0.04841770469422707,0.008000000000000018
predictive,iron skillet,equivocal,artifact,whereIsSeat?,0.018281687295719686,0.008000000000000018
predictive,iron skillet,equivocal,artifact,whereIsMetal thing?,0.9817183127042807,0.008000000000000018
predictive,metal chair,equivocal,artifact,whereIsSeat?,0.4398779032535301,0.008000000000000018
predictive,metal chair,equivocal,artifact,whereIsMetal thing?,0.56012209674647,0.008000000000000018
predictive,metal stool,equivocal,artifact,whereIsSeat?,0.43922646551154165,0.008000000000000018
predictive,metal stool,equivocal,artifact,whereIsMetal thing?,0.5607735344884583,0.008000000000000018
predictive,wooden chair,equivocal,artifact,whereIsSeat?,0.9886751248423375,0.008000000000000018
predictive,wooden chair,equivocal,artifact,whereIsMetal thing?,0.011324875157662409,0.008000000000000018
predictive,angler fish,equivocal,animals,whereIsPet?,0.0366785262634091,0.008000000000000018
predictive,angler fish,equivocal,animals,whereIsFish?,0.9633214737365907,0.008000000000000018
predictive,betta fish,equivocal,animals,whereIsPet?,0.3941700511717672,0.008000000000000018
predictive,betta fish,equivocal,animals,whereIsFish?,0.6058299488282333,0.008000000000000018
predictive,goldfish,equivocal,animals,whereIsPet?,0.23931894039123439,0.008000000000000018
predictive,goldfish,equivocal,animals,whereIsFish?,0.7606810596087655,0.008000000000000018
predictive,dalmatian,equivocal,animals,whereIsPet?,0.9922664959503222,0.008000000000000018
predictive,dalmatian,equivocal,animals,whereIsFish?,0.007733504049677752,0.008000000000000018
predictive,ice hotel room,equivocal,places,whereIsOutdoor place?,0.037410772733532514,0.008000000000000018
predictive,ice hotel room,equivocal,places,whereIsCold place?,0.9625892272664679,0.008000000000000018
predictive,snowy forest,equivocal,places,whereIsOutdoor place?,0.4652504229398733,0.008000000000000018
predictive,snowy forest,equivocal,places,whereIsCold place?,0.534749577060127,0.008000000000000018
predictive,snowy mountain,equivocal,places,whereIsOutdoor place?,0.3227104478236488,0.008000000000000018
predictive,snowy mountain,equivocal,places,whereIsCold place?,0.6772895521763509,0.008000000000000018
predictive,sunny beach,equivocal,places,whereIsOutdoor place?,0.9841441555678894,0.008000000000000018
predictive,sunny beach,equivocal,places,whereIsCold place?,0.015855844432110626,0.008000000000000018
predictive,burger,equivocal,plants,whereIsPlant?,0.009482959669527351,0.008000000000000018
predictive,burger,equivocal,plants,whereIsFood?,0.9905170403304727,0.008000000000000018
predictive,carrot,equivocal,plants,whereIsPlant?,0.4776331819680073,0.008000000000000018
predictive,carrot,equivocal,plants,whereIsFood?,0.5223668180319927,0.008000000000000018
predictive,sunflower,equivocal,plants,whereIsPlant?,0.9749272623546584,0.008000000000000018
predictive,sunflower,equivocal,plants,whereIsFood?,0.025072737645341937,0.008000000000000018
