type,modelLevel,utterance,rationality,response,modelProb
equivocal,literal,Qe:whereIsFish?,9.1,Ae:angler,0.25
equivocal,literal,Qe:whereIsFish?,9.1,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsFish?,9.1,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.1,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.1,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.1,Ae:angler,0.48
equivocal,pragmatic,Qe:whereIsFish?,9.1,Ae:dalmatian,0.02
equivocal,explicit,Qe:whereIsFish?,9.1,Ae:beta,0.33
equivocal,explicit,Qe:whereIsFish?,9.1,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsFish?,9.1,Ae:angler,0.33
equivocal,explicit,Qe:whereIsFish?,9.1,Ae:dalmatian,0.00
equivocal,literal,Qe:whereIsPet?,9.2,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsPet?,9.2,Ae:angler,0.25
equivocal,literal,Qe:whereIsPet?,9.2,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsPet?,9.2,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.2,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.2,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.2,Ae:angler,0.02
equivocal,pragmatic,Qe:whereIsPet?,9.2,Ae:dalmatian,0.48
equivocal,explicit,Qe:whereIsPet?,9.2,Ae:beta,0.33
equivocal,explicit,Qe:whereIsPet?,9.2,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsPet?,9.2,Ae:angler,0.00
equivocal,explicit,Qe:whereIsPet?,9.2,Ae:dalmatian,0.33
equivocal,literal,Qe:whereIsFish?,9.2,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsFish?,9.2,Ae:angler,0.25
equivocal,literal,Qe:whereIsFish?,9.2,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsFish?,9.2,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.2,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.2,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.2,Ae:angler,0.48
equivocal,pragmatic,Qe:whereIsFish?,9.2,Ae:dalmatian,0.02
equivocal,explicit,Qe:whereIsFish?,9.2,Ae:beta,0.33
equivocal,explicit,Qe:whereIsFish?,9.2,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsFish?,9.2,Ae:angler,0.33
equivocal,explicit,Qe:whereIsFish?,9.2,Ae:dalmatian,0.00
equivocal,literal,Qe:whereIsPet?,9.3,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsPet?,9.3,Ae:angler,0.25
equivocal,literal,Qe:whereIsPet?,9.3,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsPet?,9.3,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.3,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.3,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.3,Ae:angler,0.02
equivocal,pragmatic,Qe:whereIsPet?,9.3,Ae:dalmatian,0.48
equivocal,explicit,Qe:whereIsPet?,9.3,Ae:beta,0.33
equivocal,explicit,Qe:whereIsPet?,9.3,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsPet?,9.3,Ae:angler,0.00
equivocal,explicit,Qe:whereIsPet?,9.3,Ae:dalmatian,0.33
equivocal,literal,Qe:whereIsFish?,9.3,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsFish?,9.3,Ae:angler,0.25
equivocal,literal,Qe:whereIsFish?,9.3,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsFish?,9.3,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.3,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.3,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.3,Ae:angler,0.48
equivocal,pragmatic,Qe:whereIsFish?,9.3,Ae:dalmatian,0.02
equivocal,explicit,Qe:whereIsFish?,9.3,Ae:beta,0.33
equivocal,explicit,Qe:whereIsFish?,9.3,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsFish?,9.3,Ae:angler,0.33
equivocal,explicit,Qe:whereIsFish?,9.3,Ae:dalmatian,0.00
equivocal,literal,Qe:whereIsPet?,9.4,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsPet?,9.4,Ae:angler,0.25
equivocal,literal,Qe:whereIsPet?,9.4,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsPet?,9.4,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.4,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.4,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.4,Ae:angler,0.02
equivocal,pragmatic,Qe:whereIsPet?,9.4,Ae:dalmatian,0.48
equivocal,explicit,Qe:whereIsPet?,9.4,Ae:beta,0.33
equivocal,explicit,Qe:whereIsPet?,9.4,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsPet?,9.4,Ae:angler,0.00
equivocal,explicit,Qe:whereIsPet?,9.4,Ae:dalmatian,0.33
equivocal,literal,Qe:whereIsFish?,9.4,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsFish?,9.4,Ae:angler,0.25
equivocal,literal,Qe:whereIsFish?,9.4,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsFish?,9.4,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.4,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.4,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.4,Ae:angler,0.48
equivocal,pragmatic,Qe:whereIsFish?,9.4,Ae:dalmatian,0.02
equivocal,explicit,Qe:whereIsFish?,9.4,Ae:beta,0.33
equivocal,explicit,Qe:whereIsFish?,9.4,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsFish?,9.4,Ae:angler,0.33
equivocal,explicit,Qe:whereIsFish?,9.4,Ae:dalmatian,0.00
equivocal,literal,Qe:whereIsPet?,9.5,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsPet?,9.5,Ae:angler,0.25
equivocal,literal,Qe:whereIsPet?,9.5,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsPet?,9.5,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.5,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.5,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.5,Ae:angler,0.01
equivocal,pragmatic,Qe:whereIsPet?,9.5,Ae:dalmatian,0.49
equivocal,explicit,Qe:whereIsPet?,9.5,Ae:beta,0.33
equivocal,explicit,Qe:whereIsPet?,9.5,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsPet?,9.5,Ae:angler,0.00
equivocal,explicit,Qe:whereIsPet?,9.5,Ae:dalmatian,0.33
equivocal,literal,Qe:whereIsFish?,9.5,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsFish?,9.5,Ae:angler,0.25
equivocal,literal,Qe:whereIsFish?,9.5,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsFish?,9.5,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.5,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.5,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.5,Ae:angler,0.49
equivocal,pragmatic,Qe:whereIsFish?,9.5,Ae:dalmatian,0.01
equivocal,explicit,Qe:whereIsFish?,9.5,Ae:beta,0.33
equivocal,explicit,Qe:whereIsFish?,9.5,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsFish?,9.5,Ae:angler,0.33
equivocal,explicit,Qe:whereIsFish?,9.5,Ae:dalmatian,0.00
equivocal,literal,Qe:whereIsPet?,9.6,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsPet?,9.6,Ae:angler,0.25
equivocal,literal,Qe:whereIsPet?,9.6,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsPet?,9.6,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.6,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.6,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.6,Ae:angler,0.01
equivocal,pragmatic,Qe:whereIsPet?,9.6,Ae:dalmatian,0.49
equivocal,explicit,Qe:whereIsPet?,9.6,Ae:beta,0.33
equivocal,explicit,Qe:whereIsPet?,9.6,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsPet?,9.6,Ae:angler,0.00
equivocal,explicit,Qe:whereIsPet?,9.6,Ae:dalmatian,0.33
equivocal,literal,Qe:whereIsFish?,9.6,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsFish?,9.6,Ae:angler,0.25
equivocal,literal,Qe:whereIsFish?,9.6,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsFish?,9.6,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.6,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.6,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.6,Ae:angler,0.49
equivocal,pragmatic,Qe:whereIsFish?,9.6,Ae:dalmatian,0.01
equivocal,explicit,Qe:whereIsFish?,9.6,Ae:beta,0.33
equivocal,explicit,Qe:whereIsFish?,9.6,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsFish?,9.6,Ae:angler,0.33
equivocal,explicit,Qe:whereIsFish?,9.6,Ae:dalmatian,0.00
equivocal,literal,Qe:whereIsPet?,9.7,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsPet?,9.7,Ae:angler,0.25
equivocal,literal,Qe:whereIsPet?,9.7,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsPet?,9.7,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.7,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.7,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.7,Ae:angler,0.01
equivocal,pragmatic,Qe:whereIsPet?,9.7,Ae:dalmatian,0.49
equivocal,explicit,Qe:whereIsPet?,9.7,Ae:beta,0.33
equivocal,explicit,Qe:whereIsPet?,9.7,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsPet?,9.7,Ae:angler,0.00
equivocal,explicit,Qe:whereIsPet?,9.7,Ae:dalmatian,0.33
equivocal,literal,Qe:whereIsFish?,9.7,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsFish?,9.7,Ae:angler,0.25
equivocal,literal,Qe:whereIsFish?,9.7,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsFish?,9.7,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.7,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.7,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.7,Ae:angler,0.49
equivocal,pragmatic,Qe:whereIsFish?,9.7,Ae:dalmatian,0.01
equivocal,explicit,Qe:whereIsFish?,9.7,Ae:beta,0.33
equivocal,explicit,Qe:whereIsFish?,9.7,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsFish?,9.7,Ae:angler,0.33
equivocal,explicit,Qe:whereIsFish?,9.7,Ae:dalmatian,0.00
equivocal,literal,Qe:whereIsPet?,9.8,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsPet?,9.8,Ae:angler,0.25
equivocal,literal,Qe:whereIsPet?,9.8,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsPet?,9.8,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.8,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.8,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.8,Ae:angler,0.01
equivocal,pragmatic,Qe:whereIsPet?,9.8,Ae:dalmatian,0.49
equivocal,explicit,Qe:whereIsPet?,9.8,Ae:beta,0.33
equivocal,explicit,Qe:whereIsPet?,9.8,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsPet?,9.8,Ae:angler,0.00
equivocal,explicit,Qe:whereIsPet?,9.8,Ae:dalmatian,0.33
equivocal,literal,Qe:whereIsFish?,9.8,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsFish?,9.8,Ae:angler,0.25
equivocal,literal,Qe:whereIsFish?,9.8,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsFish?,9.8,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.8,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.8,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.8,Ae:angler,0.49
equivocal,pragmatic,Qe:whereIsFish?,9.8,Ae:dalmatian,0.01
equivocal,explicit,Qe:whereIsFish?,9.8,Ae:beta,0.33
equivocal,explicit,Qe:whereIsFish?,9.8,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsFish?,9.8,Ae:angler,0.33
equivocal,explicit,Qe:whereIsFish?,9.8,Ae:dalmatian,0.00
equivocal,literal,Qe:whereIsPet?,9.9,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsPet?,9.9,Ae:angler,0.25
equivocal,literal,Qe:whereIsPet?,9.9,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsPet?,9.9,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.9,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.9,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsPet?,9.9,Ae:angler,0.01
equivocal,pragmatic,Qe:whereIsPet?,9.9,Ae:dalmatian,0.49
equivocal,explicit,Qe:whereIsPet?,9.9,Ae:beta,0.33
equivocal,explicit,Qe:whereIsPet?,9.9,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsPet?,9.9,Ae:angler,0.00
equivocal,explicit,Qe:whereIsPet?,9.9,Ae:dalmatian,0.33
equivocal,literal,Qe:whereIsFish?,9.9,Ae:dalmatian,0.25
equivocal,literal,Qe:whereIsFish?,9.9,Ae:angler,0.25
equivocal,literal,Qe:whereIsFish?,9.9,Ae:goldfish,0.25
equivocal,literal,Qe:whereIsFish?,9.9,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.9,Ae:beta,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.9,Ae:goldfish,0.25
equivocal,pragmatic,Qe:whereIsFish?,9.9,Ae:angler,0.49
equivocal,pragmatic,Qe:whereIsFish?,9.9,Ae:dalmatian,0.01
equivocal,explicit,Qe:whereIsFish?,9.9,Ae:beta,0.33
equivocal,explicit,Qe:whereIsFish?,9.9,Ae:goldfish,0.33
equivocal,explicit,Qe:whereIsFish?,9.9,Ae:angler,0.33
equivocal,explicit,Qe:whereIsFish?,9.9,Ae:dalmatian,0.00
