questionerType,initState,goal,question,prob
pragmatic,"A3,B2,B3,C2",columns,C3,0.50
explicit,"A3,B2,B3,C2",rows,B1,1.00
pragmatic,"A3,B2,B3,C2",rows,B1,1.00
explicit,"A3,B2,B3",columns,C3,1.00
pragmatic,"A3,B2,B3",columns,C3,1.00
explicit,"A3,B2,B3",rows,B1,1.00
pragmatic,"A3,B2,B3",rows,B1,1.00
explicit,"A3,B2,C1,C2",columns,A2,1.00
pragmatic,"A3,B2,C1,C2",columns,A2,0.99
explicit,"A3,B2,C1,C2",rows,C3,1.00
pragmatic,"A3,B2,C1,C2",rows,C3,0.99
explicit,"A3,B2,C1,C3",columns,B3,1.00
pragmatic,"A3,B2,C1,C3",columns,B3,0.99
explicit,"A3,B2,C1,C3",rows,C2,1.00
pragmatic,"A3,B2,C1,C3",rows,C2,0.99
explicit,"A3,B2,C1",columns,A1,0.17
explicit,"A3,B2,C1",columns,A2,0.17
explicit,"A3,B2,C1",columns,B1,0.17
explicit,"A3,B2,C1",columns,B3,0.17
explicit,"A3,B2,C1",columns,C2,0.17
explicit,"A3,B2,C1",columns,C3,0.17
pragmatic,"A3,B2,C1",columns,A1,0.17
pragmatic,"A3,B2,C1",columns,A2,0.17
pragmatic,"A3,B2,C1",columns,B1,0.17
pragmatic,"A3,B2,C1",columns,B3,0.17
pragmatic,"A3,B2,C1",columns,C2,0.17
pragmatic,"A3,B2,C1",columns,C3,0.17
explicit,"A3,B2,C1",rows,A1,0.17
explicit,"A3,B2,C1",rows,A2,0.17
explicit,"A3,B2,C1",rows,B1,0.17
explicit,"A3,B2,C1",rows,B3,0.17
explicit,"A3,B2,C1",rows,C2,0.17
explicit,"A3,B2,C1",rows,C3,0.17
pragmatic,"A3,B2,C1",rows,A1,0.17
pragmatic,"A3,B2,C1",rows,A2,0.17
pragmatic,"A3,B2,C1",rows,B1,0.17
pragmatic,"A3,B2,C1",rows,B3,0.17
pragmatic,"A3,B2,C1",rows,C2,0.17
pragmatic,"A3,B2,C1",rows,C3,0.17
explicit,"A3,B2,C2,C3",columns,A2,0.50
explicit,"A3,B2,C2,C3",columns,B3,0.50
pragmatic,"A3,B2,C2,C3",columns,A2,0.50
pragmatic,"A3,B2,C2,C3",columns,B3,0.50
explicit,"A3,B2,C2,C3",rows,C1,1.00
pragmatic,"A3,B2,C2,C3",rows,C1,1.00
explicit,"A3,B2,C2",columns,A2,1.00
pragmatic,"A3,B2,C2",columns,A2,1.00
explicit,"A3,B2,C2",rows,A1,0.17
explicit,"A3,B2,C2",rows,A2,0.17
explicit,"A3,B2,C2",rows,B1,0.17
explicit,"A3,B2,C2",rows,B3,0.17
explicit,"A3,B2,C2",rows,C1,0.17
explicit,"A3,B2,C2",rows,C3,0.17
pragmatic,"A3,B2,C2",rows,A1,0.22
pragmatic,"A3,B2,C2",rows,B1,0.22
pragmatic,"A3,B2,C2",rows,B3,0.17
pragmatic,"A3,B2,C2",rows,C1,0.22
pragmatic,"A3,B2,C2",rows,C3,0.17
explicit,"A3,B2,C3",columns,B3,1.00
pragmatic,"A3,B2,C3",columns,B3,1.00
explicit,"A3,B2,C3",rows,A1,0.17
explicit,"A3,B2,C3",rows,A2,0.17
explicit,"A3,B2,C3",rows,B1,0.17
explicit,"A3,B2,C3",rows,B3,0.17
explicit,"A3,B2,C3",rows,C1,0.17
explicit,"A3,B2,C3",rows,C2,0.17
pragmatic,"A3,B2,C3",rows,A1,0.22
pragmatic,"A3,B2,C3",rows,A2,0.17
pragmatic,"A3,B2,C3",rows,B1,0.22
pragmatic,"A3,B2,C3",rows,C1,0.22
pragmatic,"A3,B2,C3",rows,C2,0.17
explicit,"A3,B2",columns,A2,0.25
explicit,"A3,B2",columns,B3,0.25
explicit,"A3,B2",columns,C2,0.25
explicit,"A3,B2",columns,C3,0.25
pragmatic,"A3,B2",columns,C2,0.50
pragmatic,"A3,B2",columns,C3,0.50
explicit,"A3,B2",rows,A1,0.25
explicit,"A3,B2",rows,A2,0.25
explicit,"A3,B2",rows,B1,0.25
explicit,"A3,B2",rows,B3,0.25
pragmatic,"A3,B2",rows,A1,0.50
pragmatic,"A3,B2",rows,B1,0.50
explicit,"A3,B3,C1,C2",columns,C3,1.00
pragmatic,"A3,B3,C1,C2",columns,C3,0.98
explicit,"A3,B3,C1,C2",rows,C3,1.00
pragmatic,"A3,B3,C1,C2",rows,C3,0.98
explicit,"A3,B3,C1",columns,C3,1.00
pragmatic,"A3,B3,C1",columns,C3,1.00
explicit,"A3,B3,C1",rows,A1,0.17
explicit,"A3,B3,C1",rows,A2,0.17
explicit,"A3,B3,C1",rows,B1,0.17
explicit,"A3,B3,C1",rows,B2,0.17
explicit,"A3,B3,C1",rows,C2,0.17
explicit,"A3,B3,C1",rows,C3,0.17
pragmatic,"A3,B3,C1",rows,A1,0.17
pragmatic,"A3,B3,C1",rows,A2,0.22
pragmatic,"A3,B3,C1",rows,B1,0.17
pragmatic,"A3,B3,C1",rows,B2,0.22
pragmatic,"A3,B3,C1",rows,C2,0.22
explicit,"A3,B3,C2",columns,C3,1.00
pragmatic,"A3,B3,C2",columns,C3,1.00
explicit,"A3,B3,C2",rows,A1,0.17
explicit,"A3,B3,C2",rows,A2,0.17
explicit,"A3,B3,C2",rows,B1,0.17
explicit,"A3,B3,C2",rows,B2,0.17
explicit,"A3,B3,C2",rows,C1,0.17
explicit,"A3,B3,C2",rows,C3,0.17
pragmatic,"A3,B3,C2",rows,A1,0.22
pragmatic,"A3,B3,C2",rows,A2,0.17
pragmatic,"A3,B3,C2",rows,B1,0.22
pragmatic,"A3,B3,C2",rows,B2,0.17
pragmatic,"A3,B3,C2",rows,C1,0.22
explicit,"A3,B3",columns,C3,1.00
pragmatic,"A3,B3",columns,C3,1.00
explicit,"A3,B3",rows,A1,0.25
explicit,"A3,B3",rows,A2,0.25
explicit,"A3,B3",rows,B1,0.25
explicit,"A3,B3",rows,B2,0.25
pragmatic,"A3,B3",rows,A1,0.25
pragmatic,"A3,B3",rows,A2,0.25
pragmatic,"A3,B3",rows,B1,0.25
pragmatic,"A3,B3",rows,B2,0.25
explicit,"A3,C1,C2",columns,A1,0.17
explicit,"A3,C1,C2",columns,A2,0.17
explicit,"A3,C1,C2",columns,B1,0.17
explicit,"A3,C1,C2",columns,B2,0.17
explicit,"A3,C1,C2",columns,B3,0.17
explicit,"A3,C1,C2",columns,C3,0.17
pragmatic,"A3,C1,C2",columns,A1,0.17
pragmatic,"A3,C1,C2",columns,A2,0.17
pragmatic,"A3,C1,C2",columns,B1,0.22
pragmatic,"A3,C1,C2",columns,B2,0.22
pragmatic,"A3,C1,C2",columns,B3,0.22
explicit,"A3,C1,C2",rows,C3,1.00
pragmatic,"A3,C1,C2",rows,C3,1.00
explicit,"A3,C1,C3",columns,B3,1.00
pragmatic,"A3,C1,C3",columns,B3,1.00
explicit,"A3,C1,C3",rows,C2,1.00
pragmatic,"A3,C1,C3",rows,C2,1.00
explicit,"A3,C1",columns,A1,0.25
explicit,"A3,C1",columns,B1,0.25
explicit,"A3,C1",columns,B3,0.25
explicit,"A3,C1",columns,C3,0.25
pragmatic,"A3,C1",columns,B1,0.50
pragmatic,"A3,C1",columns,B3,0.50
explicit,"A3,C1",rows,A1,0.25
explicit,"A3,C1",rows,A2,0.25
explicit,"A3,C1",rows,C2,0.25
explicit,"A3,C1",rows,C3,0.25
pragmatic,"A3,C1",rows,A2,0.50
pragmatic,"A3,C1",rows,C2,0.50
explicit,"A3,C2,C3",columns,B3,1.00
pragmatic,"A3,C2,C3",columns,B3,1.00
explicit,"A3,C2,C3",rows,C1,1.00
pragmatic,"A3,C2,C3",rows,C1,1.00
explicit,"A3,C2",columns,A2,0.25
explicit,"A3,C2",columns,B2,0.25
explicit,"A3,C2",columns,B3,0.25
explicit,"A3,C2",columns,C3,0.25
pragmatic,"A3,C2",columns,B2,0.50
pragmatic,"A3,C2",columns,B3,0.50
explicit,"A3,C2",rows,A1,0.25
explicit,"A3,C2",rows,A2,0.25
explicit,"A3,C2",rows,C1,0.25
explicit,"A3,C2",rows,C3,0.25
pragmatic,"A3,C2",rows,A1,0.50
pragmatic,"A3,C2",rows,C1,0.50
explicit,"A3,C3",columns,B3,1.00
pragmatic,"A3,C3",columns,B3,1.00
explicit,"A3,C3",rows,A1,0.25
explicit,"A3,C3",rows,A2,0.25
explicit,"A3,C3",rows,C1,0.25
explicit,"A3,C3",rows,C2,0.25
pragmatic,"A3,C3",rows,A1,0.25
pragmatic,"A3,C3",rows,A2,0.25
pragmatic,"A3,C3",rows,C1,0.25
pragmatic,"A3,C3",rows,C2,0.25
explicit,A3,columns,B3,0.50
explicit,A3,columns,C3,0.50
pragmatic,A3,columns,B3,0.50
pragmatic,A3,columns,C3,0.50
explicit,A3,rows,A1,0.50
explicit,A3,rows,A2,0.50
pragmatic,A3,rows,A1,0.50
pragmatic,A3,rows,A2,0.50
explicit,"B1,B2,C1,C2",columns,A1,0.50
explicit,"B1,B2,C1,C2",columns,A2,0.50
pragmatic,"B1,B2,C1,C2",columns,A1,0.50
pragmatic,"B1,B2,C1,C2",columns,A2,0.50
explicit,"B1,B2,C1,C2",rows,B3,0.50
explicit,"B1,B2,C1,C2",rows,C3,0.50
pragmatic,"B1,B2,C1,C2",rows,B3,0.50
pragmatic,"B1,B2,C1,C2",rows,C3,0.50
explicit,"B1,B2,C1,C3",columns,A1,1.00
pragmatic,"B1,B2,C1,C3",columns,A1,1.00
explicit,"B1,B2,C1,C3",rows,B3,0.50
explicit,"B1,B2,C1,C3",rows,C2,0.50
pragmatic,"B1,B2,C1,C3",rows,B3,0.50
pragmatic,"B1,B2,C1,C3",rows,C2,0.50
explicit,"B1,B2,C1",columns,A1,1.00
pragmatic,"B1,B2,C1",columns,A1,1.00
explicit,"B1,B2,C1",rows,B3,1.00
pragmatic,"B1,B2,C1",rows,B3,1.00
explicit,"B1,B2,C2,C3",columns,A2,1.00
pragmatic,"B1,B2,C2,C3",columns,A2,1.00
explicit,"B1,B2,C2,C3",rows,B3,0.50
explicit,"B1,B2,C2,C3",rows,C1,0.50
pragmatic,"B1,B2,C2,C3",rows,B3,0.50
pragmatic,"B1,B2,C2,C3",rows,C1,0.50
explicit,"B1,B2,C2",columns,A2,1.00
pragmatic,"B1,B2,C2",columns,A2,1.00
explicit,"B1,B2,C2",rows,B3,1.00
pragmatic,"B1,B2,C2",rows,B3,1.00
explicit,"B1,B2,C3",columns,A1,0.17
explicit,"B1,B2,C3",columns,A2,0.17
explicit,"B1,B2,C3",columns,A3,0.17
explicit,"B1,B2,C3",columns,B3,0.17
explicit,"B1,B2,C3",columns,C1,0.17
explicit,"B1,B2,C3",columns,C2,0.17
pragmatic,"B1,B2,C3",columns,A1,0.22
pragmatic,"B1,B2,C3",columns,A2,0.22
pragmatic,"B1,B2,C3",columns,A3,0.22
pragmatic,"B1,B2,C3",columns,C1,0.17
pragmatic,"B1,B2,C3",columns,C2,0.17
explicit,"B1,B2,C3",rows,B3,1.00
pragmatic,"B1,B2,C3",rows,B3,1.00
explicit,"B1,B2",columns,A1,0.25
explicit,"B1,B2",columns,A2,0.25
explicit,"B1,B2",columns,C1,0.25
explicit,"B1,B2",columns,C2,0.25
pragmatic,"B1,B2",columns,A1,0.25
pragmatic,"B1,B2",columns,A2,0.25
pragmatic,"B1,B2",columns,C1,0.25
pragmatic,"B1,B2",columns,C2,0.25
explicit,"B1,B2",rows,B3,1.00
pragmatic,"B1,B2",rows,B3,1.00
explicit,"B1,B3,C1,C2",columns,A1,1.00
pragmatic,"B1,B3,C1,C2",columns,A1,1.00
explicit,"B1,B3,C1,C2",rows,B2,0.50
explicit,"B1,B3,C1,C2",rows,C3,0.50
pragmatic,"B1,B3,C1,C2",rows,B2,0.50
pragmatic,"B1,B3,C1,C2",rows,C3,0.50
explicit,"B1,B3,C1,C3",columns,A1,0.50
explicit,"B1,B3,C1,C3",columns,A3,0.50
pragmatic,"B1,B3,C1,C3",columns,A1,0.50
pragmatic,"B1,B3,C1,C3",columns,A3,0.50
explicit,"B1,B3,C1,C3",rows,B2,0.50
explicit,"B1,B3,C1,C3",rows,C2,0.50
pragmatic,"B1,B3,C1,C3",rows,B2,0.50
pragmatic,"B1,B3,C1,C3",rows,C2,0.50
explicit,"B1,B3,C1",columns,A1,1.00
pragmatic,"B1,B3,C1",columns,A1,1.00
explicit,"B1,B3,C1",rows,B2,1.00
pragmatic,"B1,B3,C1",rows,B2,1.00
explicit,"B1,B3,C2,C3",columns,A3,1.00
pragmatic,"B1,B3,C2,C3",columns,A3,1.00
explicit,"B1,B3,C2,C3",rows,B2,0.50
explicit,"B1,B3,C2,C3",rows,C1,0.50
pragmatic,"B1,B3,C2,C3",rows,B2,0.50
pragmatic,"B1,B3,C2,C3",rows,C1,0.50
explicit,"B1,B3,C2",columns,A1,0.17
explicit,"B1,B3,C2",columns,A2,0.17
explicit,"B1,B3,C2",columns,A3,0.17
explicit,"B1,B3,C2",columns,B2,0.17
explicit,"B1,B3,C2",columns,C1,0.17
explicit,"B1,B3,C2",columns,C3,0.17
pragmatic,"B1,B3,C2",columns,A1,0.22
pragmatic,"B1,B3,C2",columns,A2,0.22
pragmatic,"B1,B3,C2",columns,A3,0.22
pragmatic,"B1,B3,C2",columns,C1,0.17
pragmatic,"B1,B3,C2",columns,C3,0.17
explicit,"B1,B3,C2",rows,B2,1.00
pragmatic,"B1,B3,C2",rows,B2,1.00
explicit,"B1,B3,C3",columns,A3,1.00
pragmatic,"B1,B3,C3",columns,A3,1.00
explicit,"B1,B3,C3",rows,B2,1.00
pragmatic,"B1,B3,C3",rows,B2,1.00
explicit,"B1,B3",columns,A1,0.25
explicit,"B1,B3",columns,A3,0.25
explicit,"B1,B3",columns,C1,0.25
explicit,"B1,B3",columns,C3,0.25
pragmatic,"B1,B3",columns,A1,0.25
pragmatic,"B1,B3",columns,A3,0.25
pragmatic,"B1,B3",columns,C1,0.25
pragmatic,"B1,B3",columns,C3,0.25
explicit,"B1,B3",rows,B2,1.00
pragmatic,"B1,B3",rows,B2,1.00
explicit,"B1,C1,C2",columns,A1,1.00
pragmatic,"B1,C1,C2",columns,A1,1.00
explicit,"B1,C1,C2",rows,C3,1.00
pragmatic,"B1,C1,C2",rows,C3,1.00
explicit,"B1,C1,C3",columns,A1,1.00
pragmatic,"B1,C1,C3",columns,A1,1.00
explicit,"B1,C1,C3",rows,C2,1.00
pragmatic,"B1,C1,C3",rows,C2,1.00
explicit,"B1,C1",columns,A1,1.00
pragmatic,"B1,C1",columns,A1,1.00
explicit,"B1,C1",rows,B2,0.25
explicit,"B1,C1",rows,B3,0.25
explicit,"B1,C1",rows,C2,0.25
explicit,"B1,C1",rows,C3,0.25
pragmatic,"B1,C1",rows,B2,0.25
pragmatic,"B1,C1",rows,B3,0.25
pragmatic,"B1,C1",rows,C2,0.25
pragmatic,"B1,C1",rows,C3,0.25
explicit,"B1,C2,C3",columns,A1,0.17
explicit,"B1,C2,C3",columns,A2,0.17
explicit,"B1,C2,C3",columns,A3,0.17
explicit,"B1,C2,C3",columns,B2,0.17
explicit,"B1,C2,C3",columns,B3,0.17
explicit,"B1,C2,C3",columns,C1,0.17
pragmatic,"B1,C2,C3",columns,A1,0.22
pragmatic,"B1,C2,C3",columns,A2,0.22
pragmatic,"B1,C2,C3",columns,A3,0.22
pragmatic,"B1,C2,C3",columns,B2,0.17
pragmatic,"B1,C2,C3",columns,B3,0.17
explicit,"B1,C2,C3",rows,C1,1.00
pragmatic,"B1,C2,C3",rows,C1,1.00
explicit,"B1,C2",columns,A1,0.25
explicit,"B1,C2",columns,A2,0.25
explicit,"B1,C2",columns,B2,0.25
explicit,"B1,C2",columns,C1,0.25
pragmatic,"B1,C2",columns,A1,0.50
pragmatic,"B1,C2",columns,A2,0.50
explicit,"B1,C2",rows,B2,0.25
explicit,"B1,C2",rows,B3,0.25
explicit,"B1,C2",rows,C1,0.25
explicit,"B1,C2",rows,C3,0.25
pragmatic,"B1,C2",rows,B3,0.50
pragmatic,"B1,C2",rows,C3,0.50
explicit,"B1,C3",columns,A1,0.25
explicit,"B1,C3",columns,A3,0.25
explicit,"B1,C3",columns,B3,0.25
explicit,"B1,C3",columns,C1,0.25
pragmatic,"B1,C3",columns,A1,0.50
pragmatic,"B1,C3",columns,A3,0.50
explicit,"B1,C3",rows,B2,0.25
explicit,"B1,C3",rows,B3,0.25
explicit,"B1,C3",rows,C1,0.25
explicit,"B1,C3",rows,C2,0.25
pragmatic,"B1,C3",rows,B2,0.50
pragmatic,"B1,C3",rows,C2,0.50
explicit,B1,columns,A1,0.50
explicit,B1,columns,C1,0.50
pragmatic,B1,columns,A1,0.50
pragmatic,B1,columns,C1,0.50
explicit,B1,rows,B2,0.50
explicit,B1,rows,B3,0.50
pragmatic,B1,rows,B2,0.50
pragmatic,B1,rows,B3,0.50
explicit,"B2,B3,C1,C2",columns,A2,1.00
pragmatic,"B2,B3,C1,C2",columns,A2,1.00
explicit,"B2,B3,C1,C2",rows,B1,0.50
explicit,"B2,B3,C1,C2",rows,C3,0.50
pragmatic,"B2,B3,C1,C2",rows,B1,0.50
pragmatic,"B2,B3,C1,C2",rows,C3,0.50
explicit,"B2,B3,C1,C3",columns,A3,1.00
pragmatic,"B2,B3,C1,C3",columns,A3,1.00
explicit,"B2,B3,C1,C3",rows,B1,0.50
explicit,"B2,B3,C1,C3",rows,C2,0.50
pragmatic,"B2,B3,C1,C3",rows,B1,0.50
pragmatic,"B2,B3,C1,C3",rows,C2,0.50
explicit,"B2,B3,C1",columns,A1,0.17
explicit,"B2,B3,C1",columns,A2,0.17
explicit,"B2,B3,C1",columns,A3,0.17
explicit,"B2,B3,C1",columns,B1,0.17
explicit,"B2,B3,C1",columns,C2,0.17
explicit,"B2,B3,C1",columns,C3,0.17
pragmatic,"B2,B3,C1",columns,A1,0.22
pragmatic,"B2,B3,C1",columns,A2,0.22
pragmatic,"B2,B3,C1",columns,A3,0.22
pragmatic,"B2,B3,C1",columns,C2,0.17
pragmatic,"B2,B3,C1",columns,C3,0.17
explicit,"B2,B3,C1",rows,B1,1.00
pragmatic,"B2,B3,C1",rows,B1,1.00
explicit,"B2,B3,C2,C3",columns,A2,0.50
explicit,"B2,B3,C2,C3",columns,A3,0.50
pragmatic,"B2,B3,C2,C3",columns,A2,0.50
pragmatic,"B2,B3,C2,C3",columns,A3,0.50
explicit,"B2,B3,C2,C3",rows,B1,0.50
explicit,"B2,B3,C2,C3",rows,C1,0.50
pragmatic,"B2,B3,C2,C3",rows,B1,0.50
pragmatic,"B2,B3,C2,C3",rows,C1,0.50
explicit,"B2,B3,C2",columns,A2,1.00
pragmatic,"B2,B3,C2",columns,A2,1.00
explicit,"B2,B3,C2",rows,B1,1.00
pragmatic,"B2,B3,C2",rows,B1,1.00
explicit,"B2,B3,C3",columns,A3,1.00
pragmatic,"B2,B3,C3",columns,A3,1.00
explicit,"B2,B3,C3",rows,B1,1.00
pragmatic,"B2,B3,C3",rows,B1,1.00
explicit,"B2,B3",columns,A2,0.25
explicit,"B2,B3",columns,A3,0.25
explicit,"B2,B3",columns,C2,0.25
explicit,"B2,B3",columns,C3,0.25
pragmatic,"B2,B3",columns,A2,0.25
pragmatic,"B2,B3",columns,A3,0.25
pragmatic,"B2,B3",columns,C2,0.25
pragmatic,"B2,B3",columns,C3,0.25
explicit,"B2,B3",rows,B1,1.00
pragmatic,"B2,B3",rows,B1,1.00
explicit,"B2,C1,C2",columns,A2,1.00
pragmatic,"B2,C1,C2",columns,A2,1.00
explicit,"B2,C1,C2",rows,C3,1.00
pragmatic,"B2,C1,C2",rows,C3,1.00
explicit,"B2,C1,C3",columns,A1,0.17
explicit,"B2,C1,C3",columns,A2,0.17
explicit,"B2,C1,C3",columns,A3,0.17
explicit,"B2,C1,C3",columns,B1,0.17
explicit,"B2,C1,C3",columns,B3,0.17
explicit,"B2,C1,C3",columns,C2,0.17
pragmatic,"B2,C1,C3",columns,A1,0.22
pragmatic,"B2,C1,C3",columns,A2,0.22
pragmatic,"B2,C1,C3",columns,A3,0.22
pragmatic,"B2,C1,C3",columns,B1,0.17
pragmatic,"B2,C1,C3",columns,B3,0.17
explicit,"B2,C1,C3",rows,C2,1.00
pragmatic,"B2,C1,C3",rows,C2,1.00
explicit,"B2,C1",columns,A1,0.25
explicit,"B2,C1",columns,A2,0.25
explicit,"B2,C1",columns,B1,0.25
explicit,"B2,C1",columns,C2,0.25
pragmatic,"B2,C1",columns,A1,0.50
pragmatic,"B2,C1",columns,A2,0.50
explicit,"B2,C1",rows,B1,0.25
explicit,"B2,C1",rows,B3,0.25
explicit,"B2,C1",rows,C2,0.25
explicit,"B2,C1",rows,C3,0.25
pragmatic,"B2,C1",rows,B3,0.50
pragmatic,"B2,C1",rows,C3,0.50
explicit,"B2,C2,C3",columns,A2,1.00
pragmatic,"B2,C2,C3",columns,A2,1.00
explicit,"B2,C2,C3",rows,C1,1.00
pragmatic,"B2,C2,C3",rows,C1,1.00
explicit,"B2,C2",columns,A2,1.00
pragmatic,"B2,C2",columns,A2,1.00
explicit,"B2,C2",rows,B1,0.25
explicit,"B2,C2",rows,B3,0.25
explicit,"B2,C2",rows,C1,0.25
explicit,"B2,C2",rows,C3,0.25
pragmatic,"B2,C2",rows,B1,0.25
pragmatic,"B2,C2",rows,B3,0.25
pragmatic,"B2,C2",rows,C1,0.25
pragmatic,"B2,C2",rows,C3,0.25
explicit,"B2,C3",columns,A2,0.25
explicit,"B2,C3",columns,A3,0.25
explicit,"B2,C3",columns,B3,0.25
explicit,"B2,C3",columns,C2,0.25
pragmatic,"B2,C3",columns,A2,0.50
pragmatic,"B2,C3",columns,A3,0.50
explicit,"B2,C3",rows,B1,0.25
explicit,"B2,C3",rows,B3,0.25
explicit,"B2,C3",rows,C1,0.25
explicit,"B2,C3",rows,C2,0.25
pragmatic,"B2,C3",rows,B1,0.50
pragmatic,"B2,C3",rows,C1,0.50
explicit,B2,columns,A2,0.50
explicit,B2,columns,C2,0.50
pragmatic,B2,columns,A2,0.50
pragmatic,B2,columns,C2,0.50
explicit,B2,rows,B1,0.50
explicit,B2,rows,B3,0.50
pragmatic,B2,rows,B1,0.50
pragmatic,B2,rows,B3,0.50
explicit,"B3,C1,C2",columns,A1,0.17
explicit,"B3,C1,C2",columns,A2,0.17
explicit,"B3,C1,C2",columns,A3,0.17
explicit,"B3,C1,C2",columns,B1,0.17
explicit,"B3,C1,C2",columns,B2,0.17
explicit,"B3,C1,C2",columns,C3,0.17
pragmatic,"B3,C1,C2",columns,A1,0.22
pragmatic,"B3,C1,C2",columns,A2,0.22
pragmatic,"B3,C1,C2",columns,A3,0.22
pragmatic,"B3,C1,C2",columns,B1,0.17
pragmatic,"B3,C1,C2",columns,B2,0.17
explicit,"B3,C1,C2",rows,C3,1.00
pragmatic,"B3,C1,C2",rows,C3,1.00
explicit,"B3,C1,C3",columns,A3,1.00
pragmatic,"B3,C1,C3",columns,A3,1.00
explicit,"B3,C1,C3",rows,C2,1.00
pragmatic,"B3,C1,C3",rows,C2,1.00
explicit,"B3,C1",columns,A1,0.25
explicit,"B3,C1",columns,A3,0.25
explicit,"B3,C1",columns,B1,0.25
explicit,"B3,C1",columns,C3,0.25
pragmatic,"B3,C1",columns,A1,0.50
pragmatic,"B3,C1",columns,A3,0.50
explicit,"B3,C1",rows,B1,0.25
explicit,"B3,C1",rows,B2,0.25
explicit,"B3,C1",rows,C2,0.25
explicit,"B3,C1",rows,C3,0.25
pragmatic,"B3,C1",rows,B2,0.50
pragmatic,"B3,C1",rows,C2,0.50
explicit,"B3,C2,C3",columns,A3,1.00
pragmatic,"B3,C2,C3",columns,A3,1.00
explicit,"B3,C2,C3",rows,C1,1.00
pragmatic,"B3,C2,C3",rows,C1,1.00
explicit,"B3,C2",columns,A2,0.25
explicit,"B3,C2",columns,A3,0.25
explicit,"B3,C2",columns,B2,0.25
explicit,"B3,C2",columns,C3,0.25
pragmatic,"B3,C2",columns,A2,0.50
pragmatic,"B3,C2",columns,A3,0.50
explicit,"B3,C2",rows,B1,0.25
explicit,"B3,C2",rows,B2,0.25
explicit,"B3,C2",rows,C1,0.25
explicit,"B3,C2",rows,C3,0.25
pragmatic,"B3,C2",rows,B1,0.50
pragmatic,"B3,C2",rows,C1,0.50
explicit,"B3,C3",columns,A3,1.00
pragmatic,"B3,C3",columns,A3,1.00
explicit,"B3,C3",rows,B1,0.25
explicit,"B3,C3",rows,B2,0.25
explicit,"B3,C3",rows,C1,0.25
explicit,"B3,C3",rows,C2,0.25
pragmatic,"B3,C3",rows,B1,0.25
pragmatic,"B3,C3",rows,B2,0.25
pragmatic,"B3,C3",rows,C1,0.25
pragmatic,"B3,C3",rows,C2,0.25
explicit,B3,columns,A3,0.50
explicit,B3,columns,C3,0.50
pragmatic,B3,columns,A3,0.50
pragmatic,B3,columns,C3,0.50
explicit,B3,rows,B1,0.50
explicit,B3,rows,B2,0.50
pragmatic,B3,rows,B1,0.50
pragmatic,B3,rows,B2,0.50
explicit,"C1,C2",columns,A1,0.25
explicit,"C1,C2",columns,A2,0.25
explicit,"C1,C2",columns,B1,0.25
explicit,"C1,C2",columns,B2,0.25
pragmatic,"C1,C2",columns,A1,0.25
pragmatic,"C1,C2",columns,A2,0.25
pragmatic,"C1,C2",columns,B1,0.25
pragmatic,"C1,C2",columns,B2,0.25
explicit,"C1,C2",rows,C3,1.00
pragmatic,"C1,C2",rows,C3,1.00
explicit,"C1,C3",columns,A1,0.25
explicit,"C1,C3",columns,A3,0.25
explicit,"C1,C3",columns,B1,0.25
explicit,"C1,C3",columns,B3,0.25
pragmatic,"C1,C3",columns,A1,0.25
pragmatic,"C1,C3",columns,A3,0.25
pragmatic,"C1,C3",columns,B1,0.25
pragmatic,"C1,C3",columns,B3,0.25
explicit,"C1,C3",rows,C2,1.00
pragmatic,"C1,C3",rows,C2,1.00
explicit,C1,columns,A1,0.50
explicit,C1,columns,B1,0.50
pragmatic,C1,columns,A1,0.50
pragmatic,C1,columns,B1,0.50
explicit,C1,rows,C2,0.50
explicit,C1,rows,C3,0.50
pragmatic,C1,rows,C2,0.50
pragmatic,C1,rows,C3,0.50
explicit,"C2,C3",columns,A2,0.25
explicit,"C2,C3",columns,A3,0.25
explicit,"C2,C3",columns,B2,0.25
explicit,"C2,C3",columns,B3,0.25
pragmatic,"C2,C3",columns,A2,0.25
pragmatic,"C2,C3",columns,A3,0.25
pragmatic,"C2,C3",columns,B2,0.25
pragmatic,"C2,C3",columns,B3,0.25
explicit,"C2,C3",rows,C1,1.00
pragmatic,"C2,C3",rows,C1,1.00
explicit,C2,columns,A2,0.50
explicit,C2,columns,B2,0.50
pragmatic,C2,columns,A2,0.50
pragmatic,C2,columns,B2,0.50
explicit,C2,rows,C1,0.50
explicit,C2,rows,C3,0.50
pragmatic,C2,rows,C1,0.50
pragmatic,C2,rows,C3,0.50
explicit,C3,columns,A3,0.50
explicit,C3,columns,B3,0.50
pragmatic,C3,columns,A3,0.50
pragmatic,C3,columns,B3,0.50
explicit,C3,rows,C1,0.50
explicit,C3,rows,C2,0.50
pragmatic,C3,rows,C1,0.50
pragmatic,C3,rows,C2,0.50
