iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	firstRole	cardAskedAbout	sender	timeFromRoundStart	eventType
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546717983322	2	overlap	9S,QH	9C,QH	helper	9S	bot	5000	chatMessage
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546717995941	2	overlap	9S,QH	9C,QH	helper	9S	bot	5000	chatMessage
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546718022526	3	baseline	2H,8D	4H,AH	helper	AH		15478	chatMessage
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546718040292	3	baseline	2H,8D	4H,AH	helper	4H		33243	chatMessage
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546718059461	3	baseline	2H,8D	4H,AH	helper	2H		52411	chatMessage
single-player-pilot	1409-08236860-13c5-496c-a624-9449ff745e6a	1546718078530	4	catch	9C	4D	helper	8C		12238	chatMessage
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718194694	0	overlap	9H,6D	JD,6D	helper	9H	bot	5000	chatMessage
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718215725	1	baseline	2D,10C	AH,AD	helper	2D	bot	5000	chatMessage
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718230118	2	catch	7D	8C	helper	7D	bot	5000	chatMessage
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718256441	3	overlap	AD,2D	7D,2D	helper	AD		15821	chatMessage
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718272618	4	catch	8D	AH	helper	8D		9392	chatMessage
single-player-pilot	0475-f939933a-b26b-445f-adc8-32cae09c05d4	1546718287793	5	baseline	6D,5S	8S,3C	helper	6D		8395	chatMessage
single-player-pilot	6711-0b510617-e0fd-4c05-874f-79ea51e45fd9	1546718273199	0	catch	JS	KD	seeker	JS		9370	chatMessage
single-player-pilot	6711-0b510617-e0fd-4c05-874f-79ea51e45fd9	1546718286826	1	baseline	10C,3D	AS,8C	seeker	10C		7037	chatMessage
single-player-pilot	6711-0b510617-e0fd-4c05-874f-79ea51e45fd9	1546718302653	2	overlap	8S,3C	5S,3C	seeker	5S		9240	chatMessage
single-player-pilot	6711-0b510617-e0fd-4c05-874f-79ea51e45fd9	1546718318428	2	overlap	8S,3C	5S,3C	seeker	3C		25016	chatMessage
single-player-pilot	6711-0b510617-e0fd-4c05-874f-79ea51e45fd9	1546718330256	2	overlap	8S,3C	5S,3C	seeker	8S		36845	chatMessage
single-player-pilot	6711-0b510617-e0fd-4c05-874f-79ea51e45fd9	1546718341863	3	overlap	JC,KD	5C,KD	seeker	JC	bot	5000	chatMessage
single-player-pilot	6711-0b510617-e0fd-4c05-874f-79ea51e45fd9	1546718353349	3	overlap	JC,KD	5C,KD	seeker	KD	bot	5000	chatMessage
single-player-pilot	6711-0b510617-e0fd-4c05-874f-79ea51e45fd9	1546718367764	4	catch	10C	QS	seeker	10C	bot	5000	chatMessage
single-player-pilot	6711-0b510617-e0fd-4c05-874f-79ea51e45fd9	1546718381921	5	baseline	5C,5D	KS,2H	seeker	5C	bot	5000	chatMessage
single-player-pilot	6711-0b510617-e0fd-4c05-874f-79ea51e45fd9	1546718393970	5	baseline	5C,5D	KS,2H	seeker	5D	bot	5000	chatMessage
single-player-pilot	6191-1c7e2750-b072-4c36-a2f2-c6a7890c4f2c	1546718407445	1	catch	7D	5S	seeker	7D		12373	chatMessage
single-player-pilot	6191-1c7e2750-b072-4c36-a2f2-c6a7890c4f2c	1546718423350	2	overlap	QH,3H	AD,3H	seeker	QH		9076	chatMessage
single-player-pilot	6191-1c7e2750-b072-4c36-a2f2-c6a7890c4f2c	1546718435230	3	catch	4H	3C	seeker	4H	bot	5000	chatMessage
single-player-pilot	6191-1c7e2750-b072-4c36-a2f2-c6a7890c4f2c	1546718472956	4	baseline	7C,6S	AH,10H	seeker	7C	bot	5000	chatMessage
single-player-pilot	6191-1c7e2750-b072-4c36-a2f2-c6a7890c4f2c	1546718490746	5	overlap	8C,AC	5C,AC	seeker	8C	bot	5000	chatMessage
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718652343	0	overlap	4D,4S	QH,4S	helper	4D	bot	5000	chatMessage
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718676475	1	baseline	10C,QH	4S,KH	helper	10C	bot	5000	chatMessage
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718693416	2	catch	KD	2H	helper	KD	bot	5000	chatMessage
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718716483	3	catch	9S	AC	helper	9S		12045	chatMessage
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718734815	4	baseline	KS,10S	JS,4H	helper	10S		11706	chatMessage
single-player-pilot	4272-1d4748ae-be20-438f-8573-f3013ad75e14	1546718748973	5	overlap	7D,JH	KH,JH	helper	7D		7509	chatMessage
single_player_sample	3946-bb46b330-9161-4371-b959-4f0ab0a79cec	1546746638993	0	overlap	KS,7S	10S,7S	seeker	KS	human	13285	chatMessage
single_player_sample	3946-bb46b330-9161-4371-b959-4f0ab0a79cec	1546746651133	1	catch	JD	10D	seeker	JD	human	5357	chatMessage
single_player_sample	3946-bb46b330-9161-4371-b959-4f0ab0a79cec	1546746663865	2	baseline	3H,10C	AS,10H	seeker	3H	human	5977	chatMessage
single_player_sample	3946-bb46b330-9161-4371-b959-4f0ab0a79cec	1546746675657	3	overlap	JH,9D	KH,9D	seeker	JH	bot	5000	chatMessage
single_player_sample	3946-bb46b330-9161-4371-b959-4f0ab0a79cec	1546746690702	4	baseline	4D,8S	8C,KH	seeker	4D	bot	5000	chatMessage
single_player_sample	3946-bb46b330-9161-4371-b959-4f0ab0a79cec	1546746707401	5	catch	5S	3C	seeker	5S	bot	5000	chatMessage
single_player_sample	3561-fb73ea38-26fb-49f9-9c44-83ec5ebd13f0	1546747083410	0	overlap	9S,6H	QH,6H	helper	9S	bot	5000	chatMessage
single_player_sample	3561-fb73ea38-26fb-49f9-9c44-83ec5ebd13f0	1546747110346	1	catch	5S	3D	helper	5S	bot	5000	chatMessage
single_player_sample	3561-fb73ea38-26fb-49f9-9c44-83ec5ebd13f0	1546747125200	2	baseline	3H,5H	JS,7D	helper	3H	bot	5000	chatMessage
single_player_sample	3561-fb73ea38-26fb-49f9-9c44-83ec5ebd13f0	1546747152983	3	baseline	8S,QH	6C,5S	helper	QH	human	14023	chatMessage
single_player_sample	3561-fb73ea38-26fb-49f9-9c44-83ec5ebd13f0	1546747175084	4	overlap	7C,QC	6S,QC	helper	7C	human	15485	chatMessage
single_player_sample	3561-fb73ea38-26fb-49f9-9c44-83ec5ebd13f0	1546747190702	5	catch	10S	5H	helper	10S	human	8962	chatMessage
single_player_sample	2341-061706a0-a3e7-4164-a122-ceaab1ed6592	1546747155530	0	catch	9S	KD	helper	9S	bot	5000	chatMessage
single_player_sample	2341-061706a0-a3e7-4164-a122-ceaab1ed6592	1546747220237	1	baseline	2S,5C	JS,6C	helper	2S	bot	5000	chatMessage
single_player_sample	2341-061706a0-a3e7-4164-a122-ceaab1ed6592	1546747250255	2	overlap	10S,5H	10C,5H	helper	10S	bot	5000	chatMessage
single_player_sample	2341-061706a0-a3e7-4164-a122-ceaab1ed6592	1546747280050	3	baseline	QS,8S	9H,6S	helper	QS	human	13527	chatMessage
single_player_sample	2341-061706a0-a3e7-4164-a122-ceaab1ed6592	1546747300745	4	overlap	10C,7S	3C,7S	helper	7S	human	13953	chatMessage
single_player_sample	2341-061706a0-a3e7-4164-a122-ceaab1ed6592	1546747328299	4	overlap	10C,7S	3C,7S	helper	10C	human	41509	chatMessage
single_player_sample	2341-061706a0-a3e7-4164-a122-ceaab1ed6592	1546747344066	5	catch	9H	3D	helper	9H	human	9036	chatMessage
single_player_sample	2875-cf1f21c0-e1ec-4c35-bd3c-aab09cf1c382	1546747515654	0	overlap	9H,QD	6S,QD	seeker	9H	human	30331	chatMessage
single_player_sample	2875-cf1f21c0-e1ec-4c35-bd3c-aab09cf1c382	1546747536194	1	baseline	8H,6C	7D,8S	seeker	6C	human	13618	chatMessage
single_player_sample	2875-cf1f21c0-e1ec-4c35-bd3c-aab09cf1c382	1546747564112	2	catch	JD	JS	seeker	JD	human	20892	chatMessage
single_player_sample	2875-cf1f21c0-e1ec-4c35-bd3c-aab09cf1c382	1546747576084	3	catch	6H	7H	seeker	6H	bot	5000	chatMessage
single_player_sample	2875-cf1f21c0-e1ec-4c35-bd3c-aab09cf1c382	1546747597238	4	baseline	8H,AH	JD,7S	seeker	8H	bot	5000	chatMessage
single_player_sample	2875-cf1f21c0-e1ec-4c35-bd3c-aab09cf1c382	1546747640549	4	baseline	8H,AH	JD,7S	seeker	AH	bot	5000	chatMessage
single_player_sample	2875-cf1f21c0-e1ec-4c35-bd3c-aab09cf1c382	1546747656309	5	overlap	QH,5D	AS,5D	seeker	QH	bot	5000	chatMessage
single_player_sample	2875-cf1f21c0-e1ec-4c35-bd3c-aab09cf1c382	1546747671480	5	overlap	QH,5D	AS,5D	seeker	5D	bot	5000	chatMessage
single_player_sample	7109-318123db-b3ad-4638-ad43-291f8b04308b	1546747591474	0	overlap	8C,KS	6H,KS	helper	8C	bot	5000	chatMessage
single_player_sample	7109-318123db-b3ad-4638-ad43-291f8b04308b	1546747618870	1	baseline	3C,6H	2D,9D	helper	3C	bot	5000	chatMessage
single_player_sample	7109-318123db-b3ad-4638-ad43-291f8b04308b	1546747636953	2	catch	7D	9S	helper	7D	bot	5000	chatMessage
single_player_sample	7109-318123db-b3ad-4638-ad43-291f8b04308b	1546747793777	3	catch	9D	8D	helper	9D	human	143700	chatMessage
single_player_sample	7109-318123db-b3ad-4638-ad43-291f8b04308b	1546747809458	4	baseline	AH,AD	AC,7D	helper	7D	human	8952	chatMessage
single_player_sample	7109-318123db-b3ad-4638-ad43-291f8b04308b	1546747824937	4	baseline	AH,AD	AC,7D	helper	AC	human	24432	chatMessage
single_player_sample	7109-318123db-b3ad-4638-ad43-291f8b04308b	1546747840148	4	baseline	AH,AD	AC,7D	helper	AH	human	39640	chatMessage
single_player_sample	7109-318123db-b3ad-4638-ad43-291f8b04308b	1546747854130	5	overlap	5H,QD	8C,QD	helper	QD	human	7281	chatMessage
single_player_sample	7109-318123db-b3ad-4638-ad43-291f8b04308b	1546747866336	5	overlap	5H,QD	8C,QD	helper	5H	human	19481	chatMessage
single_player_sample	8085-9c540cc8-3455-43de-9060-a6defffb0874	1546747656211	0	baseline	9D,2S	3D,KC	helper	9D	bot	5000	chatMessage
single_player_sample	8085-9c540cc8-3455-43de-9060-a6defffb0874	1546747714569	0	baseline	9D,2S	3D,KC	helper	2S	bot	5000	chatMessage
single_player_sample	8085-9c540cc8-3455-43de-9060-a6defffb0874	1546747738327	1	overlap	7H,8H	10C,8H	helper	7H	bot	5000	chatMessage
single_player_sample	8085-9c540cc8-3455-43de-9060-a6defffb0874	1546747772425	2	catch	8H	3D	helper	8H	bot	5000	chatMessage
single_player_sample	8085-9c540cc8-3455-43de-9060-a6defffb0874	1546747797909	3	catch	6D	QS	helper	QS	human	12419	chatMessage
single_player_sample	8085-9c540cc8-3455-43de-9060-a6defffb0874	1546747823912	3	catch	6D	QS	helper	6D	human	38421	chatMessage
single_player_sample	8085-9c540cc8-3455-43de-9060-a6defffb0874	1546747854917	4	baseline	4H,6S	QH,5H	helper	4H	human	24352	chatMessage
single_player_sample	8085-9c540cc8-3455-43de-9060-a6defffb0874	1546747875919	5	overlap	2C,2S	3H,2S	helper	2S	human	14385	chatMessage
single_player_sample	8085-9c540cc8-3455-43de-9060-a6defffb0874	1546747892191	5	overlap	2C,2S	3H,2S	helper	2C	human	30655	chatMessage
single_player_sample	2339-7655e5c4-0db4-4dde-8f1c-f4635c20cb81	1546803323782	0	baseline	3C,5C	3D,KD	seeker	5C	human	9272	chatMessage
single_player_sample	2339-7655e5c4-0db4-4dde-8f1c-f4635c20cb81	1546803338976	1	overlap	10S,9D	7H,9D	seeker	10S	human	8386	chatMessage
single_player_sample	2339-7655e5c4-0db4-4dde-8f1c-f4635c20cb81	1546803353759	2	catch	4C	QH	seeker	4C	human	7973	chatMessage
single_player_sample	2339-7655e5c4-0db4-4dde-8f1c-f4635c20cb81	1546803365628	3	catch	JD	6D	seeker	JD	bot	5000	chatMessage
single_player_sample	2339-7655e5c4-0db4-4dde-8f1c-f4635c20cb81	1546803379431	4	baseline	10D,9S	4D,10H	seeker	10D	bot	5000	chatMessage
single_player_sample	2339-7655e5c4-0db4-4dde-8f1c-f4635c20cb81	1546803395147	5	overlap	2H,3D	10D,3D	seeker	2H	bot	5000	chatMessage
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803341004	0	overlap	10H,QC	7C,QC	seeker	10H	human	11602	chatMessage
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803355451	1	catch	KH	6D	seeker	KH	human	7706	chatMessage
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803368881	2	baseline	JS,7S	7D,3H	seeker	7D	human	6725	chatMessage
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803381163	2	baseline	JS,7S	7D,3H	seeker	3H	human	19009	chatMessage
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803392171	2	baseline	JS,7S	7D,3H	seeker	JS	human	30017	chatMessage
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803403893	3	baseline	KS,5D	JH,5H	seeker	KS	bot	5000	chatMessage
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803417096	3	baseline	KS,5D	JH,5H	seeker	5D	bot	5000	chatMessage
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803432401	4	catch	JD	3D	seeker	JD	bot	5000	chatMessage
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803445979	5	overlap	JC,8H	10C,8H	seeker	JC	bot	5000	chatMessage
single_player_sample	2143-a43b7b59-62de-458b-99f4-ae3306b34123	1546803457045	5	overlap	JC,8H	10C,8H	seeker	8H	bot	5000	chatMessage
single_player_sample	6338-d3ca639e-b12a-4c6b-a476-2d4fa274d015	1546803382214	0	baseline	JD,9D	3H,10D	seeker	9D	human	7405	chatMessage
single_player_sample	6338-d3ca639e-b12a-4c6b-a476-2d4fa274d015	1546803396385	1	catch	3D	AD	seeker	3D	human	7368	chatMessage
single_player_sample	6338-d3ca639e-b12a-4c6b-a476-2d4fa274d015	1546803411234	2	overlap	AS,5D	3C,5D	seeker	AS	human	8082	chatMessage
single_player_sample	6338-d3ca639e-b12a-4c6b-a476-2d4fa274d015	1546803423069	3	overlap	8D,7S	KH,7S	seeker	8D	bot	5000	chatMessage
single_player_sample	6338-d3ca639e-b12a-4c6b-a476-2d4fa274d015	1546803442201	4	baseline	4C,JD	6H,7S	seeker	4C	bot	5000	chatMessage
single_player_sample	6338-d3ca639e-b12a-4c6b-a476-2d4fa274d015	1546803458330	5	catch	AC	6C	seeker	AC	bot	5000	chatMessage
single_player_sample	0859-45e30b41-0a99-408c-936a-7226c43fce86	1546803383032	0	catch	JD	9D	seeker	9D	human	14548	chatMessage
single_player_sample	0859-45e30b41-0a99-408c-936a-7226c43fce86	1546803398177	0	catch	JD	9D	seeker	JD	human	29705	chatMessage
single_player_sample	0859-45e30b41-0a99-408c-936a-7226c43fce86	1546803414341	1	overlap	5D,2H	5H,2H	seeker	2H	human	8992	chatMessage
single_player_sample	0859-45e30b41-0a99-408c-936a-7226c43fce86	1546803422878	1	overlap	5D,2H	5H,2H	seeker	5D	human	17532	chatMessage
single_player_sample	0859-45e30b41-0a99-408c-936a-7226c43fce86	1546803437177	2	baseline	KD,4S	6D,2C	seeker	4S	human	7436	chatMessage
single_player_sample	0859-45e30b41-0a99-408c-936a-7226c43fce86	1546803449204	3	catch	JH	9H	seeker	JH	bot	5000	chatMessage
single_player_sample	0859-45e30b41-0a99-408c-936a-7226c43fce86	1546803463941	4	overlap	6H,KD	6D,KD	seeker	6H	bot	5000	chatMessage
single_player_sample	0859-45e30b41-0a99-408c-936a-7226c43fce86	1546803480943	5	baseline	AC,3D	QH,3S	seeker	AC	bot	5000	chatMessage
single_player_sample	7743-e63ea161-1239-429f-8611-e412afbaad18	1546803390377	0	baseline	10C,9D	8H,3C	helper	10C	bot	5000	chatMessage
single_player_sample	7743-e63ea161-1239-429f-8611-e412afbaad18	1546803412388	1	catch	2C	QS	helper	2C	bot	5000	chatMessage
single_player_sample	7743-e63ea161-1239-429f-8611-e412afbaad18	1546803431187	2	overlap	JC,QC	KC,QC	helper	JC	bot	5000	chatMessage
single_player_sample	7743-e63ea161-1239-429f-8611-e412afbaad18	1546803453025	3	overlap	3H,2S	5S,2S	helper	2S	human	10110	chatMessage
single_player_sample	7743-e63ea161-1239-429f-8611-e412afbaad18	1546803466386	3	overlap	3H,2S	5S,2S	helper	3H	human	23470	chatMessage
single_player_sample	7743-e63ea161-1239-429f-8611-e412afbaad18	1546803483159	4	baseline	QS,6H	10S,8H	helper	QS	human	10109	chatMessage
single_player_sample	7743-e63ea161-1239-429f-8611-e412afbaad18	1546803497577	5	catch	QH	10D	helper	QH	human	7475	chatMessage
single_player_sample	0926-b0ca582b-6af5-48ca-8af7-4ac6cf125f90	1546803460481	0	catch	2C	7D	helper	2C	bot	5000	chatMessage
single_player_sample	0926-b0ca582b-6af5-48ca-8af7-4ac6cf125f90	1546803473323	1	baseline	2C,10C	9C,9S	helper	2C	bot	5000	chatMessage
single_player_sample	0926-b0ca582b-6af5-48ca-8af7-4ac6cf125f90	1546803488090	2	overlap	10H,10C	3C,10C	helper	10H	bot	5000	chatMessage
single_player_sample	0926-b0ca582b-6af5-48ca-8af7-4ac6cf125f90	1546803507457	3	overlap	2H,8C	6S,8C	helper	2H	human	8861	chatMessage
single_player_sample	0926-b0ca582b-6af5-48ca-8af7-4ac6cf125f90	1546803520876	4	catch	4C	9C	helper	4C	human	6382	chatMessage
single_player_sample	0926-b0ca582b-6af5-48ca-8af7-4ac6cf125f90	1546803536457	5	baseline	5D,4C	9S,4H	helper	5D	human	8615	chatMessage
single_player_sample	9088-10b48e52-80a3-4de5-8aa6-d6b0d2f73235	1546803598391	0	catch	6C	QD	helper	6C	bot	5000	chatMessage
single_player_sample	9088-10b48e52-80a3-4de5-8aa6-d6b0d2f73235	1546803623737	1	overlap	7C,AH	8C,AH	helper	7C	bot	5000	chatMessage
single_player_sample	9088-10b48e52-80a3-4de5-8aa6-d6b0d2f73235	1546803635356	1	overlap	7C,AH	8C,AH	helper	AH	bot	5000	chatMessage
single_player_sample	9088-10b48e52-80a3-4de5-8aa6-d6b0d2f73235	1546803649739	2	baseline	4H,10D	KD,KH	helper	4H	bot	5000	chatMessage
single_player_sample	9088-10b48e52-80a3-4de5-8aa6-d6b0d2f73235	1546803659384	2	baseline	4H,10D	KD,KH	helper	10D	bot	5000	chatMessage
single_player_sample	9088-10b48e52-80a3-4de5-8aa6-d6b0d2f73235	1546803679404	3	overlap	4H,5H	2S,5H	helper	5H	human	12647	chatMessage
single_player_sample	9088-10b48e52-80a3-4de5-8aa6-d6b0d2f73235	1546803690479	3	overlap	4H,5H	2S,5H	helper	4H	human	23721	chatMessage
single_player_sample	9088-10b48e52-80a3-4de5-8aa6-d6b0d2f73235	1546803707550	4	catch	4D	10H	helper	4D	human	10255	chatMessage
single_player_sample	9088-10b48e52-80a3-4de5-8aa6-d6b0d2f73235	1546803721318	5	baseline	4H,JS	5C,5D	helper	4H	human	6937	chatMessage
single_player_sample	4208-131b8392-ab67-4939-982f-93273a8650a1	1546803773663	0	baseline	3C,4H	7D,JS	seeker	4H	human	15330	chatMessage
single_player_sample	4208-131b8392-ab67-4939-982f-93273a8650a1	1546803794329	1	catch	9S	7H	seeker	9S	human	13907	chatMessage
single_player_sample	4208-131b8392-ab67-4939-982f-93273a8650a1	1546803812041	2	overlap	7H,JS	5C,JS	seeker	7H	human	10746	chatMessage
single_player_sample	4208-131b8392-ab67-4939-982f-93273a8650a1	1546803823827	3	baseline	4S,AH	10C,AD	seeker	4S	bot	5000	chatMessage
single_player_sample	4208-131b8392-ab67-4939-982f-93273a8650a1	1546803852075	4	overlap	2C,2H	4D,2H	seeker	2C	bot	5000	chatMessage
single_player_sample	4208-131b8392-ab67-4939-982f-93273a8650a1	1546803868991	5	catch	5C	6C	seeker	5C	bot	5000	chatMessage
single_player_sample	1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f	1546803796954	0	baseline	3C,8D	KD,8H	helper	3C	bot	5000	chatMessage
single_player_sample	1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f	1546803817368	0	baseline	3C,8D	KD,8H	helper	8D	bot	5000	chatMessage
single_player_sample	1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f	1546803832231	1	overlap	KC,5H	7C,5H	helper	KC	bot	5000	chatMessage
single_player_sample	1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f	1546803866864	1	overlap	KC,5H	7C,5H	helper	5H	bot	5000	chatMessage
single_player_sample	1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f	1546803879535	2	catch	QH	6C	helper	QH	bot	5000	chatMessage
single_player_sample	1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f	1546803915992	3	overlap	KH,2S	QD,2S	helper	KH	human	24356	chatMessage
single_player_sample	1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f	1546803933191	4	catch	8H	6S	helper	8H	human	10275	chatMessage
single_player_sample	1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f	1546803946220	5	baseline	KH,9C	9H,4D	helper	KH	human	6198	chatMessage
single_player_sample	4584-1f2f9d85-9e7f-409b-b3a5-e94cb60fba46	1546803807549	0	baseline	QS,AH	10C,JH	seeker	QS	human	15054	chatMessage
single_player_sample	4584-1f2f9d85-9e7f-409b-b3a5-e94cb60fba46	1546803820926	1	overlap	4S,JH	9D,JH	seeker	4S	human	6660	chatMessage
single_player_sample	4584-1f2f9d85-9e7f-409b-b3a5-e94cb60fba46	1546803833836	2	catch	3S	KC	seeker	3S	human	6186	chatMessage
single_player_sample	4584-1f2f9d85-9e7f-409b-b3a5-e94cb60fba46	1546803845561	3	baseline	8C,8D	JS,7S	seeker	8C	bot	5000	chatMessage
single_player_sample	4584-1f2f9d85-9e7f-409b-b3a5-e94cb60fba46	1546803860612	4	catch	10H	AC	seeker	10H	bot	5000	chatMessage
single_player_sample	4584-1f2f9d85-9e7f-409b-b3a5-e94cb60fba46	1546803872653	5	overlap	3S,5C	8C,5C	seeker	3S	bot	5000	chatMessage
single_player_sample	6688-391a189b-f058-43d6-823a-1c16211d51f0	1546803825857	0	catch	QH	JS	helper	QH	bot	5000	chatMessage
single_player_sample	6688-391a189b-f058-43d6-823a-1c16211d51f0	1546803844092	1	overlap	10S,7H	4C,7H	helper	10S	bot	5000	chatMessage
single_player_sample	6688-391a189b-f058-43d6-823a-1c16211d51f0	1546803864872	2	baseline	8S,5H	JH,9S	helper	8S	bot	5000	chatMessage
single_player_sample	6688-391a189b-f058-43d6-823a-1c16211d51f0	1546803887914	3	catch	4C	9S	helper	4C	human	11159	chatMessage
single_player_sample	6688-391a189b-f058-43d6-823a-1c16211d51f0	1546803906667	4	overlap	3S,7H	8D,7H	helper	3S	human	12042	chatMessage
single_player_sample	6688-391a189b-f058-43d6-823a-1c16211d51f0	1546803926547	5	baseline	2C,5D	7D,8D	helper	2C	human	13184	chatMessage
single_player_sample	3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1	1546803870097	0	catch	JH	JS	helper	JH	bot	5000	chatMessage
single_player_sample	3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1	1546803884961	1	overlap	4C,7D	JS,7D	helper	4C	bot	5000	chatMessage
single_player_sample	3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1	1546803902692	2	baseline	8D,KH	9C,KS	helper	8D	bot	5000	chatMessage
single_player_sample	3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1	1546803920089	3	overlap	8D,2H	AS,2H	helper	8D	human	7875	chatMessage
single_player_sample	3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1	1546803935733	4	baseline	5C,5D	6H,2S	helper	5C	human	9066	chatMessage
single_player_sample	3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1	1546803948986	5	catch	2C	QS	helper	2C	human	6673	chatMessage
single_player_sample	0018-e77183b4-1a16-4d57-a808-1851a459631c	1546803957340	0	overlap	QH,8S	4D,8S	seeker	QH	human	21429	chatMessage
single_player_sample	0018-e77183b4-1a16-4d57-a808-1851a459631c	1546803989388	1	catch	6S	9S	seeker	6S	human	25301	chatMessage
single_player_sample	0018-e77183b4-1a16-4d57-a808-1851a459631c	1546804019899	2	baseline	7C,AC	3C,5S	seeker	AC	human	23772	chatMessage
single_player_sample	0018-e77183b4-1a16-4d57-a808-1851a459631c	1546804031651	3	baseline	5S,10H	2C,4H	seeker	5S	bot	5000	chatMessage
