iterationName,gameid,time,trialNum,trialType,targetGoalSet,distractorGoalSet,firstRole,cardAskedAbout,sender,timeFromRoundStart
single_player_sample,6688-391a189b-f058-43d6-823a-1c16211d51f0,1.546803864872e+12,2,baseline,"[""8S"",""5H""]","[""JH"",""9S""]",helper,8S,bot,5000
single_player_sample,1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f,1.546803866864e+12,1,overlap,"[""KC"",""5H""]","[""7C"",""5H""]",helper,5H,bot,5000
single_player_sample,4208-131b8392-ab67-4939-982f-93273a8650a1,1.546803868991e+12,5,catch,"[""5C""]","[""6C""]",seeker,5C,bot,5000
single_player_sample,3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1,1.546803870097e+12,0,catch,"[""JH""]","[""JS""]",helper,JH,bot,5000
single_player_sample,4584-1f2f9d85-9e7f-409b-b3a5-e94cb60fba46,1.546803872653e+12,5,overlap,"[""3S"",""5C""]","[""8C"",""5C""]",seeker,3S,bot,5000
single_player_sample,1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f,1.546803879535e+12,2,catch,"[""QH""]","[""6C""]",helper,QH,bot,5000
single_player_sample,3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1,1.546803884961e+12,1,overlap,"[""4C"",""7D""]","[""JS"",""7D""]",helper,4C,bot,5000
single_player_sample,6688-391a189b-f058-43d6-823a-1c16211d51f0,1.546803887914e+12,3,catch,"[""4C""]","[""9S""]",helper,4C,human,11159
single_player_sample,3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1,1.546803902692e+12,2,baseline,"[""8D"",""KH""]","[""9C"",""KS""]",helper,8D,bot,5000
single_player_sample,5689-658386e8-3b86-4e69-84ac-98cb2eea64cb,1.546803905626e+12,0,baseline,"[""7D"",""3H""]","[""7H"",""6D""]",seeker,3H,human,18983
single_player_sample,6688-391a189b-f058-43d6-823a-1c16211d51f0,1.546803906667e+12,4,overlap,"[""3S"",""7H""]","[""8D"",""7H""]",helper,3S,human,12042
single_player_sample,1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f,1.546803915992e+12,3,overlap,"[""KH"",""2S""]","[""QD"",""2S""]",helper,KH,human,24356
single_player_sample,3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1,1.546803920089e+12,3,overlap,"[""8D"",""2H""]","[""AS"",""2H""]",helper,8D,human,7875
single_player_sample,6688-391a189b-f058-43d6-823a-1c16211d51f0,1.546803926547e+12,5,baseline,"[""2C"",""5D""]","[""7D"",""8D""]",helper,2C,human,13184
single_player_sample,1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f,1.546803933191e+12,4,catch,"[""8H""]","[""6S""]",helper,8H,human,10275
single_player_sample,3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1,1.546803935733e+12,4,baseline,"[""5C"",""5D""]","[""6H"",""2S""]",helper,5C,human,9066
single_player_sample,1303-9b29daca-f4e8-40df-b8cb-52a0d555d71f,1.54680394622e+12,5,baseline,"[""KH"",""9C""]","[""9H"",""4D""]",helper,KH,human,6198
single_player_sample,3837-ba9cb571-69a0-4969-a409-61c5a54a5ad1,1.546803948986e+12,5,catch,"[""2C""]","[""QS""]",helper,2C,human,6673
single_player_sample,0018-e77183b4-1a16-4d57-a808-1851a459631c,1.54680395734e+12,0,overlap,"[""QH"",""8S""]","[""4D"",""8S""]",seeker,QH,human,21429
single_player_sample,5689-658386e8-3b86-4e69-84ac-98cb2eea64cb,1.546803958228e+12,1,overlap,"[""9S"",""4S""]","[""6H"",""4S""]",seeker,7D,human,34938
single_player_sample,0018-e77183b4-1a16-4d57-a808-1851a459631c,1.546803989388e+12,1,catch,"[""6S""]","[""9S""]",seeker,6S,human,25301
single_player_sample,0018-e77183b4-1a16-4d57-a808-1851a459631c,1.546804019899e+12,2,baseline,"[""7C"",""AC""]","[""3C"",""5S""]",seeker,AC,human,23772
single_player_sample,5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465,1.546804031427e+12,0,catch,"[""7S""]","[""JH""]",seeker,7S,human,30698
single_player_sample,0018-e77183b4-1a16-4d57-a808-1851a459631c,1.546804031651e+12,3,baseline,"[""5S"",""10H""]","[""2C"",""4H""]",seeker,5S,bot,5000
single_player_sample,5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465,1.546804058958e+12,1,overlap,"[""JS"",""4C""]","[""7H"",""4C""]",seeker,4C,human,20730
single_player_sample,0018-e77183b4-1a16-4d57-a808-1851a459631c,1.54680405976e+12,4,catch,"[""JD""]","[""10D""]",seeker,JD,bot,5000
single_player_sample,9700-aaa00f8c-e3f7-4669-b702-2f8626b077e5,1.546804069632e+12,0,overlap,"[""8S"",""3S""]","[""7D"",""3S""]",helper,8S,bot,5000
single_player_sample,5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465,1.54680407619e+12,1,overlap,"[""JS"",""4C""]","[""7H"",""4C""]",seeker,JS,human,37970
single_player_sample,0018-e77183b4-1a16-4d57-a808-1851a459631c,1.546804083767e+12,5,overlap,"[""5D"",""8S""]","[""6H"",""8S""]",seeker,5D,bot,5000
single_player_sample,9700-aaa00f8c-e3f7-4669-b702-2f8626b077e5,1.546804090738e+12,1,baseline,"[""6C"",""AH""]","[""2D"",""QC""]",helper,6C,bot,5000
single_player_sample,5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465,1.546804107101e+12,2,baseline,"[""2D"",""QC""]","[""JH"",""JD""]",seeker,QC,human,24062
single_player_sample,9700-aaa00f8c-e3f7-4669-b702-2f8626b077e5,1.546804109035e+12,2,catch,"[""AD""]","[""QS""]",helper,AD,bot,5000
single_player_sample,5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465,1.546804118944e+12,3,baseline,"[""2H"",""8D""]","[""KD"",""10C""]",seeker,2H,bot,5000
single_player_sample,5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465,1.546804145296e+12,3,baseline,"[""2H"",""8D""]","[""KD"",""10C""]",seeker,8D,bot,5000
single_player_sample,9700-aaa00f8c-e3f7-4669-b702-2f8626b077e5,1.546804153757e+12,3,catch,"[""9C""]","[""2D""]",helper,9C,human,22541
single_player_sample,5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465,1.546804158965e+12,4,catch,"[""6S""]","[""3C""]",seeker,6S,bot,5000
single_player_sample,5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465,1.546804172057e+12,5,overlap,"[""5S"",""QH""]","[""JD"",""QH""]",seeker,5S,bot,5000
single_player_sample,9700-aaa00f8c-e3f7-4669-b702-2f8626b077e5,1.546804173704e+12,4,baseline,"[""8D"",""5S""]","[""KC"",""QS""]",helper,8D,human,11643
single_player_sample,5260-7ad0bb42-a24f-4ffd-ab1f-8caff687e465,1.546804182074e+12,5,overlap,"[""5S"",""QH""]","[""JD"",""QH""]",seeker,QH,bot,5000
single_player_sample,9700-aaa00f8c-e3f7-4669-b702-2f8626b077e5,1.546804189305e+12,5,overlap,"[""8S"",""7D""]","[""10H"",""7D""]",helper,8S,human,8688
single_player_sample,8651-9956484b-bc2b-4c1f-9f21-22e12fb86c4e,1.546804238056e+12,0,baseline,"[""2H"",""4C""]","[""10S"",""7H""]",seeker,2D,human,11796
single_player_sample,2328-034835f2-095a-485b-814a-8f0b0ec905ae,1.546804246913e+12,0,catch,"[""10D""]","[""AD""]",seeker,10D,human,14058
single_player_sample,8651-9956484b-bc2b-4c1f-9f21-22e12fb86c4e,1.546804258276e+12,0,baseline,"[""2H"",""4C""]","[""10S"",""7H""]",seeker,4C,human,32019
single_player_sample,2328-034835f2-095a-485b-814a-8f0b0ec905ae,1.546804262829e+12,1,overlap,"[""3C"",""2H""]","[""7S"",""2H""]",seeker,3C,human,9117
single_player_sample,8651-9956484b-bc2b-4c1f-9f21-22e12fb86c4e,1.546804273961e+12,1,catch,"[""8H""]","[""AD""]",seeker,8H,human,8902
single_player_sample,2328-034835f2-095a-485b-814a-8f0b0ec905ae,1.546804278463e+12,2,baseline,"[""JD"",""7C""]","[""8S"",""9H""]",seeker,JD,human,8811
single_player_sample,8651-9956484b-bc2b-4c1f-9f21-22e12fb86c4e,1.546804289541e+12,2,overlap,"[""10D"",""AC""]","[""10C"",""AC""]",seeker,10D,human,8821
single_player_sample,2328-034835f2-095a-485b-814a-8f0b0ec905ae,1.546804290289e+12,3,overlap,"[""AH"",""KH""]","[""KC"",""KH""]",seeker,AH,bot,5000
single_player_sample,8651-9956484b-bc2b-4c1f-9f21-22e12fb86c4e,1.546804301267e+12,3,overlap,"[""AD"",""AS""]","[""5D"",""AS""]",seeker,AD,bot,5000
single_player_sample,2328-034835f2-095a-485b-814a-8f0b0ec905ae,1.546804311622e+12,4,catch,"[""4H""]","[""7H""]",seeker,4H,bot,5000
single_player_sample,8651-9956484b-bc2b-4c1f-9f21-22e12fb86c4e,1.546804320274e+12,4,catch,"[""10S""]","[""KH""]",seeker,10S,bot,5000
single_player_sample,2328-034835f2-095a-485b-814a-8f0b0ec905ae,1.546804326327e+12,5,baseline,"[""5D"",""QS""]","[""QC"",""4H""]",seeker,5D,bot,5000
single_player_sample,8651-9956484b-bc2b-4c1f-9f21-22e12fb86c4e,1.546804333839e+12,5,baseline,"[""4H"",""10H""]","[""3C"",""QC""]",seeker,4H,bot,5000
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804496771e+12,0,baseline,"[""10C"",""AS""]","[""8H"",""QC""]",helper,10C,bot,5000
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804523034e+12,0,catch,"[""KH""]","[""JD""]",seeker,KH,human,14299
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.54680452306e+12,1,overlap,"[""2D"",""6S""]","[""QC"",""6S""]",helper,2D,bot,5000
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.54680454013e+12,1,overlap,"[""QS"",""7D""]","[""JC"",""7D""]",seeker,QS,human,10331
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804540928e+12,2,catch,"[""5D""]","[""3C""]",helper,5D,bot,5000
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.54680455726e+12,2,baseline,"[""7C"",""4H""]","[""9S"",""10D""]",seeker,9S,human,10374
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804558304e+12,3,overlap,"[""KD"",""9H""]","[""6H"",""9H""]",helper,9H,human,8951
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804571824e+12,3,overlap,"[""KD"",""9H""]","[""6H"",""9H""]",helper,KD,human,22463
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.54680457268e+12,2,baseline,"[""7C"",""4H""]","[""9S"",""10D""]",seeker,4H,human,25789
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804584464e+12,4,catch,"[""7H""]","[""4D""]",helper,7H,human,5908
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804584477e+12,3,baseline,"[""AD"",""KC""]","[""5S"",""8H""]",seeker,AD,bot,5000
single_player_sample,6941-b007f44a-ab46-4012-937d-1bb2f260ffde,1.546804599889e+12,5,baseline,"[""AH"",""2C""]","[""3C"",""JD""]",helper,AH,human,8704
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804628002e+12,3,baseline,"[""AD"",""KC""]","[""5S"",""8H""]",seeker,KC,bot,5000
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804644383e+12,4,catch,"[""6S""]","[""JD""]",seeker,6S,bot,5000
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804656648e+12,5,overlap,"[""AD"",""2H""]","[""10D"",""2H""]",seeker,AD,bot,5000
single_player_sample,9494-f99b19eb-314a-4185-b0ba-505f6236b38d,1.546804665001e+12,5,overlap,"[""AD"",""2H""]","[""10D"",""2H""]",seeker,2H,bot,5000
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.546804677816e+12,0,baseline,"[""6D"",""4H""]","[""4D"",""7C""]",helper,6D,bot,5000
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.54680469911e+12,0,overlap,"[""8S"",""10C""]","[""6D"",""10C""]",helper,8S,bot,5000
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.54680470682e+12,0,baseline,"[""6D"",""4H""]","[""4D"",""7C""]",helper,4H,bot,5000
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.54680472135e+12,1,catch,"[""2H""]","[""QS""]",helper,2H,bot,5000
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804727334e+12,0,overlap,"[""8S"",""10C""]","[""6D"",""10C""]",helper,10C,bot,5000
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.546804732111e+12,1,catch,"[""2H""]","[""QS""]",helper,2H,bot,5000
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.546804746054e+12,2,overlap,"[""5S"",""AD""]","[""QH"",""AD""]",helper,5S,bot,5000
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804748034e+12,1,baseline,"[""8C"",""QH""]","[""6H"",""KS""]",helper,8C,bot,5000
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.54680475598e+12,2,overlap,"[""5S"",""AD""]","[""QH"",""AD""]",helper,AD,bot,5000
single_player_sample,5163-e2027dae-e557-429c-a1b9-154d5f87f288,1.546804756925e+12,0,baseline,"[""2S"",""7D""]","[""JS"",""5C""]",seeker,7D,human,21053
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804757509e+12,1,baseline,"[""8C"",""QH""]","[""6H"",""KS""]",helper,QH,bot,5000
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804770079e+12,2,catch,"[""AH""]","[""KC""]",helper,AH,bot,5000
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.546804771096e+12,2,overlap,"[""5S"",""AD""]","[""QH"",""AD""]",helper,AD,bot,5000
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.54680478246e+12,2,overlap,"[""5S"",""AD""]","[""QH"",""AD""]",helper,AD,bot,5000
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804788799e+12,3,baseline,"[""10D"",""8S""]","[""5C"",""JS""]",helper,JS,human,10800
single_player_sample,4141-27a93b73-be78-40f5-83eb-5816e48ddab8,1.54680479327e+12,2,overlap,"[""5S"",""AD""]","[""QH"",""AD""]",helper,AD,bot,5000
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804803846e+12,0,baseline,"[""KD"",""6H""]","[""10S"",""8D""]",seeker,6H,human,14772
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804806138e+12,3,baseline,"[""10D"",""8S""]","[""5C"",""JS""]",helper,5C,human,28139
single_player_sample,5163-e2027dae-e557-429c-a1b9-154d5f87f288,1.546804810121e+12,1,overlap,"[""3D"",""QD""]","[""8C"",""QD""]",seeker,4H,human,43567
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804820163e+12,1,overlap,"[""3H"",""10H""]","[""KS"",""10H""]",seeker,3H,human,9396
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804831274e+12,3,baseline,"[""10D"",""8S""]","[""5C"",""JS""]",helper,10D,human,53274
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.54680483754e+12,2,catch,"[""KH""]","[""9H""]",seeker,KH,human,10590
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804849379e+12,3,overlap,"[""QD"",""7S""]","[""9D"",""7S""]",seeker,QD,bot,5000
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804850574e+12,4,catch,"[""7H""]","[""5S""]",helper,5S,human,12714
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804858488e+12,4,catch,"[""7H""]","[""5S""]",helper,7H,human,20629
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804866153e+12,4,baseline,"[""AH"",""9C""]","[""6C"",""3H""]",seeker,AH,bot,5000
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804872521e+12,5,overlap,"[""5D"",""5H""]","[""5S"",""5H""]",helper,5H,human,7453
single_player_sample,7533-c5b110e9-34a1-4aed-8f8e-9b547f66c1dc,1.546804879354e+12,5,overlap,"[""5D"",""5H""]","[""5S"",""5H""]",helper,5D,human,14284
single_player_sample,2908-3fb6d3ec-f4b9-4030-95bc-1dd44c1869aa,1.546804881955e+12,5,catch,"[""9D""]","[""3S""]",seeker,9D,bot,5000
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.546804945408e+12,0,overlap,"[""7D"",""4S""]","[""AS"",""4S""]",seeker,7D,human,13802
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.546804965159e+12,1,baseline,"[""5C"",""8S""]","[""9D"",""JS""]",seeker,5C,human,12972
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.546804984474e+12,2,catch,"[""AC""]","[""7H""]",seeker,AC,human,12549
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.54680499626e+12,3,baseline,"[""AS"",""6D""]","[""5S"",""3D""]",seeker,AS,bot,5000
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.546805017624e+12,4,overlap,"[""9H"",""5H""]","[""6H"",""5H""]",seeker,9H,bot,5000
single_player_sample,5219-a5a5b5d0-12b4-43b1-b77b-33c0214b7c67,1.546805039496e+12,5,catch,"[""8S""]","[""7D""]",seeker,8S,bot,5000
single_player_sample,2368-0b297b6f-90c2-4fcc-ad8a-1aa522220b73,1.546805205386e+12,0,baseline,"[""KH"",""AH""]","[""7C"",""5D""]",helper,KH,bot,5000
single_player_sample,2368-0b297b6f-90c2-4fcc-ad8a-1aa522220b73,1.546805225833e+12,1,catch,"[""10D""]","[""4C""]",helper,10D,bot,5000
single_player_sample,2368-0b297b6f-90c2-4fcc-ad8a-1aa522220b73,1.546805242848e+12,2,overlap,"[""QD"",""5S""]","[""AH"",""5S""]",helper,QD,bot,5000
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805262907e+12,0,catch,"[""QD""]","[""9C""]",seeker,QD,human,21616
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805269368e+12,0,baseline,"[""7C"",""9C""]","[""3H"",""9S""]",helper,7C,bot,5000
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805285178e+12,1,overlap,"[""AD"",""QH""]","[""9C"",""QH""]",seeker,AD,human,15558
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805292245e+12,1,catch,"[""8H""]","[""AS""]",helper,8H,bot,5000
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805302113e+12,2,baseline,"[""8D"",""9C""]","[""JS"",""QD""]",seeker,8D,human,10216
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805313853e+12,3,baseline,"[""10D"",""3C""]","[""5H"",""KH""]",seeker,10D,bot,5000
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805321348e+12,2,overlap,"[""10D"",""6S""]","[""JC"",""6S""]",helper,10D,bot,5000
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805338578e+12,4,catch,"[""KD""]","[""7S""]",seeker,KD,bot,5000
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805348179e+12,3,overlap,"[""8H"",""KC""]","[""7H"",""KC""]",helper,8H,human,14233
single_player_sample,4963-98ed4a66-ea09-4211-9984-ffd9b2c84d25,1.546805353921e+12,5,overlap,"[""9D"",""JC""]","[""9S"",""JC""]",seeker,9D,bot,5000
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805361387e+12,0,overlap,"[""5D"",""KC""]","[""6D"",""KC""]",helper,5D,bot,5000
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805364209e+12,4,catch,"[""2C""]","[""4D""]",helper,2C,human,9224
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805364396e+12,0,baseline,"[""AC"",""JD""]","[""6C"",""KD""]",helper,AC,bot,5000
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805377646e+12,0,baseline,"[""AC"",""JD""]","[""6C"",""KD""]",helper,JD,bot,5000
single_player_sample,6047-0ff3f21a-e760-42bc-ab67-ff58562a1a75,1.546805381745e+12,5,baseline,"[""6D"",""9S""]","[""3D"",""5D""]",helper,6D,human,10763
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805392635e+12,1,overlap,"[""2H"",""10D""]","[""10S"",""10D""]",helper,2H,bot,5000
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805397309e+12,0,catch,"[""KC""]","[""3C""]",seeker,3C,human,16931
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805404461e+12,1,baseline,"[""7C"",""7D""]","[""5S"",""QS""]",helper,7C,bot,5000
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.54680541045e+12,2,catch,"[""QC""]","[""QS""]",helper,QC,bot,5000
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805411164e+12,0,catch,"[""KC""]","[""3C""]",seeker,KC,human,30790
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805412763e+12,0,overlap,"[""6H"",""3D""]","[""KD"",""3D""]",helper,6H,bot,5000
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805431041e+12,3,overlap,"[""6S"",""KH""]","[""QD"",""KH""]",helper,6S,human,9723
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805432028e+12,1,baseline,"[""6H"",""2S""]","[""10H"",""AD""]",seeker,2S,human,14154
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805435141e+12,2,catch,"[""3S""]","[""3H""]",helper,3S,bot,5000
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805444679e+12,4,baseline,"[""KD"",""3D""]","[""JH"",""10H""]",helper,3D,human,6717
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805445325e+12,2,overlap,"[""6S"",""9D""]","[""4S"",""9D""]",seeker,9D,human,6612
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805456501e+12,2,overlap,"[""6S"",""9D""]","[""4S"",""9D""]",seeker,6S,human,17781
single_player_sample,0334-80c4c626-cb4d-41a5-a609-41629c2d118c,1.546805456629e+12,5,catch,"[""6C""]","[""7H""]",helper,6C,human,5022
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805459172e+12,1,catch,"[""4S""]","[""8H""]",helper,4S,bot,5000
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805460899e+12,3,baseline,"[""5D"",""JC""]","[""8D"",""10C""]",helper,5D,human,14692
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805468227e+12,3,catch,"[""7D""]","[""10C""]",seeker,7D,bot,5000
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805482228e+12,4,catch,"[""JD""]","[""8H""]",helper,JD,human,14501
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805484666e+12,4,baseline,"[""4C"",""7S""]","[""4D"",""2H""]",seeker,4C,bot,5000
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805496803e+12,2,baseline,"[""8C"",""3D""]","[""8D"",""6S""]",helper,8C,bot,5000
single_player_sample,4624-822633ae-9843-4f9a-aabd-39a300a4a849,1.546805500168e+12,5,overlap,"[""10C"",""3C""]","[""10H"",""3C""]",seeker,10C,bot,5000
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805506393e+12,5,overlap,"[""10C"",""9C""]","[""AH"",""9C""]",helper,9C,human,17352
single_player_sample,4550-13565760-4ab1-4d15-a9c2-837f7e3a8f60,1.546805523097e+12,5,overlap,"[""10C"",""9C""]","[""AH"",""9C""]",helper,10C,human,34054
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805557033e+12,3,catch,"[""KH""]","[""8C""]",helper,4H,human,34033
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805575903e+12,3,catch,"[""KH""]","[""8C""]",helper,4H,human,52901
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805591441e+12,3,catch,"[""KH""]","[""8C""]",helper,8C,human,68440
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.54680561141e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,5S,human,12663
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805623999e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,9S,human,25252
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805636504e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,3C,human,37756
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.54680565421e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,8S,human,55460
single_player_sample,9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3,1.546805654974e+12,0,baseline,"[""8D"",""10S""]","[""4S"",""10D""]",helper,8D,bot,5000
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805661649e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,6H,human,62901
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805667844e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,4H,human,69097
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805673978e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,2C,human,75229
single_player_sample,9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3,1.546805683683e+12,1,overlap,"[""JH"",""4D""]","[""3D"",""4D""]",helper,JH,bot,5000
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805686627e+12,4,baseline,"[""JC"",""JS""]","[""QS"",""5S""]",helper,3S,human,87860
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805705102e+12,5,overlap,"[""JS"",""8H""]","[""6C"",""8H""]",helper,8H,human,11159
single_player_sample,9905-c0ea1afd-654c-4d93-b06e-84ec08da08d3,1.546805709655e+12,2,catch,"[""QD""]","[""JH""]",helper,QD,bot,5000
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805717025e+12,5,overlap,"[""JS"",""8H""]","[""6C"",""8H""]",helper,6C,human,23085
single_player_sample,8212-39758d48-a404-403f-902f-577c55699912,1.546805730266e+12,5,overlap,"[""JS"",""8H""]","[""6C"",""8H""]",helper,8S,human,36325
