type,domain,modelLevel,goal,rationality,response,modelProb
equivocal,plants,explicit,burger,1.9,plant,0.26
equivocal,plants,explicit,burger,1.9,food,0.74
equivocal,plants,pragmatic,burger,1.9,plant,0.42
equivocal,plants,pragmatic,burger,1.9,food,0.58
equivocal,plants,literal,carrot,1.9,plant,0.50
equivocal,plants,literal,carrot,1.9,food,0.50
equivocal,plants,explicit,carrot,1.9,plant,0.49
equivocal,plants,explicit,carrot,1.9,food,0.51
equivocal,plants,pragmatic,carrot,1.9,plant,0.49
equivocal,plants,pragmatic,carrot,1.9,food,0.51
equivocal,plants,literal,sunflower,1.9,plant,0.50
equivocal,plants,literal,sunflower,1.9,food,0.50
equivocal,plants,explicit,sunflower,1.9,plant,0.59
equivocal,plants,explicit,sunflower,1.9,food,0.41
equivocal,plants,pragmatic,sunflower,1.9,plant,0.53
equivocal,plants,pragmatic,sunflower,1.9,food,0.47
equivocal,plants,literal,tomatos,1.9,plant,0.50
equivocal,plants,literal,tomatos,1.9,food,0.50
equivocal,plants,explicit,tomatos,1.9,plant,0.67
equivocal,plants,explicit,tomatos,1.9,food,0.33
equivocal,plants,pragmatic,tomatos,1.9,plant,0.56
equivocal,plants,pragmatic,tomatos,1.9,food,0.44
equivocal,plants,literal,burger,2.0,plant,0.50
equivocal,plants,literal,burger,2.0,food,0.50
equivocal,plants,explicit,burger,2.0,plant,0.24
equivocal,plants,explicit,burger,2.0,food,0.76
equivocal,plants,pragmatic,burger,2.0,plant,0.41
equivocal,plants,pragmatic,burger,2.0,food,0.59
equivocal,plants,literal,carrot,2.0,plant,0.50
equivocal,plants,literal,carrot,2.0,food,0.50
equivocal,plants,explicit,carrot,2.0,plant,0.48
equivocal,plants,explicit,carrot,2.0,food,0.52
equivocal,plants,pragmatic,carrot,2.0,plant,0.49
equivocal,plants,pragmatic,carrot,2.0,food,0.51
equivocal,plants,literal,sunflower,2.0,plant,0.50
equivocal,plants,literal,sunflower,2.0,food,0.50
equivocal,plants,explicit,sunflower,2.0,plant,0.60
equivocal,plants,explicit,sunflower,2.0,food,0.40
equivocal,plants,pragmatic,sunflower,2.0,plant,0.54
equivocal,plants,pragmatic,sunflower,2.0,food,0.46
equivocal,plants,literal,tomatos,2.0,plant,0.50
equivocal,plants,literal,tomatos,2.0,food,0.50
equivocal,plants,explicit,tomatos,2.0,plant,0.68
equivocal,plants,explicit,tomatos,2.0,food,0.32
equivocal,plants,pragmatic,tomatos,2.0,plant,0.57
equivocal,plants,pragmatic,tomatos,2.0,food,0.43
equivocal,plants,literal,burger,2.1,plant,0.50
equivocal,plants,literal,burger,2.1,food,0.50
equivocal,plants,explicit,burger,2.1,plant,0.22
equivocal,plants,explicit,burger,2.1,food,0.78
equivocal,plants,pragmatic,burger,2.1,plant,0.39
equivocal,plants,pragmatic,burger,2.1,food,0.61
equivocal,plants,literal,carrot,2.1,plant,0.50
equivocal,plants,literal,carrot,2.1,food,0.50
equivocal,plants,explicit,carrot,2.1,plant,0.48
equivocal,plants,explicit,carrot,2.1,food,0.52
equivocal,plants,pragmatic,carrot,2.1,plant,0.49
equivocal,plants,pragmatic,carrot,2.1,food,0.51
equivocal,plants,literal,sunflower,2.1,plant,0.50
equivocal,plants,literal,sunflower,2.1,food,0.50
equivocal,plants,explicit,sunflower,2.1,plant,0.61
equivocal,plants,explicit,sunflower,2.1,food,0.39
equivocal,plants,pragmatic,sunflower,2.1,plant,0.54
equivocal,plants,pragmatic,sunflower,2.1,food,0.46
equivocal,plants,literal,tomatos,2.1,plant,0.50
equivocal,plants,literal,tomatos,2.1,food,0.50
equivocal,plants,explicit,tomatos,2.1,plant,0.70
equivocal,plants,explicit,tomatos,2.1,food,0.30
equivocal,plants,pragmatic,tomatos,2.1,plant,0.58
equivocal,plants,pragmatic,tomatos,2.1,food,0.42
equivocal,plants,literal,burger,2.2,plant,0.50
equivocal,plants,literal,burger,2.2,food,0.50
equivocal,plants,explicit,burger,2.2,plant,0.21
equivocal,plants,explicit,burger,2.2,food,0.79
equivocal,plants,pragmatic,burger,2.2,plant,0.37
equivocal,plants,pragmatic,burger,2.2,food,0.63
equivocal,plants,literal,carrot,2.2,plant,0.50
equivocal,plants,literal,carrot,2.2,food,0.50
equivocal,plants,explicit,carrot,2.2,plant,0.48
equivocal,plants,explicit,carrot,2.2,food,0.52
equivocal,plants,pragmatic,carrot,2.2,plant,0.49
equivocal,plants,pragmatic,carrot,2.2,food,0.51
equivocal,plants,literal,sunflower,2.2,plant,0.50
equivocal,plants,literal,sunflower,2.2,food,0.50
equivocal,plants,explicit,sunflower,2.2,plant,0.62
equivocal,plants,explicit,sunflower,2.2,food,0.38
equivocal,plants,pragmatic,sunflower,2.2,plant,0.55
equivocal,plants,pragmatic,sunflower,2.2,food,0.45
equivocal,plants,literal,tomatos,2.2,plant,0.50
equivocal,plants,literal,tomatos,2.2,food,0.50
equivocal,plants,explicit,tomatos,2.2,plant,0.72
equivocal,plants,explicit,tomatos,2.2,food,0.28
equivocal,plants,pragmatic,tomatos,2.2,plant,0.59
equivocal,plants,pragmatic,tomatos,2.2,food,0.41
equivocal,plants,literal,burger,2.3,plant,0.50
equivocal,plants,literal,burger,2.3,food,0.50
equivocal,plants,explicit,burger,2.3,plant,0.19
equivocal,plants,explicit,burger,2.3,food,0.81
equivocal,plants,pragmatic,burger,2.3,plant,0.36
equivocal,plants,pragmatic,burger,2.3,food,0.64
equivocal,plants,literal,carrot,2.3,plant,0.50
equivocal,plants,literal,carrot,2.3,food,0.50
equivocal,plants,explicit,carrot,2.3,plant,0.48
equivocal,plants,explicit,carrot,2.3,food,0.52
equivocal,plants,pragmatic,carrot,2.3,plant,0.49
equivocal,plants,pragmatic,carrot,2.3,food,0.51
equivocal,plants,literal,sunflower,2.3,plant,0.50
equivocal,plants,literal,sunflower,2.3,food,0.50
equivocal,plants,explicit,sunflower,2.3,plant,0.63
equivocal,plants,explicit,sunflower,2.3,food,0.37
equivocal,plants,pragmatic,sunflower,2.3,plant,0.56
equivocal,plants,pragmatic,sunflower,2.3,food,0.44
equivocal,plants,literal,tomatos,2.3,plant,0.50
equivocal,plants,literal,tomatos,2.3,food,0.50
equivocal,plants,explicit,tomatos,2.3,plant,0.73
equivocal,plants,explicit,tomatos,2.3,food,0.27
equivocal,plants,pragmatic,tomatos,2.3,plant,0.60
equivocal,plants,pragmatic,tomatos,2.3,food,0.40
equivocal,plants,literal,burger,2.4,plant,0.50
equivocal,plants,literal,burger,2.4,food,0.50
equivocal,plants,explicit,burger,2.4,plant,0.17
equivocal,plants,explicit,burger,2.4,food,0.83
equivocal,plants,pragmatic,burger,2.4,plant,0.34
equivocal,plants,pragmatic,burger,2.4,food,0.66
equivocal,plants,literal,carrot,2.4,plant,0.50
equivocal,plants,literal,carrot,2.4,food,0.50
equivocal,plants,explicit,carrot,2.4,plant,0.48
equivocal,plants,explicit,carrot,2.4,food,0.52
equivocal,plants,pragmatic,carrot,2.4,plant,0.48
equivocal,plants,pragmatic,carrot,2.4,food,0.52
equivocal,plants,literal,sunflower,2.4,plant,0.50
equivocal,plants,literal,sunflower,2.4,food,0.50
equivocal,plants,explicit,sunflower,2.4,plant,0.64
equivocal,plants,explicit,sunflower,2.4,food,0.36
equivocal,plants,pragmatic,sunflower,2.4,plant,0.57
equivocal,plants,pragmatic,sunflower,2.4,food,0.43
equivocal,plants,literal,tomatos,2.4,plant,0.50
equivocal,plants,literal,tomatos,2.4,food,0.50
equivocal,plants,explicit,tomatos,2.4,plant,0.74
equivocal,plants,explicit,tomatos,2.4,food,0.26
equivocal,plants,pragmatic,tomatos,2.4,plant,0.62
equivocal,plants,pragmatic,tomatos,2.4,food,0.38
equivocal,plants,literal,burger,2.5,plant,0.50
equivocal,plants,literal,burger,2.5,food,0.50
equivocal,plants,explicit,burger,2.5,plant,0.16
equivocal,plants,explicit,burger,2.5,food,0.84
equivocal,plants,pragmatic,burger,2.5,plant,0.32
equivocal,plants,pragmatic,burger,2.5,food,0.68
equivocal,plants,literal,carrot,2.5,plant,0.50
equivocal,plants,literal,carrot,2.5,food,0.50
equivocal,plants,explicit,carrot,2.5,plant,0.48
equivocal,plants,explicit,carrot,2.5,food,0.52
equivocal,plants,pragmatic,carrot,2.5,plant,0.48
equivocal,plants,pragmatic,carrot,2.5,food,0.52
equivocal,plants,literal,sunflower,2.5,plant,0.50
equivocal,plants,literal,sunflower,2.5,food,0.50
equivocal,plants,explicit,sunflower,2.5,plant,0.65
equivocal,plants,explicit,sunflower,2.5,food,0.35
equivocal,plants,pragmatic,sunflower,2.5,plant,0.57
equivocal,plants,pragmatic,sunflower,2.5,food,0.43
equivocal,plants,literal,tomatos,2.5,plant,0.50
equivocal,plants,literal,tomatos,2.5,food,0.50
equivocal,plants,explicit,tomatos,2.5,plant,0.76
equivocal,plants,explicit,tomatos,2.5,food,0.24
equivocal,plants,pragmatic,tomatos,2.5,plant,0.63
equivocal,plants,pragmatic,tomatos,2.5,food,0.37
equivocal,plants,literal,burger,2.6,plant,0.50
equivocal,plants,literal,burger,2.6,food,0.50
equivocal,plants,explicit,burger,2.6,plant,0.14
equivocal,plants,explicit,burger,2.6,food,0.86
equivocal,plants,pragmatic,burger,2.6,plant,0.30
equivocal,plants,pragmatic,burger,2.6,food,0.70
equivocal,plants,literal,carrot,2.6,plant,0.50
equivocal,plants,literal,carrot,2.6,food,0.50
equivocal,plants,explicit,carrot,2.6,plant,0.47
equivocal,plants,explicit,carrot,2.6,food,0.53
equivocal,plants,pragmatic,carrot,2.6,plant,0.48
equivocal,plants,pragmatic,carrot,2.6,food,0.52
equivocal,plants,literal,sunflower,2.6,plant,0.50
equivocal,plants,literal,sunflower,2.6,food,0.50
equivocal,plants,explicit,sunflower,2.6,plant,0.66
equivocal,plants,explicit,sunflower,2.6,food,0.34
equivocal,plants,pragmatic,sunflower,2.6,plant,0.58
equivocal,plants,pragmatic,sunflower,2.6,food,0.42
equivocal,plants,literal,tomatos,2.6,plant,0.50
equivocal,plants,literal,tomatos,2.6,food,0.50
equivocal,plants,explicit,tomatos,2.6,plant,0.77
equivocal,plants,explicit,tomatos,2.6,food,0.23
equivocal,plants,pragmatic,tomatos,2.6,plant,0.64
equivocal,plants,pragmatic,tomatos,2.6,food,0.36
equivocal,plants,literal,burger,2.7,plant,0.50
equivocal,plants,literal,burger,2.7,food,0.50
equivocal,plants,explicit,burger,2.7,plant,0.13
equivocal,plants,explicit,burger,2.7,food,0.87
equivocal,plants,pragmatic,burger,2.7,plant,0.28
equivocal,plants,pragmatic,burger,2.7,food,0.72
equivocal,plants,literal,carrot,2.7,plant,0.50
equivocal,plants,literal,carrot,2.7,food,0.50
equivocal,plants,explicit,carrot,2.7,plant,0.47
equivocal,plants,explicit,carrot,2.7,food,0.53
equivocal,plants,pragmatic,carrot,2.7,plant,0.47
equivocal,plants,pragmatic,carrot,2.7,food,0.53
equivocal,plants,literal,sunflower,2.7,plant,0.50
equivocal,plants,literal,sunflower,2.7,food,0.50
equivocal,plants,explicit,sunflower,2.7,plant,0.67
equivocal,plants,explicit,sunflower,2.7,food,0.33
equivocal,plants,pragmatic,sunflower,2.7,plant,0.59
equivocal,plants,pragmatic,sunflower,2.7,food,0.41
equivocal,plants,literal,tomatos,2.7,plant,0.50
equivocal,plants,literal,tomatos,2.7,food,0.50
equivocal,plants,explicit,tomatos,2.7,plant,0.78
equivocal,plants,explicit,tomatos,2.7,food,0.22
equivocal,plants,pragmatic,tomatos,2.7,plant,0.66
equivocal,plants,pragmatic,tomatos,2.7,food,0.34
equivocal,plants,literal,burger,2.8,plant,0.50
equivocal,plants,literal,burger,2.8,food,0.50
equivocal,plants,explicit,burger,2.8,plant,0.12
equivocal,plants,explicit,burger,2.8,food,0.88
equivocal,plants,pragmatic,burger,2.8,plant,0.26
equivocal,plants,pragmatic,burger,2.8,food,0.74
equivocal,plants,literal,carrot,2.8,plant,0.50
equivocal,plants,literal,carrot,2.8,food,0.50
equivocal,plants,explicit,carrot,2.8,plant,0.47
equivocal,plants,explicit,carrot,2.8,food,0.53
equivocal,plants,pragmatic,carrot,2.8,plant,0.47
equivocal,plants,pragmatic,carrot,2.8,food,0.53
equivocal,plants,literal,sunflower,2.8,plant,0.50
equivocal,plants,literal,sunflower,2.8,food,0.50
equivocal,plants,explicit,sunflower,2.8,plant,0.68
equivocal,plants,explicit,sunflower,2.8,food,0.32
equivocal,plants,pragmatic,sunflower,2.8,plant,0.60
equivocal,plants,pragmatic,sunflower,2.8,food,0.40
equivocal,plants,literal,tomatos,2.8,plant,0.50
equivocal,plants,literal,tomatos,2.8,food,0.50
equivocal,plants,explicit,tomatos,2.8,plant,0.80
equivocal,plants,explicit,tomatos,2.8,food,0.20
equivocal,plants,pragmatic,tomatos,2.8,plant,0.67
equivocal,plants,pragmatic,tomatos,2.8,food,0.33
equivocal,plants,literal,burger,2.9,plant,0.50
equivocal,plants,literal,burger,2.9,food,0.50
equivocal,plants,explicit,burger,2.9,plant,0.11
equivocal,plants,explicit,burger,2.9,food,0.89
equivocal,plants,pragmatic,burger,2.9,plant,0.25
equivocal,plants,pragmatic,burger,2.9,food,0.75
equivocal,plants,literal,carrot,2.9,plant,0.50
equivocal,plants,literal,carrot,2.9,food,0.50
equivocal,plants,explicit,carrot,2.9,plant,0.47
equivocal,plants,explicit,carrot,2.9,food,0.53
equivocal,plants,pragmatic,carrot,2.9,plant,0.47
equivocal,plants,pragmatic,carrot,2.9,food,0.53
equivocal,plants,literal,sunflower,2.9,plant,0.50
equivocal,plants,literal,sunflower,2.9,food,0.50
equivocal,plants,explicit,sunflower,2.9,plant,0.69
equivocal,plants,explicit,sunflower,2.9,food,0.31
equivocal,plants,pragmatic,sunflower,2.9,plant,0.61
equivocal,plants,pragmatic,sunflower,2.9,food,0.39
equivocal,plants,literal,tomatos,2.9,plant,0.50
equivocal,plants,literal,tomatos,2.9,food,0.50
equivocal,plants,explicit,tomatos,2.9,plant,0.81
equivocal,plants,explicit,tomatos,2.9,food,0.19
equivocal,plants,pragmatic,tomatos,2.9,plant,0.69
equivocal,plants,pragmatic,tomatos,2.9,food,0.31
equivocal,plants,literal,burger,3.0,plant,0.50
equivocal,plants,literal,burger,3.0,food,0.50
equivocal,plants,explicit,burger,3.0,plant,0.10
equivocal,plants,explicit,burger,3.0,food,0.90
equivocal,plants,pragmatic,burger,3.0,plant,0.23
equivocal,plants,pragmatic,burger,3.0,food,0.77
equivocal,plants,literal,carrot,3.0,plant,0.50
equivocal,plants,literal,carrot,3.0,food,0.50
equivocal,plants,explicit,carrot,3.0,plant,0.47
equivocal,plants,explicit,carrot,3.0,food,0.53
equivocal,plants,pragmatic,carrot,3.0,plant,0.46
equivocal,plants,pragmatic,carrot,3.0,food,0.54
equivocal,plants,literal,sunflower,3.0,plant,0.50
equivocal,plants,literal,sunflower,3.0,food,0.50
equivocal,plants,explicit,sunflower,3.0,plant,0.69
equivocal,plants,explicit,sunflower,3.0,food,0.31
equivocal,plants,pragmatic,sunflower,3.0,plant,0.62
equivocal,plants,pragmatic,sunflower,3.0,food,0.38
equivocal,plants,literal,tomatos,3.0,plant,0.50
equivocal,plants,literal,tomatos,3.0,food,0.50
equivocal,plants,explicit,tomatos,3.0,plant,0.82
equivocal,plants,explicit,tomatos,3.0,food,0.18
equivocal,plants,pragmatic,tomatos,3.0,plant,0.70
equivocal,plants,pragmatic,tomatos,3.0,food,0.30
equivocal,plants,literal,burger,3.1,plant,0.50
equivocal,plants,literal,burger,3.1,food,0.50
equivocal,plants,explicit,burger,3.1,plant,0.09
equivocal,plants,explicit,burger,3.1,food,0.91
equivocal,plants,pragmatic,burger,3.1,plant,0.21
equivocal,plants,pragmatic,burger,3.1,food,0.79
equivocal,plants,literal,carrot,3.1,plant,0.50
equivocal,plants,literal,carrot,3.1,food,0.50
equivocal,plants,explicit,carrot,3.1,plant,0.47
equivocal,plants,explicit,carrot,3.1,food,0.53
equivocal,plants,pragmatic,carrot,3.1,plant,0.46
equivocal,plants,pragmatic,carrot,3.1,food,0.54
equivocal,plants,literal,sunflower,3.1,plant,0.50
equivocal,plants,literal,sunflower,3.1,food,0.50
equivocal,plants,explicit,sunflower,3.1,plant,0.70
equivocal,plants,explicit,sunflower,3.1,food,0.30
equivocal,plants,pragmatic,sunflower,3.1,plant,0.63
equivocal,plants,pragmatic,sunflower,3.1,food,0.37
equivocal,plants,literal,tomatos,3.1,plant,0.50
equivocal,plants,literal,tomatos,3.1,food,0.50
equivocal,plants,explicit,tomatos,3.1,plant,0.83
equivocal,plants,explicit,tomatos,3.1,food,0.17
equivocal,plants,pragmatic,tomatos,3.1,plant,0.72
equivocal,plants,pragmatic,tomatos,3.1,food,0.28
equivocal,plants,literal,burger,3.2,plant,0.50
equivocal,plants,literal,burger,3.2,food,0.50
equivocal,plants,explicit,burger,3.2,plant,0.08
equivocal,plants,explicit,burger,3.2,food,0.92
equivocal,plants,pragmatic,burger,3.2,plant,0.20
equivocal,plants,pragmatic,burger,3.2,food,0.80
equivocal,plants,literal,carrot,3.2,plant,0.50
equivocal,plants,literal,carrot,3.2,food,0.50
equivocal,plants,explicit,carrot,3.2,plant,0.47
equivocal,plants,explicit,carrot,3.2,food,0.53
equivocal,plants,pragmatic,carrot,3.2,plant,0.45
equivocal,plants,pragmatic,carrot,3.2,food,0.55
equivocal,plants,literal,sunflower,3.2,plant,0.50
equivocal,plants,literal,sunflower,3.2,food,0.50
equivocal,plants,explicit,sunflower,3.2,plant,0.71
equivocal,plants,explicit,sunflower,3.2,food,0.29
equivocal,plants,pragmatic,sunflower,3.2,plant,0.64
equivocal,plants,pragmatic,sunflower,3.2,food,0.36
equivocal,plants,literal,tomatos,3.2,plant,0.50
equivocal,plants,literal,tomatos,3.2,food,0.50
equivocal,plants,explicit,tomatos,3.2,plant,0.84
equivocal,plants,explicit,tomatos,3.2,food,0.16
equivocal,plants,pragmatic,tomatos,3.2,plant,0.73
equivocal,plants,pragmatic,tomatos,3.2,food,0.27
equivocal,plants,literal,burger,3.3,plant,0.50
equivocal,plants,literal,burger,3.3,food,0.50
equivocal,plants,explicit,burger,3.3,plant,0.07
equivocal,plants,explicit,burger,3.3,food,0.93
equivocal,plants,pragmatic,burger,3.3,plant,0.18
equivocal,plants,pragmatic,burger,3.3,food,0.82
equivocal,plants,literal,carrot,3.3,plant,0.50
equivocal,plants,literal,carrot,3.3,food,0.50
equivocal,plants,explicit,carrot,3.3,plant,0.46
equivocal,plants,explicit,carrot,3.3,food,0.54
equivocal,plants,pragmatic,carrot,3.3,plant,0.45
equivocal,plants,pragmatic,carrot,3.3,food,0.55
equivocal,plants,literal,sunflower,3.3,plant,0.50
equivocal,plants,literal,sunflower,3.3,food,0.50
equivocal,plants,explicit,sunflower,3.3,plant,0.72
equivocal,plants,explicit,sunflower,3.3,food,0.28
equivocal,plants,pragmatic,sunflower,3.3,plant,0.65
equivocal,plants,pragmatic,sunflower,3.3,food,0.35
equivocal,plants,literal,tomatos,3.3,plant,0.50
equivocal,plants,literal,tomatos,3.3,food,0.50
equivocal,plants,explicit,tomatos,3.3,plant,0.85
equivocal,plants,explicit,tomatos,3.3,food,0.15
equivocal,plants,pragmatic,tomatos,3.3,plant,0.74
equivocal,plants,pragmatic,tomatos,3.3,food,0.26
equivocal,plants,literal,burger,3.4,plant,0.50
equivocal,plants,literal,burger,3.4,food,0.50
equivocal,plants,explicit,burger,3.4,plant,0.07
equivocal,plants,explicit,burger,3.4,food,0.93
equivocal,plants,pragmatic,burger,3.4,plant,0.17
equivocal,plants,pragmatic,burger,3.4,food,0.83
equivocal,plants,literal,carrot,3.4,plant,0.50
equivocal,plants,literal,carrot,3.4,food,0.50
equivocal,plants,explicit,carrot,3.4,plant,0.46
equivocal,plants,explicit,carrot,3.4,food,0.54
equivocal,plants,pragmatic,carrot,3.4,plant,0.44
equivocal,plants,pragmatic,carrot,3.4,food,0.56
equivocal,plants,literal,sunflower,3.4,plant,0.50
equivocal,plants,literal,sunflower,3.4,food,0.50
equivocal,plants,explicit,sunflower,3.4,plant,0.73
equivocal,plants,explicit,sunflower,3.4,food,0.27
equivocal,plants,pragmatic,sunflower,3.4,plant,0.66
equivocal,plants,pragmatic,sunflower,3.4,food,0.34
equivocal,plants,literal,tomatos,3.4,plant,0.50
equivocal,plants,literal,tomatos,3.4,food,0.50
equivocal,plants,explicit,tomatos,3.4,plant,0.86
equivocal,plants,explicit,tomatos,3.4,food,0.14
equivocal,plants,pragmatic,tomatos,3.4,plant,0.75
equivocal,plants,pragmatic,tomatos,3.4,food,0.25
equivocal,plants,literal,burger,3.5,plant,0.50
equivocal,plants,literal,burger,3.5,food,0.50
equivocal,plants,explicit,burger,3.5,plant,0.06
equivocal,plants,explicit,burger,3.5,food,0.94
equivocal,plants,pragmatic,burger,3.5,plant,0.16
equivocal,plants,pragmatic,burger,3.5,food,0.84
equivocal,plants,literal,carrot,3.5,plant,0.50
equivocal,plants,literal,carrot,3.5,food,0.50
equivocal,plants,explicit,carrot,3.5,plant,0.46
equivocal,plants,explicit,carrot,3.5,food,0.54
equivocal,plants,pragmatic,carrot,3.5,plant,0.44
equivocal,plants,pragmatic,carrot,3.5,food,0.56
equivocal,plants,literal,sunflower,3.5,plant,0.50
equivocal,plants,literal,sunflower,3.5,food,0.50
equivocal,plants,explicit,sunflower,3.5,plant,0.73
equivocal,plants,explicit,sunflower,3.5,food,0.27
equivocal,plants,pragmatic,sunflower,3.5,plant,0.67
equivocal,plants,pragmatic,sunflower,3.5,food,0.33
equivocal,plants,literal,tomatos,3.5,plant,0.50
equivocal,plants,literal,tomatos,3.5,food,0.50
equivocal,plants,explicit,tomatos,3.5,plant,0.87
equivocal,plants,explicit,tomatos,3.5,food,0.13
equivocal,plants,pragmatic,tomatos,3.5,plant,0.77
equivocal,plants,pragmatic,tomatos,3.5,food,0.23
equivocal,plants,literal,burger,3.6,plant,0.50
equivocal,plants,literal,burger,3.6,food,0.50
equivocal,plants,explicit,burger,3.6,plant,0.06
equivocal,plants,explicit,burger,3.6,food,0.94
equivocal,plants,pragmatic,burger,3.6,plant,0.15
equivocal,plants,pragmatic,burger,3.6,food,0.85
equivocal,plants,literal,carrot,3.6,plant,0.50
equivocal,plants,literal,carrot,3.6,food,0.50
equivocal,plants,explicit,carrot,3.6,plant,0.46
equivocal,plants,explicit,carrot,3.6,food,0.54
equivocal,plants,pragmatic,carrot,3.6,plant,0.43
equivocal,plants,pragmatic,carrot,3.6,food,0.57
equivocal,plants,literal,sunflower,3.6,plant,0.50
equivocal,plants,literal,sunflower,3.6,food,0.50
equivocal,plants,explicit,sunflower,3.6,plant,0.74
equivocal,plants,explicit,sunflower,3.6,food,0.26
equivocal,plants,pragmatic,sunflower,3.6,plant,0.68
equivocal,plants,pragmatic,sunflower,3.6,food,0.32
equivocal,plants,literal,tomatos,3.6,plant,0.50
equivocal,plants,literal,tomatos,3.6,food,0.50
equivocal,plants,explicit,tomatos,3.6,plant,0.87
equivocal,plants,explicit,tomatos,3.6,food,0.13
equivocal,plants,pragmatic,tomatos,3.6,plant,0.78
equivocal,plants,pragmatic,tomatos,3.6,food,0.22
equivocal,plants,literal,burger,3.7,plant,0.50
equivocal,plants,literal,burger,3.7,food,0.50
equivocal,plants,explicit,burger,3.7,plant,0.05
equivocal,plants,explicit,burger,3.7,food,0.95
equivocal,plants,pragmatic,burger,3.7,plant,0.14
equivocal,plants,pragmatic,burger,3.7,food,0.86
equivocal,plants,literal,carrot,3.7,plant,0.50
equivocal,plants,literal,carrot,3.7,food,0.50
equivocal,plants,explicit,carrot,3.7,plant,0.46
equivocal,plants,explicit,carrot,3.7,food,0.54
equivocal,plants,pragmatic,carrot,3.7,plant,0.43
equivocal,plants,pragmatic,carrot,3.7,food,0.57
equivocal,plants,literal,sunflower,3.7,plant,0.50
equivocal,plants,literal,sunflower,3.7,food,0.50
equivocal,plants,explicit,sunflower,3.7,plant,0.75
equivocal,plants,explicit,sunflower,3.7,food,0.25
equivocal,plants,pragmatic,sunflower,3.7,plant,0.69
equivocal,plants,pragmatic,sunflower,3.7,food,0.31
equivocal,plants,literal,tomatos,3.7,plant,0.50
equivocal,plants,literal,tomatos,3.7,food,0.50
equivocal,plants,explicit,tomatos,3.7,plant,0.88
equivocal,plants,explicit,tomatos,3.7,food,0.12
equivocal,plants,pragmatic,tomatos,3.7,plant,0.79
equivocal,plants,pragmatic,tomatos,3.7,food,0.21
equivocal,plants,literal,burger,3.8,plant,0.50
equivocal,plants,literal,burger,3.8,food,0.50
equivocal,plants,explicit,burger,3.8,plant,0.05
equivocal,plants,explicit,burger,3.8,food,0.95
equivocal,plants,pragmatic,burger,3.8,plant,0.13
equivocal,plants,pragmatic,burger,3.8,food,0.87
equivocal,plants,literal,carrot,3.8,plant,0.50
equivocal,plants,literal,carrot,3.8,food,0.50
equivocal,plants,explicit,carrot,3.8,plant,0.46
equivocal,plants,explicit,carrot,3.8,food,0.54
equivocal,plants,pragmatic,carrot,3.8,plant,0.42
equivocal,plants,pragmatic,carrot,3.8,food,0.58
equivocal,plants,literal,sunflower,3.8,plant,0.50
equivocal,plants,literal,sunflower,3.8,food,0.50
equivocal,plants,explicit,sunflower,3.8,plant,0.76
equivocal,plants,explicit,sunflower,3.8,food,0.24
equivocal,plants,pragmatic,sunflower,3.8,plant,0.70
equivocal,plants,pragmatic,sunflower,3.8,food,0.30
equivocal,plants,literal,tomatos,3.8,plant,0.50
equivocal,plants,literal,tomatos,3.8,food,0.50
equivocal,plants,explicit,tomatos,3.8,plant,0.89
equivocal,plants,explicit,tomatos,3.8,food,0.11
equivocal,plants,pragmatic,tomatos,3.8,plant,0.80
equivocal,plants,pragmatic,tomatos,3.8,food,0.20
equivocal,plants,literal,burger,3.9,plant,0.50
equivocal,plants,literal,burger,3.9,food,0.50
equivocal,plants,explicit,burger,3.9,plant,0.04
equivocal,plants,explicit,burger,3.9,food,0.96
equivocal,plants,pragmatic,burger,3.9,plant,0.12
equivocal,plants,pragmatic,burger,3.9,food,0.88
equivocal,plants,literal,carrot,3.9,plant,0.50
equivocal,plants,literal,carrot,3.9,food,0.50
equivocal,plants,explicit,carrot,3.9,plant,0.46
equivocal,plants,explicit,carrot,3.9,food,0.54
equivocal,plants,pragmatic,carrot,3.9,plant,0.42
equivocal,plants,pragmatic,carrot,3.9,food,0.58
equivocal,plants,literal,sunflower,3.9,plant,0.50
equivocal,plants,literal,sunflower,3.9,food,0.50
equivocal,plants,explicit,sunflower,3.9,plant,0.76
equivocal,plants,explicit,sunflower,3.9,food,0.24
equivocal,plants,pragmatic,sunflower,3.9,plant,0.71
equivocal,plants,pragmatic,sunflower,3.9,food,0.29
equivocal,plants,literal,tomatos,3.9,plant,0.50
equivocal,plants,literal,tomatos,3.9,food,0.50
equivocal,plants,explicit,tomatos,3.9,plant,0.90
equivocal,plants,explicit,tomatos,3.9,food,0.10
equivocal,plants,pragmatic,tomatos,3.9,plant,0.81
equivocal,plants,pragmatic,tomatos,3.9,food,0.19
equivocal,plants,literal,burger,4.0,plant,0.50
equivocal,plants,literal,burger,4.0,food,0.50
equivocal,plants,explicit,burger,4.0,plant,0.04
equivocal,plants,explicit,burger,4.0,food,0.96
equivocal,plants,pragmatic,burger,4.0,plant,0.11
equivocal,plants,pragmatic,burger,4.0,food,0.89
equivocal,plants,literal,carrot,4.0,plant,0.50
equivocal,plants,literal,carrot,4.0,food,0.50
equivocal,plants,explicit,carrot,4.0,plant,0.45
equivocal,plants,explicit,carrot,4.0,food,0.55
equivocal,plants,pragmatic,carrot,4.0,plant,0.41
equivocal,plants,pragmatic,carrot,4.0,food,0.59
equivocal,plants,literal,sunflower,4.0,plant,0.50
equivocal,plants,literal,sunflower,4.0,food,0.50
