iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	text	timeFromRoundStart	eventType	cardAskedAbout
full_sample	4579-aa922e62-d8fa-422a-96e3-7178581864ab	1546229346469	3	overlap	JC,2H	8D,2H	Where is the where is jack spades?	8118	chatMessage	JS
full_sample	4579-aa922e62-d8fa-422a-96e3-7178581864ab	1546229365329	4	catch	AC	7C	Where is the ace of clubs?	4303	chatMessage	AC
full_sample	4579-aa922e62-d8fa-422a-96e3-7178581864ab	1546229384473	5	baseline	6S,8C	7C,10H	Where is the where is 6 spades??	3168	chatMessage	6S
full_sample	9487-fa9413c6-c85f-4876-a266-a44947eca1f1	1546229262593	0	overlap	8H,2S	AC,2S	Where is the 8 of hearts?	6742	chatMessage	8H
full_sample	9487-fa9413c6-c85f-4876-a266-a44947eca1f1	1546229290470	1	overlap	JH,3D	QD,3D	Where is the jack of hearts?	3382	chatMessage	JH
full_sample	7093-e6162d1e-14d5-4609-9d3d-1554b3156f11	1546229335450	0	overlap	KC,AH	KH,AH	Where is the king of clubs?	100447	chatMessage	KC
full_sample	7093-e6162d1e-14d5-4609-9d3d-1554b3156f11	1546229401933	1	catch	5C	6C	Where is the 5 of clubs?	14120	chatMessage	5C
full_sample	7093-e6162d1e-14d5-4609-9d3d-1554b3156f11	1546229429976	2	baseline	JS,7H	3C,KD	Where is the 7 of hearts?	7492	chatMessage	7H
full_sample	7093-e6162d1e-14d5-4609-9d3d-1554b3156f11	1546229463416	3	overlap	5H,4H	3H,4H	Where is the 5 of hearts?	5378	chatMessage	5H
full_sample	7093-e6162d1e-14d5-4609-9d3d-1554b3156f11	1546229498289	4	catch	4D	QC	Where is the 4 of diamonds?	18067	chatMessage	4D
full_sample	7093-e6162d1e-14d5-4609-9d3d-1554b3156f11	1546229528760	5	baseline	10H,6D	AC,JD	Where is the 6 of diamonds?	9416	chatMessage	6D
full_sample	6279-fff019a8-7d40-429a-9bd2-73e7efd74e02	1546229366010	0	overlap	8C,2S	JC,2S	Where is the where is the 2 of clubs?	56423	chatMessage	2C
full_sample	6279-fff019a8-7d40-429a-9bd2-73e7efd74e02	1546229433037	1	baseline	AD,JD	6C,QD	Where is the ace and jack of diamonds?	21339	chatMessage	BOTH
full_sample	6279-fff019a8-7d40-429a-9bd2-73e7efd74e02	1546229474148	2	catch	3C	QC	Where is the where is the 3 of clubs?	17590	chatMessage	3C
full_sample	6279-fff019a8-7d40-429a-9bd2-73e7efd74e02	1546229496050	3	catch	8C	6S	Where is the eight of clubs?	7124	chatMessage	8C
full_sample	6279-fff019a8-7d40-429a-9bd2-73e7efd74e02	1546229535248	4	baseline	9H,4D	5C,6S	Where is the where is the nine of diamonds?	22627	chatMessage	9D
full_sample	6279-fff019a8-7d40-429a-9bd2-73e7efd74e02	1546229569773	5	overlap	AD,4D	JH,4D	Where is the ace and four of diamonds?	10926	chatMessage	BOTH
full_sample	2918-51159c7b-d0ae-44bb-91f7-6a6a733ba7d2	1546229344572	0	catch	4S	2S	Where is the Where is the 4 of spades?	8194	chatMessage	4S
full_sample	2918-51159c7b-d0ae-44bb-91f7-6a6a733ba7d2	1546229367428	1	baseline	KH,9D	9S,3D	Where is the King of hearts?	4914	chatMessage	KH
full_sample	2918-51159c7b-d0ae-44bb-91f7-6a6a733ba7d2	1546229392059	2	overlap	7D,KH	5C,KH	Where is the 7 of diamonds?	5381	chatMessage	7D
full_sample	2918-51159c7b-d0ae-44bb-91f7-6a6a733ba7d2	1546229432826	2	overlap	7D,KH	5C,KH	Where is the king of hearts?	7000	chatMessage	KH
full_sample	2918-51159c7b-d0ae-44bb-91f7-6a6a733ba7d2	1546229448931	3	catch	KD	5H	Where is the king of diamonds?	2790	chatMessage	KD
full_sample	2918-51159c7b-d0ae-44bb-91f7-6a6a733ba7d2	1546229468251	4	baseline	9S,3H	5C,KS	Where is the nine of spades?	4866	chatMessage	9S
full_sample	2918-51159c7b-d0ae-44bb-91f7-6a6a733ba7d2	1546229487454	4	baseline	9S,3H	5C,KS	Where is the 3 of Hearts?	3589	chatMessage	3H
full_sample	2918-51159c7b-d0ae-44bb-91f7-6a6a733ba7d2	1546229504449	5	overlap	6C,4S	KS,4S	Where is the Where is the 6 of clubs?	7413	chatMessage	6C
