iterationName	gameid	time	trialNum	trialType	targetGoalSet	distractorGoalSet	text	timeFromRoundStart	eventType	cardAskedAbout
full_sample	3946-93562776-a60f-4980-a72e-136ab4c5d513	1546217716891	4	baseline	QS,2D	KC,6S	Where is the queen of clubs?	4425	chatMessage	QC
full_sample	3946-93562776-a60f-4980-a72e-136ab4c5d513	1546217732490	5	overlap	2C,6H	5D,6H	Where is the two of clubs?	2904	chatMessage	2C
full_sample	3946-93562776-a60f-4980-a72e-136ab4c5d513	1546217743859	5	overlap	2C,6H	5D,6H	Where is the six of hearts..........?	2800	chatMessage	6H
full_sample	9161-8f4bbd2d-1825-404a-bd17-0284cee54f4a	1546217585287	0	baseline	5C,5H	JC,10H	Where is the 5 of hearts?	2246	chatMessage	5H
full_sample	9161-8f4bbd2d-1825-404a-bd17-0284cee54f4a	1546217617664	1	overlap	8H,3D	6S,3D	Where is the 8 of hearts?	9240	chatMessage	8H
full_sample	9161-8f4bbd2d-1825-404a-bd17-0284cee54f4a	1546217670329	1	overlap	8H,3D	6S,3D	Where is the 3 of diamonds?	2646	chatMessage	3D
full_sample	9161-8f4bbd2d-1825-404a-bd17-0284cee54f4a	1546217691432	2	overlap	AC,7S	4D,7S	Where is the ace of clovers?	3233	chatMessage	AC
full_sample	9161-8f4bbd2d-1825-404a-bd17-0284cee54f4a	1546217737064	3	baseline	6D,QH	8C,6H	Where is the Queen of hearts?	17599	chatMessage	QH
full_sample	9161-8f4bbd2d-1825-404a-bd17-0284cee54f4a	1546217756681	4	catch	3C	JS	Where is the 3 of clovers?	2246	chatMessage	3C
full_sample	9161-8f4bbd2d-1825-404a-bd17-0284cee54f4a	1546217775432	5	catch	9H	4H	Where is the 9 of hearts?	2627	chatMessage	9H
full_sample	2845-49f3317b-5422-4e6f-a2f3-bec2e90e58a0	1546217659145	0	overlap	7S,9C	JC,9C	Where is the Where is the 7 of spades?	11536	chatMessage	7S
full_sample	2845-49f3317b-5422-4e6f-a2f3-bec2e90e58a0	1546217690305	1	catch	4D	5C	Where is the Where is the four of diamonds?	6680	chatMessage	4D
full_sample	2845-49f3317b-5422-4e6f-a2f3-bec2e90e58a0	1546217716368	2	baseline	5D,AC	3C,KC	Where is the Where is the A of clubs?	12964	chatMessage	AC
full_sample	2845-49f3317b-5422-4e6f-a2f3-bec2e90e58a0	1546217742178	3	overlap	2D,6D	7C,6D	Where is the two of diamonds?	4650	chatMessage	2D
full_sample	2845-49f3317b-5422-4e6f-a2f3-bec2e90e58a0	1546217757826	3	overlap	2D,6D	7C,6D	Where is the six of diamonds?	5699	chatMessage	6D
full_sample	2845-49f3317b-5422-4e6f-a2f3-bec2e90e58a0	1546217781265	4	catch	9S	7H	Where is the Where is the 7 of hearts?	11676	chatMessage	7H
full_sample	2845-49f3317b-5422-4e6f-a2f3-bec2e90e58a0	1546217800139	4	catch	9S	7H	Where is the Where is the 9 of spades?	6543	chatMessage	9S
full_sample	2845-49f3317b-5422-4e6f-a2f3-bec2e90e58a0	1546217820910	5	baseline	5H,9S	QC,2H	Where is the five of hearts?	4197	chatMessage	5H
full_sample	2845-49f3317b-5422-4e6f-a2f3-bec2e90e58a0	1546217842617	5	baseline	5H,9S	QC,2H	Where is the nine of spades?	3518	chatMessage	9S
full_sample	5141-4b3b6f3c-1d68-4011-80c5-cdd0f9ed87cb	1546217754774	0	catch	6C	7S	Where is the 6 of clubs?	14639	chatMessage	6C
full_sample	5141-4b3b6f3c-1d68-4011-80c5-cdd0f9ed87cb	1546217801271	1	overlap	10H,4S	5H,4S	Where is the 10 of hearts and 4 of spades?	20670	chatMessage	BOTH
full_sample	5141-4b3b6f3c-1d68-4011-80c5-cdd0f9ed87cb	1546217837907	2	baseline	QS,8S	KD,6D	Where is the 8 of spades and the queen of spades?	12661	chatMessage	BOTH
full_sample	5141-4b3b6f3c-1d68-4011-80c5-cdd0f9ed87cb	1546217855216	3	catch	7D	AC	Where is the 7 of diamonds?	4357	chatMessage	7D
full_sample	5141-4b3b6f3c-1d68-4011-80c5-cdd0f9ed87cb	1546217891579	4	overlap	3S,3H	QS,3H	Where is the 3 of hearts and the queen of spades?	9327	chatMessage	BOTH
full_sample	5141-4b3b6f3c-1d68-4011-80c5-cdd0f9ed87cb	1546217926050	4	overlap	3S,3H	QS,3H	Where is the 3 of hearts and the 3 of spades?	6823	chatMessage	BOTH
full_sample	5141-4b3b6f3c-1d68-4011-80c5-cdd0f9ed87cb	1546217947982	5	baseline	8D,JD	6C,JS	Where is the 8 of diamonds and jack of diamonds?	6004	chatMessage	BOTH
full_sample	7166-dfa6d44b-5024-4883-b3a4-4c851a2d039d	1546217801506	0	baseline	3C,QD	5H,7C	Where is the QUEEN OF DIAMONDS?	16545	chatMessage	QD
full_sample	7166-dfa6d44b-5024-4883-b3a4-4c851a2d039d	1546217838162	1	catch	3C	QS	Where is the THREE OF CLUBS?	7388	chatMessage	3C
full_sample	7166-dfa6d44b-5024-4883-b3a4-4c851a2d039d	1546217876461	2	overlap	2C,JS	3S,JS	Where is the 2 OF CLUBS?	12507	chatMessage	2C
full_sample	7166-dfa6d44b-5024-4883-b3a4-4c851a2d039d	1546217899599	3	baseline	3C,4C	QH,AH	Where is the FOUR OF CLUBS?	5686	chatMessage	4C
full_sample	7166-dfa6d44b-5024-4883-b3a4-4c851a2d039d	1546217921628	4	catch	6C	3D	Where is the 6 OF CLUBS?	4427	chatMessage	6C
full_sample	7166-dfa6d44b-5024-4883-b3a4-4c851a2d039d	1546217934871	5	overlap	JC,2C	5D,2C	Where is the TWO OF CLUBS?	2949	chatMessage	2C
full_sample	7166-dfa6d44b-5024-4883-b3a4-4c851a2d039d	1546217978835	5	overlap	JC,2C	5D,2C	Where is the JACK OF CLUBS?	12762	chatMessage	JC
full_sample	8949-bc9824e1-4505-4ca5-abda-5b581ae45a31	1546217866526	0	overlap	6S,2H	2D,2H	Where is the 2 and 6?	13187	chatMessage	BOTH
full_sample	8949-bc9824e1-4505-4ca5-abda-5b581ae45a31	1546217930566	1	catch	AS	QD	Where is the Where is the Ace Spade and Queen Diamond?	29285	chatMessage	BOTH
full_sample	8949-bc9824e1-4505-4ca5-abda-5b581ae45a31	1546217972842	2	baseline	JH,4C	3H,JC	Where is the 4 clubs and jack heartr?	6514	chatMessage	BOTH
full_sample	8949-bc9824e1-4505-4ca5-abda-5b581ae45a31	1546218020105	3	baseline	9C,4D	5S,8D	Where is the 9 club and 4 diamond?	15886	chatMessage	BOTH
full_sample	8949-bc9824e1-4505-4ca5-abda-5b581ae45a31	1546218052130	4	catch	8H	3C	Where is the 8 hearts?	8870	chatMessage	8H
full_sample	8949-bc9824e1-4505-4ca5-abda-5b581ae45a31	1546218118730	5	overlap	JC,2H	4C,2H	Where is the 2 of hearts and Jack club?	21837	chatMessage	BOTH
full_sample	2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e	1546220639876	0	overlap	10H,5S	7H,5S	Where is the where is the 5 of clubs??	5547	chatMessage	5C
full_sample	2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e	1546220691634	0	overlap	10H,5S	7H,5S	Where is the where is the 10 of hearts??	5126	chatMessage	10H
full_sample	2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e	1546220710410	1	catch	9D	10S	Where is the 9 of diamonds??	2032	chatMessage	9D
full_sample	2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e	1546220727450	2	catch	8C	JC	Where is the where is the 8 of clubs??	5054	chatMessage	8C
full_sample	2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e	1546220744783	3	overlap	QH,6S	10D,6S	Where is the queen of hearts?	1849	chatMessage	QH
full_sample	2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e	1546220754812	3	overlap	QH,6S	10D,6S	Where is the 6 of spades?	2003	chatMessage	6S
full_sample	2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e	1546220773306	4	baseline	6C,AH	5D,8S	Where is the where is the ace of hearts??	4757	chatMessage	AH
full_sample	2550-2b0135f4-394f-41f1-88e1-f835ffb83f6e	1546220790418	5	baseline	JS,5H	2D,5S	Where is the 5 of hearts?	3657	chatMessage	5H
full_sample	6484-7dcef059-2565-48cd-b22d-17f2a03e942e	1546220723997	0	catch	2C	AS	Where is the ace of spades?	7426	chatMessage	AS
full_sample	6484-7dcef059-2565-48cd-b22d-17f2a03e942e	1546220743827	1	overlap	2S,AD	KS,AD	Where is the where is the 2 of spades?	5839	chatMessage	2S
full_sample	6484-7dcef059-2565-48cd-b22d-17f2a03e942e	1546220764375	1	overlap	2S,AD	KS,AD	Where is the ace of diamonds?	5654	chatMessage	AD
full_sample	6484-7dcef059-2565-48cd-b22d-17f2a03e942e	1546220792112	1	overlap	2S,AD	KS,AD	Where is the where is the ace of diamonds?	7146	chatMessage	AD
full_sample	6484-7dcef059-2565-48cd-b22d-17f2a03e942e	1546220805529	1	overlap	2S,AD	KS,AD	Where is the ace of diamonds?	2353	chatMessage	AD
full_sample	2517-3580ccc9-155a-4544-863b-6e9c934de820	1546220736754	0	catch	5S	4D	Where is the 5 of spades?	19168	chatMessage	5S
full_sample	2517-3580ccc9-155a-4544-863b-6e9c934de820	1546220770952	1	baseline	3S,6H	6S,AH	Where is the where is 3 of spade and 6 of hearts?	16017	chatMessage	BOTH
full_sample	2517-3580ccc9-155a-4544-863b-6e9c934de820	1546220818686	2	baseline	4S,JH	9D,10S	Where is the 4 of spades and joker of hearts?	13931	chatMessage	BOTH
full_sample	2517-3580ccc9-155a-4544-863b-6e9c934de820	1546220846851	3	overlap	7D,8C	3D,8C	Where is the 7 diamond and 8 clover?	11594	chatMessage	BOTH
full_sample	2517-3580ccc9-155a-4544-863b-6e9c934de820	1546220887046	4	overlap	4D,KC	3S,KC	Where is the king of clovers and 4 of diamonds?	19385	chatMessage	BOTH
full_sample	2517-3580ccc9-155a-4544-863b-6e9c934de820	1546220906572	5	catch	9H	7D	Where is the 9 heart?	4002	chatMessage	9H
full_sample	2035-844d20ce-001f-490f-8a39-b40f745265e7	1546220737600	0	catch	10C	8S	Where is the ten of clubs?	5481	chatMessage	10C
full_sample	2035-844d20ce-001f-490f-8a39-b40f745265e7	1546220759430	1	catch	AC	7D	Where is the Ace of Spades?	4732	chatMessage	AS
full_sample	2035-844d20ce-001f-490f-8a39-b40f745265e7	1546220794504	2	baseline	5H,2C	6H,QH	Where is the two club and five heart?	12788	chatMessage	BOTH
full_sample	2035-844d20ce-001f-490f-8a39-b40f745265e7	1546220826106	3	overlap	5H,2C	QD,2C	Where is the Five of Hearts?	6270	chatMessage	5H
full_sample	2035-844d20ce-001f-490f-8a39-b40f745265e7	1546220849808	4	overlap	4H,7H	QH,7H	Where is the four of hearts?	3864	chatMessage	4H
full_sample	2035-844d20ce-001f-490f-8a39-b40f745265e7	1546220870108	5	baseline	KC,6D	5D,KD	Where is the King of Spades?	3997	chatMessage	KS
full_sample	9519-1487205d-b2e3-4d23-9784-0fb7c1ad347f	1546220800381	0	baseline	3C,10C	2D,6D	Where is the 10 of clubs?	6096	chatMessage	10C
full_sample	9519-1487205d-b2e3-4d23-9784-0fb7c1ad347f	1546220828929	0	baseline	3C,10C	2D,6D	Where is the 3 of clubs?	4233	chatMessage	3C
full_sample	9519-1487205d-b2e3-4d23-9784-0fb7c1ad347f	1546220859497	1	baseline	2H,KS	9C,10C	Where is the where is 2 of hearts and other?	10879	chatMessage	BOTH
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220805961	0	catch	KS	7C	Where is the King of spade?	5208	chatMessage	KS
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220835267	1	baseline	5S,QC	8C,AS	Where is the 5 of spades?	7094	chatMessage	5S
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220869976	1	baseline	5S,QC	8C,AS	Where is the queen of spades??	7342	chatMessage	QS
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220905365	2	baseline	10C,7D	AD,JD	Where is the 7 of diamond?	4142	chatMessage	7D
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220930288	2	baseline	10C,7D	AD,JD	Where is the 10 of spade?	6930	chatMessage	10S
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220953367	3	overlap	6S,9S	QH,9S	Where is the where is the queen of hearts?	6776	chatMessage	QH
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546220982743	3	overlap	6S,9S	QH,9S	Where is the 9 of spades?	4352	chatMessage	9S
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546221000294	3	overlap	6S,9S	QH,9S	Where is the 6 of spades?	5255	chatMessage	6S
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546221023067	4	overlap	6D,9D	5C,9D	Where is the 6 of diamond?	5288	chatMessage	6D
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546221041041	4	overlap	6D,9D	5C,9D	Where is the 9 of diamond?	3755	chatMessage	9D
full_sample	7014-a164176a-35ae-48c2-a651-b0c33c4c605d	1546221055187	5	catch	QH	8H	Where is the queen of hearts?	3585	chatMessage	QH
full_sample	8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951	1546220810947	0	overlap	JH,9H	JC,9H	Where is the Jack of hearts?	5558	chatMessage	JH
full_sample	8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951	1546220834975	1	baseline	QD,2H	8C,QC	Where is the where is the 2 of hearts?	4468	chatMessage	2H
full_sample	8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951	1546220852075	1	baseline	QD,2H	8C,QC	Where is the where is the queen of diamonds?	4586	chatMessage	QD
full_sample	8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951	1546220866233	2	catch	AC	6D	Where is the ace of clubs?	3848	chatMessage	AC
full_sample	8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951	1546220880638	3	catch	10C	JC	Where is the where is the 10 of clubs?	3615	chatMessage	10C
full_sample	8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951	1546220897728	4	baseline	6S,5D	AH,6C	Where is the five of diamonds?	4890	chatMessage	5D
full_sample	8488-6e84c0b5-dd03-4b89-ad3e-a07b88ae6951	1546220914365	5	overlap	8H,QH	4C,QH	Where is the queen of hearts and 8 of hearts?	5519	chatMessage	BOTH
full_sample	2696-613404f0-4409-43e0-bf31-3655eb4c1a40	1546220768708	0	baseline	5S,AC	4D,JC	Where is the ace of clubs?	8281	chatMessage	AC
full_sample	2696-613404f0-4409-43e0-bf31-3655eb4c1a40	1546220854763	0	baseline	5S,AC	4D,JC	Where is the other card you should select if you read the instructions?	6168	chatMessage	BOTH
full_sample	5574-766e19e3-50be-43bc-ae94-5ca8ce11c4d8	1546220838834	0	baseline	8D,QS	4C,4H	Where is the 8 of diamonds?	5964	chatMessage	8D
full_sample	5574-766e19e3-50be-43bc-ae94-5ca8ce11c4d8	1546220868693	0	baseline	8D,QS	4C,4H	Where is the queen of spades?	6203	chatMessage	QS
full_sample	5574-766e19e3-50be-43bc-ae94-5ca8ce11c4d8	1546220896454	1	overlap	QC,3C	8S,3C	Where is the where is the 3 of clubs?	6295	chatMessage	3C
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220839250	0	overlap	3D,KD	AH,KD	Where is the A's of hearts?	4707	chatMessage	AH
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220883113	0	overlap	3D,KD	AH,KD	Where is the where is the K of diamonds?	12484	chatMessage	KD
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220929763	1	catch	7H	8S	Where is the where is seven of hearts?	13755	chatMessage	7H
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220951686	2	catch	9S	10S	Where is the 9 of hearts??	3768	chatMessage	9H
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546220992877	3	baseline	10H,5D	KD,6S	Where is the Where is the king of diomands?	10141	chatMessage	KD
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221016578	3	baseline	10H,5D	KD,6S	Where is the where is the six of spades?	10248	chatMessage	6S
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221039085	3	baseline	10H,5D	KD,6S	Where is the where is five of dimonds?	6574	chatMessage	5D
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221057292	3	baseline	10H,5D	KD,6S	Where is the where is ten of hearts?	7935	chatMessage	10H
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221078303	4	baseline	3D,2H	JS,6H	Where is the Where is the 3 of diamonds?	10482	chatMessage	3D
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221112518	4	baseline	3D,2H	JS,6H	Where is the where is the 2 of hearts?	7108	chatMessage	2H
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221146803	5	overlap	AD,4C	7C,4C	Where is the where is the 4 of clubs?	12610	chatMessage	4C
full_sample	1426-bba7cbe5-01a6-412d-86f7-cb732e1715d6	1546221190098	5	overlap	AD,4C	7C,4C	Where is the where is the As of diomonds?	17465	chatMessage	AD
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220871805	0	overlap	3C,9D	7H,9D	Where is the 3 of clubs?	5080	chatMessage	3C
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220890253	0	overlap	3C,9D	7H,9D	Where is the 9 of diamonds?	4021	chatMessage	9D
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220920234	1	baseline	9C,2C	2H,10C	Where is the Where is a 2 of spades?	5650	chatMessage	2S
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220938890	1	baseline	9C,2C	2H,10C	Where is the where is 9 of spades?	2886	chatMessage	9S
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220957786	2	catch	10S	KH	Where is the 10 of spades?	5538	chatMessage	10S
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220981556	3	catch	JC	9H	Where is the 9 of hearts?	1825	chatMessage	9H
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546220998228	3	catch	JC	9H	Where is the jack of spades?	1882	chatMessage	JS
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546221021908	4	baseline	6C,9H	3D,5C	Where is the 9 of hearts?	5064	chatMessage	9H
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546221042330	4	baseline	6C,9H	3D,5C	Where is the 6 of clubs?	4239	chatMessage	6C
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546221071510	5	overlap	AH,AC	10S,AC	Where is the where is the ace of hearts, i think this hit is broken btw?	11633	chatMessage	AH
full_sample	6777-28246015-72f0-4cfc-9d74-c50be36a5400	1546221092816	5	overlap	AH,AC	10S,AC	Where is the where is ace of spades?	2445	chatMessage	AS
full_sample	3127-34ebbc7f-b293-4bf3-8a08-0f560874be62	1546220914980	0	catch	10H	8D	Where is the where is the 10 of heart?	13144	chatMessage	10H
full_sample	3127-34ebbc7f-b293-4bf3-8a08-0f560874be62	1546220978001	1	baseline	QH,2C	9H,5D	Where is the where are the 2 of clubs and queen of hearts?	33170	chatMessage	BOTH
full_sample	3127-34ebbc7f-b293-4bf3-8a08-0f560874be62	1546221043239	2	baseline	6H,AD	QH,4C	Where is the where are the ace of spade and the 6 of heart?	33625	chatMessage	BOTH
full_sample	3127-34ebbc7f-b293-4bf3-8a08-0f560874be62	1546221092468	2	baseline	6H,AD	QH,4C	Where is the ace of spade and 6 heart?	11009	chatMessage	BOTH
full_sample	3127-34ebbc7f-b293-4bf3-8a08-0f560874be62	1546221180424	2	baseline	6H,AD	QH,4C	Where is the A of spade?	10008	chatMessage	AS
full_sample	3127-34ebbc7f-b293-4bf3-8a08-0f560874be62	1546221208141	2	baseline	6H,AD	QH,4C	Where is the a of diamond?	12898	chatMessage	AD
full_sample	3127-34ebbc7f-b293-4bf3-8a08-0f560874be62	1546221241049	2	baseline	6H,AD	QH,4C	Where is the A of Diamond?	9921	chatMessage	AD
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546220926556	0	overlap	6D,5S	JH,5S	Where is the 6 of diamonds?	20015	chatMessage	6D
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546220954145	0	overlap	6D,5S	JH,5S	Where is the 5 of spades?	13660	chatMessage	5S
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546220981810	1	baseline	AS,3C	10H,KS	Where is the Where is the King of spades?	11639	chatMessage	KS
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546221013199	1	baseline	AS,3C	10H,KS	Where is the Where is the 10 of hearts?	11191	chatMessage	10H
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546221042408	1	baseline	AS,3C	10H,KS	Where is the Where is the Ace of spades?	7360	chatMessage	AS
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546221088624	1	baseline	AS,3C	10H,KS	Where is the Where is the 3 of clubs?	34376	chatMessage	3C
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546221122490	2	catch	10H	JS	Where is the 10 of hearts?	9380	chatMessage	10H
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546221146418	3	overlap	QS,6S	9H,6S	Where is the queen of spades?	4608	chatMessage	QS
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546221162583	3	overlap	QS,6S	9H,6S	Where is the 6 of spades?	4335	chatMessage	6S
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546221186290	4	baseline	10S,5S	9H,2C	Where is the 5 of spades?	6949	chatMessage	5S
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546221205664	4	baseline	10S,5S	9H,2C	Where is the 10 of spades?	9919	chatMessage	10S
full_sample	6005-b343b1a5-e9fc-43ba-96b8-c1d7bb3ad681	1546221220289	5	catch	6D	6C	Where is the 6 of diamonds?	3399	chatMessage	6D
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546220953859	0	catch	KD	2H	Where is the king of diamonds?	9436	chatMessage	KD
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546220985230	1	catch	AC	7C	Where is the ace of clubs?	6597	chatMessage	AC
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546221017921	2	baseline	8D,3C	6S,4S	Where is the 8 of diamonds?	7949	chatMessage	8D
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546221051619	2	baseline	8D,3C	6S,4S	Where is the 3 of clubs?	5837	chatMessage	3C
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546221077261	2	baseline	8D,3C	6S,4S	Where is the 6 of spades?	8432	chatMessage	6S
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546221098317	2	baseline	8D,3C	6S,4S	Where is the 4 of spades?	4395	chatMessage	4S
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546221124029	3	baseline	KD,2C	10H,7D	Where is the king of diamonds ?	5387	chatMessage	KD
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546221149238	3	baseline	KD,2C	10H,7D	Where is the 2 of clubs?	2556	chatMessage	2C
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546221176872	4	overlap	2S,QH	9H,QH	Where is the Q of hearts?	6120	chatMessage	QH
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546221199871	4	overlap	2S,QH	9H,QH	Where is the 2 of spades?	5014	chatMessage	2S
full_sample	9761-e7c015ac-ea93-4623-b43f-87756d815ae0	1546221219608	5	overlap	5H,JH	KC,JH	Where is the jack of hearts?	2811	chatMessage	JH
