alpha_A,alpha_Q,w,modelType,logLikelihood,posteriorProb
7.95,6.25,0.36,prag_emp,-305.68414669398607,-6.214608098422191
8.69,6.08,0.39,prag_emp,-306.0232983979727,-6.214608098422191
5.32,6.34,0.39,prag_emp,-305.7413394762747,-6.214608098422191
5.8,6.08,0.34,prag_emp,-306.15758799224295,-6.214608098422191
5.55,6.08,0.37,prag_emp,-306.1303649353617,-6.214608098422191
5.85,6.08,0.37,prag_emp,-306.03934069395297,-6.214608098422191
6.27,6.04,0.42,prag_emp,-307.0901831065304,-6.214608098422191
5.92,6.16,0.42,prag_emp,-306.45453810447384,-6.214608098422191
4.73,6.2,0.31,prag_emp,-306.6483439486044,-6.214608098422191
3.96,6.76,0.4,prag_emp,-306.4677469836607,-6.214608098422191
3.62,6.59,0.36,prag_emp,-305.7055196547573,-6.214608098422191
3.72,6.59,0.39,prag_emp,-305.73352683587115,-6.214608098422191
3.8,6.59,0.41,prag_emp,-306.01293933118814,-6.214608098422191
4.54,6.46,0.34,prag_emp,-306.07958808477025,-6.214608098422191
3.9,6.32,0.4,prag_emp,-306.81941632652223,-6.214608098422191
5.67,6.45,0.38,prag_emp,-306.2358520717536,-6.214608098422191
6.54,6.02,0.38,prag_emp,-306.3711170350061,-6.214608098422191
5.04,6.49,0.34,prag_emp,-306.66477173630494,-6.214608098422191
4.19,6.49,0.39,prag_emp,-305.7044598155487,-6.214608098422191
5.54,6.53,0.35,prag_emp,-307.13600522655753,-6.214608098422191
4.48,6.52,0.41,prag_emp,-306.16662315984024,-6.214608098422191
8.14,6.52,0.45,prag_emp,-308.1682826849588,-6.214608098422191
5.42,6.52,0.45,prag_emp,-307.750822681531,-6.214608098422191
5.71,6.52,0.33,prag_emp,-307.67460326316666,-6.214608098422191
3.77,6.52,0.4,prag_emp,-305.9909182443319,-6.214608098422191
3.89,6.52,0.34,prag_emp,-305.83788420292154,-6.214608098422191
4.27,6.52,0.31,prag_emp,-306.92032659357335,-6.214608098422191
5.06,6.52,0.41,prag_emp,-306.5648218386747,-6.214608098422191
4.7,6.52,0.35,prag_emp,-306.35074389818277,-6.214608098422191
5.02,6.52,0.33,prag_emp,-307.1537526326615,-6.214608098422191
5.43,6.52,0.36,prag_emp,-306.79856991539305,-6.214608098422191
3.55,6.52,0.41,prag_emp,-306.7579695081629,-6.214608098422191
4.16,6.52,0.46,prag_emp,-307.62995041638806,-6.214608098422191
7.68,6.06,0.38,prag_emp,-306.02935479434313,-6.214608098422191
8,5.97,0.33,prag_emp,-306.7361997534936,-6.214608098422191
11.57,6.42,0.4,prag_emp,-306.44114845520716,-6.214608098422191
14.14,6.42,0.4,prag_emp,-306.44160012539453,-6.214608098422191
13.59,6.42,0.43,prag_emp,-306.9636223724223,-6.214608098422191
18.08,6.42,0.38,prag_emp,-306.3707201429157,-6.214608098422191
19.01,6.37,0.38,prag_emp,-306.06520978953085,-6.214608098422191
19.72,6.37,0.42,prag_emp,-306.49354316506503,-6.214608098422191
18.16,6.37,0.38,prag_emp,-306.06520961070885,-6.214608098422191
19.85,6.37,0.37,prag_emp,-306.09695800066055,-6.214608098422191
17.56,6.01,0.28,prag_emp,-307.89550772606333,-6.214608098422191
16.47,6.01,0.3,prag_emp,-307.1594554363883,-6.214608098422191
18.04,6.01,0.34,prag_emp,-306.3148039932799,-6.214608098422191
17.8,6.01,0.37,prag_emp,-306.2336251371472,-6.214608098422191
16.88,6.01,0.32,prag_emp,-306.63198948975673,-6.214608098422191
17.52,6.01,0.4,prag_emp,-306.6208622795874,-6.214608098422191
15.78,5.9,0.24,prag_emp,-310.54568748507376,-6.214608098422191
19.83,5.9,0.36,prag_emp,-307.1776142355777,-6.214608098422191
19.98,6.13,0.43,prag_emp,-306.73351078342796,-6.214608098422191
18.63,6.32,0.42,prag_emp,-306.32758978442735,-6.214608098422191
17.54,6.22,0.42,prag_emp,-306.23199798067856,-6.214608098422191
17.29,6.22,0.38,prag_emp,-305.6248037830421,-6.214608098422191
19.5,6.22,0.44,prag_emp,-306.84941236945633,-6.214608098422191
19.26,6.22,0.42,prag_emp,-306.23199792036775,-6.214608098422191
18.38,6.22,0.31,prag_emp,-306.6490622468729,-6.214608098422191
17.7,6.22,0.37,prag_emp,-305.60724280364667,-6.214608098422191
14.99,6.22,0.35,prag_emp,-305.73582699910753,-6.214608098422191
16.16,6.22,0.3,prag_emp,-307.01286013663673,-6.214608098422191
13.12,6.22,0.35,prag_emp,-305.73580998909654,-6.214608098422191
12.3,6.22,0.38,prag_emp,-305.6247884455289,-6.214608098422191
12.66,6.17,0.32,prag_emp,-306.25940324456064,-6.214608098422191
12.34,6.17,0.39,prag_emp,-305.7313399469827,-6.214608098422191
11.95,6.14,0.43,prag_emp,-306.6958165919151,-6.214608098422191
9.92,6.14,0.37,prag_emp,-305.6580604948919,-6.214608098422191
12.6,6.14,0.42,prag_emp,-306.39314651156707,-6.214608098422191
12.59,6.14,0.34,prag_emp,-305.85434941881385,-6.214608098422191
14.32,6.43,0.46,prag_emp,-308.0120884063864,-6.214608098422191
16.39,6.43,0.43,prag_emp,-307.0179179857454,-6.214608098422191
16.8,6.43,0.43,prag_emp,-307.01791877212486,-6.214608098422191
14.98,6.43,0.42,prag_emp,-306.79233576887384,-6.214608098422191
17.29,6.48,0.4,prag_emp,-306.8663672140094,-6.214608098422191
17.92,6.66,0.4,prag_emp,-308.74512595386227,-6.214608098422191
17.89,6.66,0.37,prag_emp,-308.9880992831726,-6.214608098422191
19.72,5.96,0.4,prag_emp,-307.0503981858246,-6.214608098422191
19.65,6.39,0.43,prag_emp,-306.8184721597921,-6.214608098422191
19.65,6.39,0.35,prag_emp,-306.4640330974013,-6.214608098422191
18.11,6.39,0.33,prag_emp,-306.9373915649559,-6.214608098422191
15.32,6.44,0.43,prag_emp,-307.07506395485234,-6.214608098422191
15.29,6.44,0.36,prag_emp,-306.68423699678254,-6.214608098422191
15.53,6.41,0.36,prag_emp,-306.45176938645756,-6.214608098422191
15.13,6.49,0.42,prag_emp,-307.1961675686943,-6.214608098422191
15.64,6.04,0.36,prag_emp,-306.02704193835433,-6.214608098422191
16.92,6.04,0.37,prag_emp,-306.0442215455066,-6.214608098422191
19.52,6.17,0.35,prag_emp,-305.7083753633011,-6.214608098422191
18.41,6.23,0.43,prag_emp,-306.5075967891687,-6.214608098422191
18.86,6.23,0.39,prag_emp,-305.69981771580854,-6.214608098422191
18.15,6.22,0.33,prag_emp,-306.08340546510703,-6.214608098422191
17.4,6.22,0.43,prag_emp,-306.51514820429816,-6.214608098422191
18.74,6.22,0.35,prag_emp,-305.7358294595558,-6.214608098422191
18.72,6.17,0.48,prag_emp,-308.82225940132315,-6.214608098422191
19.65,6.17,0.36,prag_emp,-305.6331388213452,-6.214608098422191
17.97,6.17,0.39,prag_emp,-305.73129026705874,-6.214608098422191
19.34,6.19,0.4,prag_emp,-305.84109022160504,-6.214608098422191
19.19,6.19,0.37,prag_emp,-305.5996782574314,-6.214608098422191
17.43,6.19,0.39,prag_emp,-305.7070893816748,-6.214608098422191
15.04,6.19,0.46,prag_emp,-307.7309052679748,-6.214608098422191
15.04,6.19,0.33,prag_emp,-306.0355698450868,-6.214608098422191
11.72,6.19,0.32,prag_emp,-306.2803877981269,-6.214608098422191
15.34,6.24,0.36,prag_emp,-305.67290633869214,-6.214608098422191
13.28,6.24,0.31,prag_emp,-306.7133620676565,-6.214608098422191
10.29,6.24,0.36,prag_emp,-305.6723633922588,-6.214608098422191
12.62,6.24,0.37,prag_emp,-305.62942341351857,-6.214608098422191
12.71,6.39,0.38,prag_emp,-306.178084982342,-6.214608098422191
11.69,6.39,0.39,prag_emp,-306.1953936891384,-6.214608098422191
15.08,6.26,0.39,prag_emp,-305.7297144143424,-6.214608098422191
13.54,6.26,0.39,prag_emp,-305.7297038338493,-6.214608098422191
15.86,6.26,0.35,prag_emp,-305.8204837437973,-6.214608098422191
14.82,6.26,0.35,prag_emp,-305.82047968784985,-6.214608098422191
12.69,6.07,0.36,prag_emp,-305.88044866142604,-6.214608098422191
